Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
12.92,Sergey SHUBENKOV,04 OCT 1990,RUS,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,0.6
12.93,Renaldo NEHEMIAH,24 MAR 1959,USA,1,Zürich (SUI),19 AUG 1981,-0.2
12.93,Allen JOHNSON,01 MAR 1971,USA,1,"Olympic Stadium, Athina (GRE)",07 AUG 1997,0.0
12.93,Xiang LIU,13 JUL 1983,CHN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,-0.6
12.93,Dayron ROBLES,19 NOV 1986,CUB,1,"National Stadium, Beijing (CHN)",21 AUG 2008,0.1
12.93,David OLIVER,24 APR 1982,USA,1,"Drake Stadium, Des Moines, IA (USA)",27 JUN 2010,1.7
12.93,David OLIVER,24 APR 1982,USA,1,"Letzigrund, Zürich (SUI)",19 AUG 2010,-0.3
12.93,Aries MERRITT,24 JUL 1985,USA,1,"Hayward Field, Eugene, OR (USA)",30 JUN 2012,1.2
12.93,Aries MERRITT,24 JUL 1985,USA,1,"Crystal Palace, London (GBR)",13 JUL 2012,0.6
12.93,Aries MERRITT,24 JUL 1985,USA,1,"Stade Louis II, Monaco (MON)",20 JUL 2012,0.0
12.94,Jack PIERCE,23 SEP 1962,USA,1sf,"Atlanta, GA (USA)",22 JUN 1996,1.6
12.94,David OLIVER,24 APR 1982,USA,1,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1.8
12.94,Aries MERRITT,24 JUL 1985,USA,1sf2,"Olympic Stadium, London (GBR)",08 AUG 2012,0.1
12.94,Hansle PARCHMENT,17 JUN 1990,JAM,1,Paris (FRA),05 JUL 2014,0.8
12.94,Orlando ORTEGA,29 JUL 1991,CUB,1f1,Paris (FRA),04 JUL 2015,0.5
12.95,Allen JOHNSON,01 MAR 1971,USA,1,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,0.6
12.95,Terrence TRAMMELL,23 NOV 1978,USA,2,"Icahn Stadium, New York, NY (USA)",02 JUN 2007,1.5
12.95,Xiang LIU,13 JUL 1983,CHN,1,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1.7
12.95,David OLIVER,24 APR 1982,USA,1,Doha (QAT),09 MAY 2008,2.0
12.95,Dayron ROBLES,19 NOV 1986,CUB,1f1,Dubnica nad Váhom (SVK),07 SEP 2008,-1.7
12.95,Aries MERRITT,24 JUL 1985,USA,1,"Alexander Stadium, Birmingham (GBR)",26 AUG 2012,-0.9
12.95,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,1,"Stade Louis II, Monaco (MON)",18 JUL 2014,0.2
12.95,Sergey SHUBENKOV,04 OCT 1990,RUS,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,0.6
12.96,Allen JOHNSON,01 MAR 1971,USA,1,"Olympic Stadium, Athina (GRE)",17 SEP 2006,0.4
12.96,Dayron ROBLES,19 NOV 1986,CUB,1,Villeneuve d'Ascq (FRA),27 JUN 2008,-0.6
12.96,Omar MCLEOD,25 APR 1994,JAM,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",04 JUL 2017,0.3
12.96,Grant HOLLOWAY,19 NOV 1997,USA,1,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,0.4
12.96,Cordell TINCH,13 JUL 2000,USA,1,"John McDonnell Field, Fayetteville, AR (USA)",23 JUN 2023,1.3
12.97,Roger KINGDOM,26 AUG 1962,USA,1,Sestriere (ITA),11 AUG 1988,2.0
12.97,Colin JACKSON,18 FEB 1967,GBR,1f1,Sestriere (ITA),28 JUL 1993,-1.6
12.97,Allen JOHNSON,01 MAR 1971,USA,1,Stuttgart (GER),13 JUL 1997,-0.5
12.97,Allen JOHNSON,01 MAR 1971,USA,1,"Sacramento, CA (USA)",23 JUL 2000,1.5
12.97,Allen JOHNSON,01 MAR 1971,USA,1f1,Paris (FRA),04 JUL 2003,0.0
12.97,Ladji DOUCOURÉ,28 MAR 1983,FRA,1,Angers (FRA),15 JUL 2005,1.0
12.97,Dayron ROBLES,19 NOV 1986,CUB,1,"Letzigrund, Zürich (SUI)",29 AUG 2008,0.3
12.97,Xiang LIU,13 JUL 1983,CHN,1,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012,0.4
12.97,Aries MERRITT,24 JUL 1985,USA,1,"Olympiastadion, Berlin (GER)",02 SEP 2012,1.2
12.97,Omar MCLEOD,25 APR 1994,JAM,1,Kingston (JAM),27 JUN 2015,1.0
12.97,Sergey SHUBENKOV,04 OCT 1990,RUS,1,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,-0.1
12.98,Roger KINGDOM,26 AUG 1962,USA,1,"Olympic Stadium, Jamsil, Seoul (KOR)",26 SEP 1988,1.5
12.98,Colin JACKSON,18 FEB 1967,GBR,1,Tokyo (JPN),15 SEP 1994,0.2
12.98,Allen JOHNSON,01 MAR 1971,USA,1,Köln (GER),18 AUG 1995,0.2
12.98,Allen JOHNSON,01 MAR 1971,USA,1f1,Zürich (SUI),12 AUG 1998,-0.3
12.98,Mark CREAR,02 OCT 1968,USA,1,Zagreb (CRO),05 JUL 1999,0.6
12.98,David OLIVER,24 APR 1982,USA,2,"Letzigrund, Zürich (SUI)",29 AUG 2008,0.3
12.98,Jason RICHARDSON,04 APR 1986,USA,2,"Hayward Field, Eugene, OR (USA)",30 JUN 2012,1.2
12.98,Jason RICHARDSON,04 APR 1986,USA,2,"Alexander Stadium, Birmingham (GBR)",26 AUG 2012,-0.9
12.98,David OLIVER,24 APR 1982,USA,2f1,Paris (FRA),04 JUL 2015,0.5
12.98,Sergey SHUBENKOV,04 OCT 1990,RUS,1,"National Stadium, Beijing (CHN)",28 AUG 2015,0.1
12.98,Omar MCLEOD,25 APR 1994,JAM,1,"Shanghai Stadium, Shanghai (CHN)",14 MAY 2016,1.2
12.98,Grant HOLLOWAY,19 NOV 1997,USA,1,"Austin, TX (USA)",07 JUN 2019,0.8
12.98,Grant HOLLOWAY,19 NOV 1997,USA,1,"Stade Charléty, Paris (FRA)",09 JUN 2023,-0.5
12.99,Colin JACKSON,18 FEB 1967,GBR,1,Bruxelles (BEL),03 SEP 1993,1.2
12.99,Colin JACKSON,18 FEB 1967,GBR,1,Madrid (ESP),06 SEP 1994,-0.3
12.99,Allen JOHNSON,01 MAR 1971,USA,1,"Carson, CA (USA)",24 JUN 2005,0.2
12.99,Terrence TRAMMELL,23 NOV 1978,USA,2,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1.7
12.99,David OLIVER,24 APR 1982,USA,1,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,-0.4
12.99,Ronnie ASH,02 JUL 1988,USA,1sf1,"Sacramento, CA (USA)",29 JUN 2014,1.2
12.99,Sergey SHUBENKOV,04 OCT 1990,RUS,1,Montreuil (FRA),19 JUN 2018,0.5
12.99,Devon ALLEN,12 DEC 1994,USA,1,"Sports Park Mladost, Zagreb (CRO)",14 SEP 2021,0.7
12.99,Grant HOLLOWAY,19 NOV 1997,USA,1,"Stade Louis II, Monaco (MON)",10 AUG 2022,0.6
12.99,Rasheed BROADBELL,13 AUG 2000,JAM,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,0.0
13.0,Renaldo NEHEMIAH,24 MAR 1959,USA,1,"Westwood, CA (USA)",06 MAY 1979,0.9
13.0,Anthony JARRETT,13 AUG 1968,GBR,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",20 AUG 1993,0.5
13.0,Allen JOHNSON,01 MAR 1971,USA,1,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995,-0.1
13.0,Mark CREAR,02 OCT 1968,USA,2f1,Zürich (SUI),12 AUG 1998,-0.3
13.0,Anier GARCÍA,09 MAR 1976,CUB,1,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,0.6
13.0,Ladji DOUCOURÉ,28 MAR 1983,FRA,1,Oslo (NOR),29 JUL 2005,-0.1
13.0,Dayron ROBLES,19 NOV 1986,CUB,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,-0.6
13.0,Xiang LIU,13 JUL 1983,CHN,2,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1.8
13.0,Dayron ROBLES,19 NOV 1986,CUB,1,"Sports Park Mladost, Zagreb (CRO)",13 SEP 2011,-0.2
13.0,David OLIVER,24 APR 1982,USA,1,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013,0.3
13.0,Daniel ROBERTS,13 NOV 1997,USA,2,"Austin, TX (USA)",07 JUN 2019,0.8
13.0,Trey CUNNINGHAM,26 AUG 1998,USA,1,"Hayward Field, Eugene, OR (USA)",10 JUN 2022,0.0
13.0,Freddie CRITTENDEN,03 AUG 1994,USA,1,"Grand Bahama Sports Complex, Freeport (BAH)",20 AUG 2022,0.3
13.01,Larry WADE,22 NOV 1974,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,0.3
13.01,Allen JOHNSON,01 MAR 1971,USA,1,"Stadio Olimpico, Roma (ITA)",07 JUL 1999,0.8
13.01,Dominique ARNOLD,14 SEP 1973,USA,2,"Carson, CA (USA)",24 JUN 2005,0.2
13.01,Allen JOHNSON,01 MAR 1971,USA,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,-0.6
13.01,Xiang LIU,13 JUL 1983,CHN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",10 JUL 2007,0.0
13.01,Dayron ROBLES,19 NOV 1986,CUB,1,Shanghai (CHN),28 SEP 2007,-0.4
13.01,Dayron ROBLES,19 NOV 1986,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,0.3
13.01,David OLIVER,24 APR 1982,USA,1,"Stade Louis II, Monaco (MON)",22 JUL 2010,1.0
13.01,David OLIVER,24 APR 1982,USA,1,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,0.8
13.01,Dayron ROBLES,19 NOV 1986,CUB,1,"Letzigrund, Zürich (SUI)",08 SEP 2011,0.1
13.01,Aries MERRITT,24 JUL 1985,USA,1sf2,"Hayward Field, Eugene, OR (USA)",30 JUN 2012,1.2
13.01,Orlando ORTEGA,29 JUL 1991,CUB,2,"Stade Louis II, Monaco (MON)",18 JUL 2014,0.2
13.01,Omar MCLEOD,25 APR 1994,JAM,1,Kingston (JAM),02 JUL 2016,0.4
13.01,Omar MCLEOD,25 APR 1994,JAM,1,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,0.9
13.01,Sergey SHUBENKOV,04 OCT 1990,ANA,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",04 JUL 2017,0.3
13.01,Omar MCLEOD,25 APR 1994,JAM,1,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,-0.1
13.01,Grant HOLLOWAY,19 NOV 1997,USA,1sf1,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,-0.6
13.01,Grant HOLLOWAY,19 NOV 1997,USA,1,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,0.0
13.01,Daniel ROBERTS,13 NOV 1997,USA,1,"Icahn Stadium, New York, NY (USA)",24 JUN 2023,1.6
13.02,Roger KINGDOM,26 AUG 1962,USA,1,"Olympiastadion, Berlin (GER)",18 AUG 1989,0.6
13.02,Colin JACKSON,18 FEB 1967,GBR,1f1,"Olympiastadion, Berlin (GER)",30 AUG 1994,0.9
13.02,Mark CREAR,02 OCT 1968,USA,1,Luzern (SUI),27 JUN 1995,1.5
13.02,Colin JACKSON,18 FEB 1967,GBR,1,"Népstadion, Budapest (HUN)",22 AUG 1998,1.5
13.02,Colin JACKSON,18 FEB 1967,GBR,1sf1,"Népstadion, Budapest (HUN)",22 AUG 1998,1.9
13.02,Terrence TRAMMELL,23 NOV 1978,USA,3,"Carson, CA (USA)",24 JUN 2005,0.2
13.02,Ladji DOUCOURÉ,28 MAR 1983,FRA,1,Paris (FRA),01 JUL 2005,-0.3
13.02,Terrence TRAMMELL,23 NOV 1978,USA,3f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1.1
13.02,Ryan WILSON,19 DEC 1980,USA,3,"Icahn Stadium, New York, NY (USA)",02 JUN 2007,1.5
13.02,David PAYNE,24 JUL 1982,USA,3,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1.7
13.02,David OLIVER,24 APR 1982,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 SEP 2008,-0.4
13.02,Grant HOLLOWAY,19 NOV 1997,USA,1h3,"National Stadium, Tokyo (JPN)",03 AUG 2021,-0.1
13.02,Grant HOLLOWAY,19 NOV 1997,USA,1,"Letzigrund, Zürich (SUI)",08 SEP 2022,-1.0
13.03,Greg FOSTER,04 AUG 1958,USA,2,Zürich (SUI),19 AUG 1981,-0.2
13.03,Roger KINGDOM,26 AUG 1962,USA,1,Athina (GRE),03 SEP 1988,0.3
13.03,Colin JACKSON,18 FEB 1967,GBR,1,Sheffield (GBR),04 SEP 1994,1.3
13.03,Mark CREAR,02 OCT 1968,USA,1,Fukuoka (JPN),13 SEP 1997,0.3
13.03,Reggie TORIAN,22 APR 1975,USA,1,"New Orleans, LA (USA)",21 JUN 1998,1.0
13.03,Anier GARCÍA,09 MAR 1976,CUB,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,1.1
13.03,Allen JOHNSON,01 MAR 1971,USA,1,"New York, NY (USA)",11 JUN 2005,0.8
13.03,Dominique ARNOLD,14 SEP 1973,USA,1f1,Zürich (SUI),19 AUG 2005,-0.2
13.03,Xiang LIU,13 JUL 1983,CHN,2,"Olympic Stadium, Athina (GRE)",17 SEP 2006,0.4
13.03,Aries MERRITT,24 JUL 1985,USA,1,"Fayetteville, AR (USA)",04 MAY 2012,1.0
13.03,David OLIVER,24 APR 1982,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,0.9
13.03,Orlando ORTEGA,29 JUL 1991,CUB,1,"Stadion PGE Narodowy, Warszawa (POL)",23 AUG 2014,-0.5
13.03,Hansle PARCHMENT,17 JUN 1990,JAM,2,"National Stadium, Beijing (CHN)",28 AUG 2015,0.1
13.03,Devon ALLEN,12 DEC 1994,USA,1,"Hayward Field, Eugene, OR (USA)",09 JUL 2016,1.0
13.03,Sergey SHUBENKOV,04 OCT 1990,ANA,1,Ostrava (CZE),09 SEP 2018,0.9
13.03,Hansle PARCHMENT,17 JUN 1990,JAM,1,"Stade Charléty, Paris (FRA)",28 AUG 2021,0.7
13.03,Daniel ROBERTS,13 NOV 1997,USA,1,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1.2
13.03,Grant HOLLOWAY,19 NOV 1997,USA,1sf1,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,0.4
13.03,Grant HOLLOWAY,19 NOV 1997,USA,1,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1.2
13.03,Trey CUNNINGHAM,26 AUG 1998,USA,2,"Stade Louis II, Monaco (MON)",10 AUG 2022,0.6
13.03,Grant HOLLOWAY,19 NOV 1997,USA,1h1,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1.1
13.03,Grant HOLLOWAY,19 NOV 1997,USA,1,"FBK Stadium, Hengelo (NED)",04 JUN 2023,0.4
13.04,Renaldo NEHEMIAH,24 MAR 1959,USA,1,Koblenz (GER),26 AUG 1981,0.0
13.04,Roger KINGDOM,26 AUG 1962,USA,1,Berlin (GER),26 AUG 1988,1.6
13.04,Colin JACKSON,18 FEB 1967,GBR,1,Köln (GER),16 AUG 1992,-0.5
13.04,Colin JACKSON,18 FEB 1967,GBR,1sf1,"Olympiastadion, Helsinki (FIN)",12 AUG 1994,1.0
13.04,Anthony JARRETT,13 AUG 1968,GBR,2,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995,-0.1
13.04,Mark CREAR,02 OCT 1968,USA,1,Luzern (SUI),02 JUL 1998,-0.6
13.04,Mark CREAR,02 OCT 1968,USA,2f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,0.3
13.04,Colin JACKSON,18 FEB 1967,GBR,1,"La Cartuja, Sevilla (ESP)",25 AUG 1999,1.0
13.04,Allen JOHNSON,01 MAR 1971,USA,1,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,-0.3
13.04,Allen JOHNSON,01 MAR 1971,USA,1,"Olympiastadion, Berlin (GER)",31 AUG 2001,1.0
13.04,Allen JOHNSON,01 MAR 1971,USA,1,Fort-de-France (FRA),27 APR 2002,1.7
13.04,Allen JOHNSON,01 MAR 1971,USA,2,Paris (FRA),01 JUL 2005,-0.3
13.04,Dayron ROBLES,19 NOV 1986,CUB,4f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1.1
13.04,Dayron ROBLES,19 NOV 1986,CUB,1f2,"Olympic Stadium, Athina (GRE)",13 JUL 2008,-0.1
13.04,David OLIVER,24 APR 1982,USA,2,Stockholm (SWE),22 JUL 2008,0.2
13.04,Dayron ROBLES,19 NOV 1986,CUB,1f1,Ostrava (CZE),17 JUN 2009,2.0
13.04,David OLIVER,24 APR 1982,USA,1,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1.4
13.04,Dayron ROBLES,19 NOV 1986,CUB,1,"Crystal Palace, London (GBR)",05 AUG 2011,-0.6
13.04,Jason RICHARDSON,04 APR 1986,USA,2,"Sports Park Mladost, Zagreb (CRO)",13 SEP 2011,-0.2
13.04,Jason RICHARDSON,04 APR 1986,USA,2,"Olympic Stadium, London (GBR)",08 AUG 2012,-0.3
13.04,David OLIVER,24 APR 1982,USA,1,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,0.4
13.04,Aries MERRITT,24 JUL 1985,USA,3,"National Stadium, Beijing (CHN)",28 AUG 2015,0.1
13.04,Orlando ORTEGA,29 JUL 1991,ESP,1,"Stade Louis II, Monaco (MON)",15 JUL 2016,0.0
13.04,Omar MCLEOD,25 APR 1994,JAM,1,"Des Moines, IA (USA)",29 APR 2017,1.8
13.04,Omar MCLEOD,25 APR 1994,JAM,1,"Olympic Stadium, London (GBR)",07 AUG 2017,0.0
13.04,Omar MCLEOD,25 APR 1994,JAM,1h1,"National Stadium, Kingston (JAM)",26 JUN 2021,1.3
13.04,Hansle PARCHMENT,17 JUN 1990,JAM,1,"National Stadium, Tokyo (JPN)",05 AUG 2021,-0.5
13.04,Grant HOLLOWAY,19 NOV 1997,USA,1,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,-0.2
13.04,Shunsuke IZUMIYA,26 JAN 2000,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",04 JUN 2023,-0.9
13.04,Devon ALLEN,12 DEC 1994,USA,2,"Icahn Stadium, New York, NY (USA)",24 JUN 2023,1.6
13.05,Anthony DEES,06 AUG 1963,USA,1,Vigo (ESP),23 JUL 1991,1.4
13.05,Colin JACKSON,18 FEB 1967,GBR,1,"Olympiastadion, Berlin (GER)",21 AUG 1992,1.8
13.05,Florian SCHWARTHOFF,07 MAY 1968,GER,1,Bremen (GER),02 JUL 1995,-0.8
13.05,Allen JOHNSON,01 MAR 1971,USA,1,London (GBR),27 AUG 1995,-0.6
13.05,Mark CREAR,02 OCT 1968,USA,2,"Atlanta, GA (USA)",23 JUN 1996,0.9
13.05,Colin JACKSON,18 FEB 1967,GBR,2,"Olympic Stadium, Athina (GRE)",07 AUG 1997,0.0
13.05,Allen JOHNSON,01 MAR 1971,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1.6
13.05,Dominique ARNOLD,14 SEP 1973,USA,2,"New York, NY (USA)",11 JUN 2005,0.8
13.05,Xiang LIU,13 JUL 1983,CHN,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1.1
13.05,Terrence TRAMMELL,23 NOV 1978,USA,2f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1.1
13.05,Xiang LIU,13 JUL 1983,CHN,1,Shanghai (CHN),17 SEP 2005,-0.1
13.05,Dayron ROBLES,19 NOV 1986,CUB,1,Linz (AUT),11 SEP 2007,-1.2
13.05,Jason RICHARDSON,04 APR 1986,USA,2,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,0.3
13.05,Hansle PARCHMENT,17 JUN 1990,JAM,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,0.9
13.05,David OLIVER,24 APR 1982,USA,1h4,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,-0.6
13.05,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,2,Paris (FRA),05 JUL 2014,0.8
13.05,Omar MCLEOD,25 APR 1994,JAM,1,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,1.4
13.05,Omar MCLEOD,25 APR 1994,JAM,1,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,0.2
13.05,Ronald LEVY,30 OCT 1992,JAM,1,"Stade Charléty, Paris (FRA)",01 JUL 2017,-0.1
13.05,Sergey SHUBENKOV,04 OCT 1990,RUS,1h1,"Stade Charléty, Paris (FRA)",30 JUN 2018,0.7
13.05,Orlando ORTEGA,29 JUL 1991,ESP,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1.0
13.05,Grant HOLLOWAY,19 NOV 1997,USA,1,"Olympiastadion, Berlin (GER)",04 SEP 2022,0.6
13.05,Grant HOLLOWAY,19 NOV 1997,USA,1,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,0.5
13.06,Greg FOSTER,04 AUG 1958,USA,2,Vigo (ESP),23 JUL 1991,1.4
13.06,Greg FOSTER,04 AUG 1958,USA,1,"National Stadium, Tokyo (JPN)",29 AUG 1991,0.7
13.06,Jack PIERCE,23 SEP 1962,USA,2,"National Stadium, Tokyo (JPN)",29 AUG 1991,0.7
13.06,Colin JACKSON,18 FEB 1967,GBR,1,London (GBR),10 JUL 1992,-0.6
13.06,Colin JACKSON,18 FEB 1967,GBR,1f1,Zürich (SUI),19 AUG 1992,-0.5
13.06,Jack PIERCE,23 SEP 1962,USA,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",20 AUG 1993,0.5
13.06,Mark CREAR,02 OCT 1968,USA,2,"New Orleans, LA (USA)",21 JUN 1998,1.0
13.06,Mark CREAR,02 OCT 1968,USA,1,"New York, NY (USA)",20 JUL 1998,0.9
13.06,Allen JOHNSON,01 MAR 1971,USA,1,Bruxelles (BEL),28 AUG 1998,0.2
13.06,Allen JOHNSON,01 MAR 1971,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,0.6
13.06,Allen JOHNSON,01 MAR 1971,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",01 JUL 2003,0.0
13.06,Xiang LIU,13 JUL 1983,CHN,1,Osaka (JPN),08 MAY 2004,-1.2
13.06,Xiang LIU,13 JUL 1983,CHN,1,Tianjin (CHN),01 AUG 2004,-0.8
13.06,Ladji DOUCOURÉ,28 MAR 1983,FRA,1sf2,"Olympic Stadium, Athina (GRE)",26 AUG 2004,0.0
13.06,Xiang LIU,13 JUL 1983,CHN,1,"Eugene, OR (USA)",04 JUN 2005,0.0
13.06,Xiang LIU,13 JUL 1983,CHN,3,Paris (FRA),01 JUL 2005,-0.3
13.06,Terrence TRAMMELL,23 NOV 1978,USA,1,Paris (FRA),08 JUL 2006,0.6
13.06,Dayron ROBLES,19 NOV 1986,CUB,3,"Olympic Stadium, Athina (GRE)",17 SEP 2006,0.4
13.06,Dayron ROBLES,19 NOV 1986,CUB,1,"Stade Louis II, Monaco (MON)",28 JUL 2009,-0.9
13.06,David OLIVER,24 APR 1982,USA,1,"Crystal Palace, London (GBR)",14 AUG 2010,-0.4
13.06,Jason RICHARDSON,04 APR 1986,USA,2,"Crystal Palace, London (GBR)",13 JUL 2012,0.6
13.06,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,0.4
13.06,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,2,"Stadion PGE Narodowy, Warszawa (POL)",23 AUG 2014,-0.5
13.06,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1.5
13.06,Sergey SHUBENKOV,04 OCT 1990,RUS,3f1,Paris (FRA),04 JUL 2015,0.5
13.06,Omar MCLEOD,25 APR 1994,JAM,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,0.7
13.06,Daniel ROBERTS,13 NOV 1997,USA,1sf1,"Austin, TX (USA)",05 JUN 2019,0.9
13.06,Shunsuke IZUMIYA,26 JAN 2000,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",27 JUN 2021,1.2
13.06,Devon ALLEN,12 DEC 1994,USA,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,0.6
13.06,Ronald LEVY,30 OCT 1992,JAM,2,"Letzigrund, Zürich (SUI)",09 SEP 2021,0.6
13.06,Grant HOLLOWAY,19 NOV 1997,USA,2,"Icahn Stadium, New York, NY (USA)",12 JUN 2022,1.6
13.06,Rasheed BROADBELL,13 AUG 2000,JAM,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,-1.0
