Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
17.97,Willie BANKS,11 MAR 1956,USA,1.0,"Indianapolis, IN (USA)",16 JUN 1985,1.5
17.96,Christian TAYLOR,18 JUN 1990,USA,1.0,"DS, Daegu (KOR)",04 SEP 2011,0.1
17.96,Pedro PICHARDO,30 JUN 1993,CUB,1.0,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,-0.4
17.95,Pedro PICHARDO,30 JUN 1993,POR,1.0,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,0.6
17.95,Pedro PICHARDO,30 JUN 1993,POR,1.0,"Hayward Field, Eugene, OR (USA)",23 JUL 2022,0.3
17.94,Pedro PICHARDO,30 JUN 1993,CUB,1.0,La Habana (CUB),08 MAY 2015,0.0
17.93,Kenny HARRISON,13 FEB 1965,USA,1.0,Stockholm (SWE),02 JUL 1990,1.6
17.92,Khristo MARKOV,27 JAN 1965,BUL,1.0,"Stadio Olimpico, Roma (ITA)",31 AUG 1987,1.6
17.92,James BECKFORD,09 JAN 1975,JAM,1.0,"Odessa, TX (USA)",20 MAY 1995,1.9
17.92,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,"Commonwealth Stadium, Edmonton (CAN)",06 AUG 2001,0.7
17.92,Christian TAYLOR,18 JUN 1990,USA,1.0,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,0.9
17.92,Pedro PICHARDO,30 JUN 1993,POR,1.0,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,0.4
17.91,Teddy TAMGHO,15 JUN 1989,FRA,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2011,1.4
17.91,Will CLAYE,13 JUN 1991,USA,1.0,"Sacramento, CA (USA)",23 JUN 2017,0.9
17.9,Volodimir INOZEMTSEV,25 MAY 1964,URS,1.0,Bratislava (TCH),20 JUN 1990,1.0
17.9,Jadel GREGÓRIO,16 SEP 1980,BRA,1.0,"Mangueirão, Belém (BRA)",20 MAY 2007,0.4
17.89,João Carlos DE OLIVEIRA,28 MAY 1954,BRA,1.0,Ciudad de México (MEX),15 OCT 1975,0.0
17.88,Jonathan EDWARDS,10 MAY 1966,GBR,2.0,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,0.9
17.87,Mike CONLEY,05 OCT 1962,USA,1.0,San José (USA),27 JUN 1987,1.7
17.87,Jordan Alejandro DÍAZ FORTUN,23 FEB 2001,CUB,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",26 JUN 2022,1.2
17.87,Jaydon HIBBERT,17 JAN 2005,JAM,1.0,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023,1.3
17.86,Charles SIMPKINS,19 OCT 1963,USA,1.0,Kobe (JPN),02 SEP 1985,1.3
17.86,Mike CONLEY,05 OCT 1962,USA,1.0,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993,0.3
17.86,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Manchester (GBR),28 JUL 2002,0.7
17.86,Christian TAYLOR,18 JUN 1990,USA,1.0,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,0.7
17.85,Yoelbi QUESADA,04 AUG 1973,CUB,1.0,"Olympic Stadium, Athina (GRE)",08 AUG 1997,0.9
17.84,Mike CONLEY,05 OCT 1962,USA,1.0,Bad Cannstatt (GER),04 JUL 1993,0.7
17.82,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Helsinki (FIN),25 JUN 1996,1.6
17.82,Will CLAYE,13 JUN 1991,USA,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1.7
17.82,Christian TAYLOR,18 JUN 1990,USA,1.0,"Stade Louis II, Monaco (MON)",12 JUL 2019,0.2
17.82,Christian TAYLOR,18 JUN 1990,USA,2.0,"Stade Charléty, Paris (FRA)",24 AUG 2019,0.2
17.82,Hugues Fabrice ZANGO,25 JUN 1993,BUR,2.0,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,0.2
17.81,Khristo MARKOV,27 JAN 1965,BUL,1.0,Sofia (BUL),31 MAY 1987,2.0
17.81,Marian OPREA,06 JUN 1982,ROU,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1.0
17.81,Phillips IDOWU,30 DEC 1978,GBR,1.0,"Estadio Olímpico, Barcelona (ESP)",29 JUL 2010,0.1
17.81,Christian TAYLOR,18 JUN 1990,USA,1.0,"Olympic Stadium, London (GBR)",09 AUG 2012,0.6
17.81,Christian TAYLOR,18 JUN 1990,USA,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,0.6
17.81,Hugues Fabrice ZANGO,25 JUN 1993,BUR,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1.5
17.8,Khristo MARKOV,27 JAN 1965,BUL,1.0,Budapest (HUN),11 AUG 1986,0.6
17.8,Christian TAYLOR,18 JUN 1990,USA,1.0,"Letzigrund, Zürich (SUI)",01 SEP 2016,0.1
17.79,Kenny HARRISON,13 FEB 1965,USA,1.0,Berlin (GER),04 JUL 1990,-0.8
17.79,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Zürich (SUI),14 AUG 1996,-0.7
17.79,Christian OLSSON,25 JAN 1980,SWE,1.0,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1.4
17.78,Nikolay MUSIYENKO,16 DEC 1959,URS,1.0,Leningrad (URS),07 JUN 1986,1.0
17.78,Kenny HARRISON,13 FEB 1965,USA,1.0,"National Stadium, Tokyo (JPN)",26 AUG 1991,-0.8
17.78,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Stockholm (SWE),16 JUL 2002,0.7
17.78,Melvin LISTER,29 AUG 1977,USA,1.0,"Sacramento, CA (USA)",17 JUL 2004,0.8
17.78,Christian TAYLOR,18 JUN 1990,USA,1.0,"Olympic Stadium, London (GBR)",22 JUL 2016,0.6
17.77,Khristo MARKOV,27 JAN 1965,BUL,1.0,Budapest (HUN),11 AUG 1985,1.9
17.77,Aleksandr KOVALENKO,08 MAY 1963,URS,1.0,Bryansk (URS),18 JUL 1987,1.0
17.77,Khristo MARKOV,27 JAN 1965,BUL,1.0,Sofia (BUL),03 SEP 1988,1.4
17.77,Christian OLSSON,25 JAN 1980,SWE,1.0,Chania (GRE),09 JUN 2003,1.6
17.77,Phillips IDOWU,30 DEC 1978,GBR,2.0,"DS, Daegu (KOR)",04 SEP 2011,0.0
17.76,Pedro PICHARDO,30 JUN 1993,CUB,1.0,La Habana (CUB),07 FEB 2014,-0.2
17.76,Christian TAYLOR,18 JUN 1990,USA,1.0,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,0.8
17.76,Will CLAYE,13 JUN 1991,USA,2.0,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,0.4
17.76,Jordan Alejandro DÍAZ FORTUN,23 FEB 2001,CUB,1.0,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",12 JUN 2022,1.0
17.75,Oleg PROTSENKO,11 AUG 1963,URS,1.0,Moskva (URS),10 JUN 1990,0.3
17.75,Leonid VOLOSHIN,30 MAR 1966,URS,2.0,"National Stadium, Tokyo (JPN)",26 AUG 1991,1.0
17.75,Yoelbi QUESADA,04 AUG 1973,CUB,1.0,Granada (ESP),29 MAY 1996,0.1
17.75,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Zürich (SUI),12 AUG 1998,-0.2
17.75,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Paris (FRA),05 JUL 2002,1.1
17.75,Will CLAYE,13 JUN 1991,USA,1.0,"Sacramento, CA (USA)",27 JUN 2014,0.8
17.75,Christian TAYLOR,18 JUN 1990,USA,1.0,"Stade Louis II, Monaco (MON)",17 JUL 2015,-0.8
17.75,Will CLAYE,13 JUN 1991,USA,2.0,"Stade Louis II, Monaco (MON)",12 JUL 2019,-0.3
17.75,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,ITA,1.0,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,0.9
17.74,Kenny HARRISON,13 FEB 1965,USA,1.0,Grosseto (ITA),13 AUG 1990,0.0
17.74,Leonid VOLOSHIN,30 MAR 1966,URS,1.0,"Poljud Stadion, Split (CRO)",31 AUG 1990,0.8
17.74,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,"Olympiastadion, München (GER)",22 JUN 1997,0.9
17.74,Christian OLSSON,25 JAN 1980,SWE,,Gateshead (GBR),13 JUL 2003,1.9
17.74,Nelson ÉVORA,20 APR 1984,POR,1.0,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1.4
17.74,Will CLAYE,13 JUN 1991,USA,2.0,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,0.9
17.73,Jadel GREGÓRIO,16 SEP 1980,BRA,1.0,São Paulo (BRA),19 JUN 2005,1.0
17.73,Phillips IDOWU,30 DEC 1978,GBR,1.0,"Olympiastadion, Berlin (GER)",18 AUG 2009,0.0
17.73,Pedro PICHARDO,30 JUN 1993,CUB,2.0,"Stade Louis II, Monaco (MON)",17 JUL 2015,1.0
17.73,Pedro PICHARDO,30 JUN 1993,CUB,2.0,"National Stadium, Beijing (CHN)",27 AUG 2015,0.2
17.73,Christian TAYLOR,18 JUN 1990,USA,1.0,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,-1.3
17.72,Kenny HARRISON,13 FEB 1965,USA,1.0,"Seattle, WA (USA)",26 JUL 1990,0.9
17.72,Mike CONLEY,05 OCT 1962,USA,1.0,Zürich (SUI),19 AUG 1992,0.1
17.72,Christian OLSSON,25 JAN 1980,SWE,1.0,"Stade de France, Paris-St-Denis (FRA)",25 AUG 2003,-0.3
17.72,Jadel GREGÓRIO,16 SEP 1980,BRA,1.0,São Paulo (BRA),06 JUN 2004,1.4
17.72,Sheryf EL SHERYF,02 JAN 1989,UKR,1,"Mestský Stadion, Ostrava (CZE)",17 JUL 2011,1.3
17.71,Mike CONLEY,05 OCT 1962,USA,2,"Indianapolis, IN (USA)",16 JUN 1985,1.4
17.71,Willie BANKS,11 MAR 1956,USA,1,Barcelona (ESP),08 JUL 1985,2.0
17.71,Jonathan EDWARDS,10 MAY 1966,GBR,1,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,0.2
17.71,Jadel GREGÓRIO,16 SEP 1980,BRA,1,São Paulo (BRA),30 APR 2005,1.3
17.71,Walter DAVIS,02 JUL 1979,USA,1,"Indianapolis, IN (USA)",25 JUN 2006,-0.7
17.71,Pedro PICHARDO,30 JUN 1993,CUB,1,La Habana (CUB),20 MAR 2014,
17.71,Pedro PICHARDO,30 JUN 1993,POR,1q2,"National Stadium, Tokyo (JPN)",03 AUG 2021,0.2
17.7,Aliecer URRUTIA,22 SEP 1974,CUB,1,Sevilla (ESP),06 JUN 1996,1.7
17.7,Jadel GREGÓRIO,16 SEP 1980,BRA,1,São Paulo (BRA),24 JUN 2007,1.1
17.7,Pedro PICHARDO,30 JUN 1993,POR,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,0.8
17.7,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,1,"Letzigrund, Zürich (SUI)",08 SEP 2022,-0.8
17.69,Oleg PROTSENKO,11 AUG 1963,URS,1,Leningrad (URS),04 AUG 1985,1.0
17.69,Mike CONLEY,05 OCT 1962,USA,1,Moskva (URS),09 JUL 1986,0.2
17.69,Igor LAPSHIN,08 AUG 1963,URS,1,Minsk (BLR),31 JUL 1988,1.5
17.69,Jonathan EDWARDS,10 MAY 1966,GBR,1,"Crystal Palace, London (GBR)",07 JUL 1995,0.5
17.69,Jonathan EDWARDS,10 MAY 1966,GBR,1,Berlin (GER),30 AUG 1996,-0.5
17.69,Jonathan EDWARDS,10 MAY 1966,GBR,2,"Olympic Stadium, Athina (GRE)",08 AUG 1997,0.3
17.69,Pedro PICHARDO,30 JUN 1993,CUB,1,La Habana (CUB),04 JUN 2013,2.0
17.69,Pedro PICHARDO,30 JUN 1993,POR,2,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,0.2
17.68,Oleg PROTSENKO,11 AUG 1963,URS,1,Helsinki (FIN),30 JUN 1988,1.9
17.68,Mike CONLEY,05 OCT 1962,USA,2,"New Orleans, LA (USA)",21 JUN 1992,1.0
17.68,Yoelbi QUESADA,04 AUG 1973,CUB,1,La Habana (CUB),22 MAY 1993,-0.5
17.68,Mike CONLEY,05 OCT 1962,USA,1,Paris (FRA),03 SEP 1994,-0.5
17.68,Jonathan EDWARDS,10 MAY 1966,GBR,1,Oslo (NOR),05 JUL 1996,-1.6
17.68,Phillips IDOWU,30 DEC 1978,GBR,2,Manchester (GBR),28 JUL 2002,1.2
17.68,Danil BURKENYA,20 JUL 1978,RUS,1,Tula (RUS),31 JUL 2004,0.4
17.68,Christian OLSSON,25 JAN 1980,SWE,1q1,"Olympic Stadium, Athina (GRE)",20 AUG 2004,-0.5
17.68,Alexis COPELLO,12 AUG 1985,CUB,1,Avila (ESP),17 JUL 2011,1.6
17.68,Christian TAYLOR,18 JUN 1990,USA,1,"Crystal Palace, London (GBR)",06 AUG 2011,1.3
17.68,Pedro PICHARDO,30 JUN 1993,CUB,2,"Luzhniki Stadion, Moskva (RUS)",18 AUG 2013,-0.1
17.68,Christian TAYLOR,18 JUN 1990,USA,1,"Olympic Stadium, London (GBR)",10 AUG 2017,0.2
17.68,Omar CRADDOCK,26 APR 1991,USA,1,"Long Beach, CA (USA)",20 APR 2019,0.0
17.68,Christian TAYLOR,18 JUN 1990,USA,,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2019,0.1
17.68,Will CLAYE,13 JUN 1991,USA,,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019,1.4
17.68,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,,"Stadio Guidobaldi, Rieti (ITA)",25 JUN 2022,0.1
17.68,Hugues Fabrice ZANGO,25 JUN 1993,BUR,2,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,-0.1
17.67,Willie BANKS,11 MAR 1956,USA,1,"Los Angeles, CA (USA)",08 JUN 1985,0.0
17.67,Mike CONLEY,05 OCT 1962,USA,2,"Stadio Olimpico, Roma (ITA)",31 AUG 1987,-1.0
17.67,Yoelbi QUESADA,04 AUG 1973,CUB,1,Mar del Plata (ARG),24 MAR 1995,1.4
17.67,Yoelbi QUESADA,04 AUG 1973,CUB,1,Istanbul (TUR),18 MAY 1996,2.0
17.67,Jonathan EDWARDS,10 MAY 1966,GBR,1,Sestriere (ITA),07 AUG 1996,1.1
17.67,Christian OLSSON,25 JAN 1980,SWE,1,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,-0.7
17.67,Nelson ÉVORA,20 APR 1984,POR,1,"National Stadium, Beijing (CHN)",21 AUG 2008,1.1
17.67,Teddy TAMGHO,15 JUN 1989,FRA,1,Montreuil-sous-Bois (FRA),07 JUN 2011,0.6
17.67,Hugues Fabrice ZANGO,25 JUN 1993,BUR,1,"Stade des Grands Pêchers, Montreuil (FRA)",01 JUN 2021,0.2
17.67,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,-0.6
17.66,Khristo MARKOV,27 JAN 1965,BUL,1,"Neckarstadion, Stuttgart (GER)",30 AUG 1986,1.9
17.66,Ralf JAROS,13 DEC 1965,GER,1,Frankfurt (GER),30 JUN 1991,1.7
17.66,Jonathan EDWARDS,10 MAY 1966,GBR,1,Glasgow (GBR),01 JUL 2001,0.7
17.66,Christian OLSSON,25 JAN 1980,SWE,1,"Stade Louis II, Monaco (MON)",18 SEP 2004,-0.2
17.66,Nelson ÉVORA,20 APR 1984,POR,1,"Mangueirão, Belém (BRA)",24 MAY 2009,0.7
17.66,Christian TAYLOR,18 JUN 1990,USA,1,"Alexander Stadium, Birmingham (GBR)",30 JUN 2013,0.9
17.66,Will CLAYE,13 JUN 1991,USA,1,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,0.8
17.66,Christian TAYLOR,18 JUN 1990,USA,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1.9
17.66,Will CLAYE,13 JUN 1991,USA,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2019,1.2
17.66,Christian TAYLOR,18 JUN 1990,USA,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,0.1
17.66,Hugues Fabrice ZANGO,25 JUN 1993,BUR,3,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,0.5
17.66,Jordan Alejandro DÍAZ FORTUN,23 FEB 2001,CUB,1,"Stade Charléty, Paris (FRA)",18 JUN 2022,-1.4
17.65,Aleksandr YAKOVLEV,08 SEP 1957,URS,1,Moskva (URS),06 JUN 1987,1.0
17.65,Khristo MARKOV,27 JAN 1965,BUL,1,São Paulo (BRA),20 SEP 1987,
17.65,Leonid VOLOSHIN,30 MAR 1966,RUS,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993,0.0
17.65,Denis KAPUSTIN,05 OCT 1970,RUS,2,"Bislett Stadion, Oslo (NOR)",09 JUL 1998,0.8
17.65,Jonathan EDWARDS,10 MAY 1966,GBR,1,"New York, NY (USA)",21 JUL 1998,1.8
17.65,Yoandri BETANZOS,15 FEB 1982,CUB,2,La Habana (CUB),25 APR 2009,1.4
17.65,Alexis COPELLO,12 AUG 1985,CUB,1,La Habana (CUB),30 MAY 2009,0.1
17.65,Will CLAYE,13 JUN 1991,USA,1,"Hayward Field, Eugene, OR (USA)",09 JUL 2016,2.0
17.65,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,2,"Stade Charléty, Paris (FRA)",18 JUN 2022,-0.8
17.64,Yoelbi QUESADA,04 AUG 1973,CUB,1,Sancti Spiritus (CUB),23 JAN 1997,0.0
17.64,Aliecer URRUTIA,22 SEP 1974,CUB,3,"Olympic Stadium, Athina (GRE)",08 AUG 1997,0.0
17.64,Christian OLSSON,25 JAN 1980,SWE,1,Karlstad (SWE),25 JUL 2002,1.4
17.64,Nathan DOUGLAS,04 DEC 1982,GBR,1,Manchester (GBR),10 JUL 2005,1.4
17.64,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,1,"Stadio Zecchini, Grosseto (ITA)",22 MAY 2022,0.3
17.64,Jordan Alejandro DÍAZ FORTUN,23 FEB 2001,CUB,1,Granollers (ESP),02 JUL 2022,0.9
17.63,Volodimir INOZEMTSEV,25 MAY 1964,URS,1,Kiev (URS),07 JUL 1990,-1.2
17.63,Kenta BELL,16 MAR 1977,USA,1,"Walnut, CA (USA)",21 APR 2002,0.9
17.63,Christian OLSSON,25 JAN 1980,SWE,1,Sevilla (ESP),23 JUN 2002,1.9
17.63,Christian OLSSON,25 JAN 1980,SWE,1,"Stade Louis II, Monaco (MON)",19 JUL 2002,1.4
17.63,Jonathan EDWARDS,10 MAY 1966,GBR,1,Zürich (SUI),16 AUG 2002,0.3
17.63,Marian OPREA,06 JUN 1982,ROU,1,Bucureşti (ROU),07 JUN 2003,0.4
17.63,Walter DAVIS,02 JUL 1979,USA,2,"Sacramento, CA (USA)",17 JUL 2004,-0.4
17.63,Yoandri BETANZOS,15 FEB 1982,CUB,1,La Habana (CUB),04 FEB 2006,1.0
17.63,Teddy TAMGHO,15 JUN 1989,FRA,1,Franconville (FRA),23 MAY 2010,1.7
17.63,Teddy TAMGHO,15 JUN 1989,FRA,1,Villeneuve d'Ascq (FRA),24 AUG 2010,0.8
17.63,Christian TAYLOR,18 JUN 1990,USA,1,"Hayward Field, Eugene, OR (USA)",30 JUN 2012,0.0
17.63,Will CLAYE,13 JUN 1991,USA,2,"Olympic Stadium, London (GBR)",10 AUG 2017,-0.1
17.63,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,1,"Estadio Panamericano, La Habana (CUB)",04 JUN 2021,1.6
17.63,Pedro PICHARDO,30 JUN 1993,POR,1,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,0.2
17.63,Pedro PICHARDO,30 JUN 1993,POR,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,-0.4
17.62,Khristo MARKOV,27 JAN 1965,BUL,1,Sofia (BUL),14 AUG 1986,1.1
17.62,Volodimir INOZEMTSEV,25 MAY 1964,URS,1,Gorkiy (URS),23 JUL 1989,2.0
17.62,Mike CONLEY,05 OCT 1962,USA,3,"National Stadium, Tokyo (JPN)",26 AUG 1991,0.4
17.62,Denis KAPUSTIN,05 OCT 1970,RUS,1,"Olympiastadion, Helsinki (FIN)",13 AUG 1994,0.4
17.62,Brian WELLMAN,08 SEP 1967,BER,1,"El Paso, TX (USA)",15 APR 1995,0.1
17.62,Jonathan EDWARDS,10 MAY 1966,GBR,1,Leverkusen (GER),20 AUG 2000,1.4
17.62,Walter DAVIS,02 JUL 1979,USA,1,Baie Mahault (FRA),01 MAY 2006,1.4
17.62,Christian OLSSON,25 JAN 1980,SWE,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,0.8
17.62,Phillips IDOWU,30 DEC 1978,GBR,2,"National Stadium, Beijing (CHN)",21 AUG 2008,0.9
17.62,Alexis COPELLO,12 AUG 1985,CUB,1,La Habana (CUB),13 MAR 2009,1.4
17.62,David GIRAT,26 AUG 1984,CUB,3,La Habana (CUB),25 APR 2009,-0.2
17.62,Christian TAYLOR,18 JUN 1990,USA,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1.9
17.62,Will CLAYE,13 JUN 1991,USA,2,"Olympic Stadium, London (GBR)",09 AUG 2012,0.6
17.62,Christian TAYLOR,18 JUN 1990,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,0.7
17.62,Pedro PICHARDO,30 JUN 1993,POR,4,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,0.1
17.61,Oleg PROTSENKO,11 AUG 1963,URS,1,Praha (TCH),28 JUN 1987,0.6
17.61,Khristo MARKOV,27 JAN 1965,BUL,1,"Olympic Stadium, Jamsil, Seoul (KOR)",24 SEP 1988,0.7
17.61,Yoelbi QUESADA,04 AUG 1973,CUB,1,"Crystal Palace, London (GBR)",10 SEP 1994,0.6
17.61,Jonathan EDWARDS,10 MAY 1966,GBR,2,Gateshead (GBR),13 JUL 2003,1.1
17.61,Christian OLSSON,25 JAN 1980,SWE,1,Torino (ITA),04 JUN 2004,0.2
17.61,David GIRAT,26 AUG 1984,CUB,1,Fortaleza (BRA),10 MAY 2009,-1.1
17.61,Pedro PICHARDO,30 JUN 1993,POR,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1.8
17.6,Vladimir PLEKHANOV,11 APR 1958,URS,2,Leningrad (URS),04 AUG 1985,0.6
17.6,Charles SIMPKINS,19 OCT 1963,USA,2,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,0.7
17.6,Jonathan EDWARDS,10 MAY 1966,GBR,1,Bruxelles (BEL),25 AUG 1995,0.3
17.6,Jonathan EDWARDS,10 MAY 1966,GBR,1,"Stadio Olimpico, Roma (ITA)",14 JUL 1998,0.0
17.6,Fabrizio DONATO,14 AUG 1976,ITA,1,Milano (ITA),07 JUN 2000,1.9
17.6,Christian OLSSON,25 JAN 1980,SWE,2,Paris (FRA),05 JUL 2002,-0.3
17.6,Phillips IDOWU,30 DEC 1978,GBR,1,Torino (ITA),04 JUN 2009,1.0
17.6,Teddy TAMGHO,15 JUN 1989,FRA,,Montreuil-sous-Bois (FRA),08 JUN 2010,1.4
17.6,Pedro PICHARDO,30 JUN 1993,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,-0.3
17.6,Pedro PICHARDO,30 JUN 1993,POR,,"Stade Louis II, Monaco (MON)",20 JUL 2018,0.9
17.6,Jordan Alejandro DÍAZ FORTUN,23 FEB 2001,CUB,3,"Letzigrund, Zürich (SUI)",08 SEP 2022,-1.6
17.59,Mike CONLEY,05 OCT 1962,USA,2,San José (USA),31 MAY 1986,
17.59,Oleg PROTSENKO,11 AUG 1963,URS,1,Kiev (URS),17 JUL 1986,-2.1
17.59,Mike CONLEY,05 OCT 1962,USA,1,Berlin (GER),26 AUG 1988,1.6
17.59,Leonid VOLOSHIN,30 MAR 1966,URS,1q2,"Poljud Stadion, Split (CRO)",30 AUG 1990,0.9
17.59,Leonid VOLOSHIN,30 MAR 1966,URS,1,Kiev (URS),12 JUL 1991,-0.4
17.59,Vasiliy SOKOV,07 APR 1968,RUS,1,Moskva (RUS),19 JUN 1993,0.3
17.59,Jonathan EDWARDS,10 MAY 1966,GBR,1,"Arena Civica, Milano (ITA)",07 SEP 1996,1.3
17.59,Charles Michael FRIEDEK,26 AUG 1971,GER,1,Hamburg (GER),23 JUL 1997,0.8
17.59,Denis KAPUSTIN,05 OCT 1970,RUS,4,"Olympic Stadium, Athina (GRE)",08 AUG 1997,-0.2
17.59,Charles Michael FRIEDEK,26 AUG 1971,GER,1,"La Cartuja, Sevilla (ESP)",25 AUG 1999,1.9
17.59,Jonathan EDWARDS,10 MAY 1966,GBR,1,Birmingham (GBR),15 JUL 2001,0.8
