Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
8.64,Mike POWELL,10 NOV 1963,USA,2,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992,-0.5
8.63,Larry MYRICKS,10 MAR 1956,USA,2,San José (USA),26 JUN 1987,2.0
8.63,Mike POWELL,10 NOV 1963,USA,2,"New York, NY (USA)",15 JUN 1991,0.5
8.63,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,Linz (AUT),04 JUL 1994,0.5
8.63,Iván PEDROSO,17 DEC 1972,CUB,1,Padova (ITA),08 JUN 1997,1.1
8.63,Irving SALADINO,23 JAN 1983,PAN,2,"Eugene, OR (USA)",07 JUN 2009,-0.4
8.62,Carl LEWIS,01 JUL 1961,USA,1,"Sacramento, CA (USA)",20 JUN 1981,0.8
8.62,Carl LEWIS,01 JUL 1961,USA,1,Bruxelles (BEL),30 AUG 1985,-0.1
8.62,Mike POWELL,10 NOV 1963,USA,1,"New Orleans, LA (USA)",24 JUN 1992,0.0
8.62,James BECKFORD,09 JAN 1975,JAM,1,"Orlando, FL (USA)",05 APR 1997,0.7
8.62,Luvo MANYONGA,08 JAN 1991,RSA,1,Pretoria (RSA),17 MAR 2017,1.2
8.62,Luvo MANYONGA,08 JAN 1991,RSA,1,"FBK Stadium, Hengelo (NED)",11 JUN 2017,0.8
8.61,Carl LEWIS,01 JUL 1961,USA,1,"Westwood, CA (USA)",16 MAY 1982,0.5
8.61,Robert EMMIYAN,16 FEB 1965,URS,1,Moskva (URS),06 JUL 1986,-0.3
8.61,Larry MYRICKS,10 MAR 1956,USA,1,Budapest (HUN),12 AUG 1988,1.2
8.61,Mike POWELL,10 NOV 1963,USA,1,Rhede (GER),07 JUL 1991,0.2
8.61,Dwight PHILLIPS,01 OCT 1977,USA,1,"Stadio Olimpico, Roma (ITA)",10 JUL 2009,0.0
8.61,Luvo MANYONGA,08 JAN 1991,RSA,1,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,0.7
8.6,Iván PEDROSO,17 DEC 1972,CUB,1,Zürich (SUI),16 AUG 1995,1.5
8.6,Iván PEDROSO,17 DEC 1972,CUB,1,Praha (CZE),10 JUN 1997,-0.1
8.6,James BECKFORD,09 JAN 1975,JAM,1,Bad Langensalza (GER),06 JUN 1998,0.4
8.6,Iván PEDROSO,17 DEC 1972,CUB,1,Padova (ITA),26 JUN 1999,1.8
8.6,Dwight PHILLIPS,01 OCT 1977,USA,1,Linz (AUT),02 AUG 2004,0.5
8.6,Dwight PHILLIPS,01 OCT 1977,USA,1,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1.6
8.6,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Grigoris Lambrakis Stadium, Kallithea, Athina (GRE)",26 MAY 2021,0.7
8.59,Larry MYRICKS,10 MAR 1956,USA,1,Rhede (GER),05 SEP 1984,1.3
8.59,Mike POWELL,10 NOV 1963,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",20 AUG 1993,0.4
8.59,Iván PEDROSO,17 DEC 1972,CUB,1,Tokyo (JPN),15 SEP 1995,1.6
8.59,Iván PEDROSO,17 DEC 1972,CUB,1,Stockholm (SWE),07 JUL 1997,0.4
8.59,Dwight PHILLIPS,01 OCT 1977,USA,1,"Olympic Stadium, Athina (GRE)",26 AUG 2004,1.0
8.58,Carl LEWIS,01 JUL 1961,USA,1,Zürich (SUI),18 AUG 1982,0.0
8.58,Larry MYRICKS,10 MAR 1956,USA,1,Sestriere (ITA),11 AUG 1988,1.1
8.58,Mike POWELL,10 NOV 1963,USA,1,Bruxelles (BEL),19 AUG 1994,0.2
8.58,Iván PEDROSO,17 DEC 1972,CUB,1,"Stade Louis II, Monaco (MON)",25 JUL 1995,-0.8
8.58,Erick WALDER,05 NOV 1971,USA,1,"Springfield, MO (USA)",04 MAY 1996,0.0
8.58,Jarrion LAWSON,06 MAY 1994,USA,2,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1.8
8.58,Luvo MANYONGA,08 JAN 1991,RSA,1,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,0.0
8.58,Luvo MANYONGA,08 JAN 1991,RSA,1,"Olympic Stadium, London (GBR)",22 JUL 2018,0.2
8.57,Mike POWELL,10 NOV 1963,USA,1,"Olympiastadion, Berlin (GER)",21 AUG 1992,0.5
8.57,Mike POWELL,10 NOV 1963,USA,1,Bruxelles (BEL),28 AUG 1992,-0.2
8.57,Dwight PHILLIPS,01 OCT 1977,USA,1,Linz (AUT),23 AUG 2005,0.5
8.57,Irving SALADINO,23 JAN 1983,PAN,1,"Yanmar Stadium Nagai, Osaka (JPN)",30 AUG 2007,0.0
8.56,Larry MYRICKS,10 MAR 1956,USA,1,Rhede (GER),01 SEP 1982,0.5
8.56,Carl LEWIS,01 JUL 1961,USA,1,"Westwood, CA (USA)",15 MAY 1983,1.0
8.56,Carl LEWIS,01 JUL 1961,USA,1q1,"National Stadium, Tokyo (JPN)",29 AUG 1991,0.8
8.56,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,"New York, NY (USA)",21 MAY 1995,1.9
8.56,Iván PEDROSO,17 DEC 1972,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 1995,2.0
8.56,Iván PEDROSO,17 DEC 1972,CUB,1,Linz (AUT),09 JUL 1997,0.2
8.56,Yago LAMELA,24 JUL 1977,ESP,1,Torino (ITA),24 JUN 1999,1.3
8.56,Iván PEDROSO,17 DEC 1972,CUB,1,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1.1
8.56,Irving SALADINO,23 JAN 1983,PAN,1,Rio de Janeiro (BRA),14 MAY 2006,1.6
8.56,Irving SALADINO,23 JAN 1983,PAN,1,"FBK Stadium, Hengelo (NED)",01 JUN 2009,0.8
8.56,Aleksandr MENKOV,07 DEC 1990,RUS,1,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,0.2
8.56,Luvo MANYONGA,08 JAN 1991,RSA,1,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,0.2
8.55,Carl LEWIS,01 JUL 1961,USA,1,"Olympiastadion, Helsinki (FIN)",10 AUG 1983,1.2
8.55,Larry MYRICKS,10 MAR 1956,USA,1,"Modesto, CA (USA)",06 MAY 1989,1.2
8.55,Iván PEDROSO,17 DEC 1972,CUB,1,Bad Cannstatt (GER),09 JUL 1995,1.5
8.55,Iván PEDROSO,17 DEC 1972,CUB,1,"Olympic Stadium, Sydney (AUS)",28 SEP 2000,0.4
8.54,Lutz DOMBROWSKI,25 JUN 1959,GDR,1,"Lenin Stadium, Moskva (URS)",28 JUL 1980,0.9
8.54,Carl LEWIS,01 JUL 1961,USA,1,"Memorial Coliseum, Los Angeles, CA (USA)",06 AUG 1984,-1.6
8.54,Carl LEWIS,01 JUL 1961,USA,1,"New York, NY (USA)",22 JUL 1989,0.8
8.54,Larry MYRICKS,10 MAR 1956,USA,1,"Stade Louis II, Monaco (MON)",01 SEP 1989,-0.5
8.54,Mike POWELL,10 NOV 1963,USA,1,London (GBR),10 SEP 1993,0.3
8.54,Iván PEDROSO,17 DEC 1972,CUB,1,"New York, NY (USA)",20 JUL 1998,0.7
8.54,Louis TSATOUMAS,12 FEB 1982,GRE,1,Chania (GRE),09 JUN 2007,1.8
8.54,Dwight PHILLIPS,01 OCT 1977,USA,2,"FBK Stadium, Hengelo (NED)",01 JUN 2009,0.9
8.54,Dwight PHILLIPS,01 OCT 1977,USA,1,"Olympiastadion, Berlin (GER)",22 AUG 2009,0.1
8.54,Mitchell WATT,25 MAR 1988,AUS,1,"Olympiastadion, Stockholm (SWE)",29 JUL 2011,1.7
8.53,Carl LEWIS,01 JUL 1961,USA,1,"Houston, TX (USA)",04 MAY 1985,1.2
8.53,Robert EMMIYAN,16 FEB 1965,URS,2,"Stadio Olimpico, Roma (ITA)",05 SEP 1987,-0.2
8.53,Carl LEWIS,01 JUL 1961,USA,1,Stockholm (SWE),03 JUL 1989,0.3
8.53,Jaime JEFFERSON,17 JAN 1962,CUB,1,La Habana (CUB),12 MAY 1990,1.2
8.53,Carl LEWIS,01 JUL 1961,USA,2,"New Orleans, LA (USA)",24 JUN 1992,-0.1
8.53,Iván PEDROSO,17 DEC 1972,CUB,1,Sevilla (ESP),17 JUL 1992,1.6
8.53,Erick WALDER,05 NOV 1971,USA,1,"New Orleans, LA (USA)",03 JUN 1993,0.9
8.53,Iván PEDROSO,17 DEC 1972,CUB,1,Fukuoka (JPN),13 SEP 1997,1.0
8.53,Yago LAMELA,24 JUL 1977,ESP,1,Castellón (ESP),18 AUG 2003,1.3
8.53,Irving SALADINO,23 JAN 1983,PAN,1,Oslo (NOR),02 JUN 2006,0.9
8.53,Irving SALADINO,23 JAN 1983,PAN,1,Rio de Janeiro (BRA),13 MAY 2007,-0.2
8.53,Irving SALADINO,23 JAN 1983,PAN,1,"FBK Stadium, Hengelo (NED)",26 MAY 2007,-1.2
8.53,Juan Miguel ECHEVARRÍA,11 AUG 1998,CUB,2,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,0.5
8.53,Luvo MANYONGA,08 JAN 1991,RSA,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1.5
8.52,Larry MYRICKS,10 MAR 1956,USA,1,"Olympic Stadium, Montréal (CAN)",26 AUG 1979,0.0
8.52,Carl LEWIS,01 JUL 1961,USA,1,Zürich (SUI),19 AUG 1981,-2.0
8.52,Larry MYRICKS,10 MAR 1956,USA,1,"Westwood, CA (USA)",06 AUG 1989,-0.6
8.52,Iván PEDROSO,17 DEC 1972,CUB,1,Paris (FRA),03 JUL 1995,-2.3
8.52,Mike POWELL,10 NOV 1963,USA,2,Paris (FRA),03 JUL 1995,-0.6
8.52,James BECKFORD,09 JAN 1975,JAM,1,Innsbruck (AUT),29 MAY 1996,1.6
8.52,Iván PEDROSO,17 DEC 1972,CUB,1,Winnipeg (CAN),25 JUL 1999,0.5
8.52,Savanté STRINGFELLOW,06 NOV 1978,USA,1,"Palo Alto, CA (USA)",21 JUN 2002,0.7
8.52,Jeff HENDERSON,19 FEB 1989,USA,,"CIBC, Toronto (CAN)",22 JUL 2015,1.8
8.52,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Olympiastadion, München (GER)",16 AUG 2022,0.3
8.51,Jaime JEFFERSON,17 JAN 1962,CUB,3,"Indianapolis, IN (USA)",16 AUG 1987,1.2
8.51,Larry MYRICKS,10 MAR 1956,USA,1,Villeneuve d'Ascq (FRA),27 JUN 1988,1.6
8.51,Carl LEWIS,01 JUL 1961,USA,1,Barcelona (ESP),16 JUL 1990,1.2
8.51,Mike POWELL,10 NOV 1963,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,0.4
8.51,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1.8
8.51,Roland MCGHEE,15 OCT 1971,USA,2,São Paulo (BRA),14 MAY 1995,1.7
8.51,Iván PEDROSO,17 DEC 1972,CUB,1,Lille (FRA),11 JUL 1998,-1.4
8.51,Dwight PHILLIPS,01 OCT 1977,USA,1,Baie Mahault (FRA),01 MAY 2009,1.8
8.51,Greg RUTHERFORD,17 NOV 1986,GBR,1,"Chula Vista, CA (USA)",24 APR 2014,1.7
8.51,Luvo MANYONGA,08 JAN 1991,RSA,1,London (GBR),15 JUL 2018,0.0
8.5,Lutz DOMBROWSKI,25 JUN 1959,GDR,1,Dresden (GER),27 JUL 1984,2.0
8.5,Larry MYRICKS,10 MAR 1956,USA,1,Rhede (GER),02 JUL 1986,
8.5,Larry MYRICKS,10 MAR 1956,USA,1,Monaco (MON),02 AUG 1988,-0.7
8.5,Larry MYRICKS,10 MAR 1956,USA,3,"New York, NY (USA)",15 JUN 1991,1.9
8.5,Llewellyn STARKS,10 FEB 1967,USA,2,Rhede (GER),07 JUL 1991,0.2
8.5,Mike POWELL,10 NOV 1963,USA,1,Villeneuve d'Ascq (FRA),02 JUL 1993,0.9
8.5,Iván PEDROSO,17 DEC 1972,CUB,1,Mar del Plata (ARG),19 MAR 1995,0.9
8.5,Carl LEWIS,01 JUL 1961,USA,1,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,-1.3
8.5,Iván PEDROSO,17 DEC 1972,CUB,1,"Stade Louis II, Monaco (MON)",16 AUG 1997,0.3
8.5,James BECKFORD,09 JAN 1975,JAM,2,Torino (ITA),24 JUN 1999,0.2
8.5,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,2,Madrid (ESP),04 JUL 2009,1.3
8.5,Jeff HENDERSON,19 FEB 1989,USA,1,"Walnut, CA (USA)",18 APR 2015,1.8
8.5,Juan Miguel ECHEVARRÍA,11 AUG 1998,CUB,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,0.2
8.5,Juan Miguel ECHEVARRÍA,11 AUG 1998,CUB,1q2,"National Stadium, Tokyo (JPN)",31 JUL 2021,0.2
8.49,Carl LEWIS,01 JUL 1961,USA,,"Westwood, CA (USA)",07 AUG 1982,1.4
8.49,Larry MYRICKS,10 MAR 1956,USA,1,"Houston, TX (USA)",03 AUG 1986,0.9
8.49,Jaime JEFFERSON,17 JAN 1962,CUB,1,Bratislava (TCH),12 JUN 1987,0.7
8.49,Mike POWELL,10 NOV 1963,USA,2,"Olympic Stadium, Jamsil, Seoul (KOR)",26 SEP 1988,1.8
8.49,Mike POWELL,10 NOV 1963,USA,1,Bruxelles (BEL),25 AUG 1989,0.6
8.49,Iván PEDROSO,17 DEC 1972,CUB,1,La Habana (CUB),22 MAY 1993,-0.6
8.49,Mike POWELL,10 NOV 1963,USA,1,"Indianapolis, IN (USA)",25 JUN 1993,0.6
8.49,Iván PEDROSO,17 DEC 1972,CUB,1,"Stade Louis II, Monaco (MON)",09 SEP 1995,-0.2
8.49,James BECKFORD,09 JAN 1975,JAM,1,Cagliari (ITA),04 SEP 1996,1.6
8.49,James BECKFORD,09 JAN 1975,JAM,1,Torino (ITA),24 JUN 1997,0.4
8.49,Erick WALDER,05 NOV 1971,USA,1,Villeneuve d'Ascq (FRA),29 JUN 1997,1.9
8.49,Yago LAMELA,24 JUL 1977,ESP,1,Guadalajara (ESP),19 JUN 1999,1.3
8.49,Melvin LISTER,29 AUG 1977,USA,1,"Baton Rouge, LA (USA)",13 MAY 2000,2.0
8.49,Jai TAURIMA,26 JUN 1972,AUS,2,"Olympic Stadium, Sydney (AUS)",28 SEP 2000,0.6
8.49,Savanté STRINGFELLOW,06 NOV 1978,USA,1,Osaka (JPN),11 MAY 2002,1.9
8.49,Irving SALADINO,23 JAN 1983,PAN,1,"Eugene, OR (USA)",10 JUN 2007,1.3
8.49,Sebastian BAYER,11 JUN 1986,GER,1,Ulm (GER),04 JUL 2009,1.6
8.49,Christian REIF,24 OCT 1984,GER,1f1,Weinheim (GER),31 MAY 2014,0.7
8.49,Ruswahl SAMAAI,25 SEP 1991,RSA,2,Potchefstroom (RSA),22 APR 2017,-0.8
8.49,Luvo MANYONGA,08 JAN 1991,RSA,1,"Letzigrund, Zürich (SUI)",24 AUG 2017,-0.7
8.48,Carl LEWIS,01 JUL 1961,USA,1,"Knoxville, TN (USA)",19 JUN 1982,0.1
8.48,Larry MYRICKS,10 MAR 1956,USA,1,Köln (GER),26 AUG 1984,0.1
8.48,Larry MYRICKS,10 MAR 1956,USA,1,Tokyo (JPN),10 MAY 1987,1.1
8.48,Mike POWELL,10 NOV 1963,USA,1,Malmö (SWE),09 AUG 1993,0.5
8.48,Joe GREENE,17 FEB 1967,USA,3,São Paulo (BRA),14 MAY 1995,0.8
8.48,James BECKFORD,09 JAN 1975,JAM,1,"Stadio Olimpico, Roma (ITA)",05 JUN 1997,-0.2
8.48,Iván PEDROSO,17 DEC 1972,CUB,2,"Stadio Olimpico, Roma (ITA)",05 JUN 1997,-0.1
8.48,Erick WALDER,05 NOV 1971,USA,2,Lille (FRA),11 JUL 1998,1.9
8.48,Mohamed Salman AL KHUWALIDI,19 JUN 1981,KSA,1,Sotteville-lès-Rouen (FRA),02 JUL 2006,0.6
8.48,Luvo MANYONGA,08 JAN 1991,RSA,1,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,0.1
8.48,Luvo MANYONGA,08 JAN 1991,RSA,1,"Olympic Stadium, London (GBR)",05 AUG 2017,0.4
8.48,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Pampeloponnisiako Stadium, Patra (GRE)",06 JUN 2021,0.1
8.47,Jaime JEFFERSON,17 JAN 1962,CUB,1,Santiago de Cuba (CUB),22 FEB 1986,
8.47,Carl LEWIS,01 JUL 1961,USA,1,"Houston, TX (USA)",21 MAY 1988,-1.1
8.47,Larry MYRICKS,10 MAR 1956,USA,1,Bern (SUI),23 AUG 1988,1.5
8.47,Erick WALDER,05 NOV 1971,USA,1,"Austin, TX (USA)",05 JUN 1992,1.8
8.47,Iván PEDROSO,17 DEC 1972,CUB,1,La Habana (CUB),16 MAY 1993,1.3
8.47,Mike POWELL,10 NOV 1963,USA,1,Bruxelles (BEL),03 SEP 1993,-0.1
8.47,Roland MCGHEE,15 OCT 1971,USA,1,Rhede (GER),29 JUL 1994,0.8
8.47,Kevin DILWORTH,14 FEB 1974,USA,1,"Abilene, TX (USA)",09 MAY 1996,0.0
8.47,John MOFFITT,12 DEC 1980,USA,2,"Olympic Stadium, Athina (GRE)",26 AUG 2004,0.9
8.47,Dwight PHILLIPS,01 OCT 1977,USA,1,Madrid (ESP),16 JUL 2005,1.1
8.47,Irving SALADINO,23 JAN 1983,PAN,1,Fortaleza (BRA),17 MAY 2006,-1.1
8.47,Irving SALADINO,23 JAN 1983,PAN,1,"Mangueirão, Belém (BRA)",21 MAY 2006,-0.7
8.47,Andrew HOWE,12 MAY 1985,ITA,2,"Yanmar Stadium Nagai, Osaka (JPN)",30 AUG 2007,-0.2
8.47,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,2,"Olympiastadion, Berlin (GER)",22 AUG 2009,0.1
8.47,Christian REIF,24 OCT 1984,GER,1,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1.6
8.47,Jinzhe LI,01 SEP 1989,CHN,1,Bad Langensalza (GER),28 JUN 2014,0.0
8.47,Jianan WANG,27 AUG 1996,CHN,1,Guiyang (CHN),16 JUN 2018,0.7
8.47,JuVaughn HARRISON,30 APR 1999,USA,1,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,-0.2
8.46,Larry MYRICKS,10 MAR 1956,USA,1,Cagliari (ITA),16 SEP 1987,1.0
8.46,Leonid VOLOSHIN,30 MAR 1966,URS,1,Tallinn (EST),05 JUL 1988,2.0
8.46,Leonid VOLOSHIN,30 MAR 1966,URS,1,Tallinn (EST),31 JUL 1988,1.2
8.46,Larry MYRICKS,10 MAR 1956,USA,1,Villeneuve d'Ascq (FRA),25 JUN 1989,1.2
8.46,Kareem STREETE-THOMPSON,30 MAR 1973,USA,2,"Stade Louis II, Monaco (MON)",09 SEP 1995,-0.6
8.46,Mike CONLEY,05 OCT 1962,USA,2,"Springfield, MO (USA)",04 MAY 1996,0.0
8.46,Joe GREENE,17 FEB 1967,USA,1,Sestriere (ITA),07 AUG 1996,2.0
8.46,Joe GREENE,17 FEB 1967,USA,1,"Walnut, CA (USA)",20 APR 1997,1.6
8.46,Cheikh Tidiane TOURE,25 JAN 1970,SEN,1,Bad Langensalza (GER),15 JUN 1997,1.8
8.46,James BECKFORD,09 JAN 1975,JAM,1,Tokyo (JPN),19 SEP 1998,0.8
8.46,Savanté STRINGFELLOW,06 NOV 1978,USA,1,Oxford (GBR),12 APR 2003,1.0
8.46,Miguel PATE,13 JUN 1979,USA,1,Ciudad de México (MEX),03 MAY 2003,0.0
8.46,Dwight PHILLIPS,01 OCT 1977,USA,1,"Stade Louis II, Monaco (MON)",10 SEP 2005,0.8
8.46,Ibrahim CAMEJO,28 JUN 1982,CUB,1,Bilbao (ESP),21 JUN 2008,0.3
8.46,Dwight PHILLIPS,01 OCT 1977,USA,1,"Stade Louis II, Monaco (MON)",22 JUL 2010,0.1
8.46,Luis Alberto RIVERA MORALES,21 JUN 1987,MEX,1,"Central Stadium, Kazan (RUS)",12 JUL 2013,1.3
8.46,Luvo MANYONGA,08 JAN 1991,RSA,1,Bloemfontein (RSA),08 MAR 2017,0.2
8.46,Luvo MANYONGA,08 JAN 1991,RSA,1,Tignes (FRA),16 AUG 2017,2.0
8.46,Luvo MANYONGA,08 JAN 1991,RSA,1,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2018,-0.3
8.45,Nenad STEKIĆ,07 MAR 1951,YUG,1,Montréal (CAN),25 JUL 1975,2.0
8.45,Lutz DOMBROWSKI,25 JUN 1959,GDR,1,Dresden (GER),05 JUL 1980,1.9
8.45,Larry MYRICKS,10 MAR 1956,USA,2,"Sacramento, CA (USA)",20 JUN 1981,-0.7
8.45,Larry MYRICKS,10 MAR 1956,USA,1,Rieti (ITA),09 SEP 1981,0.0
8.45,Larry MYRICKS,10 MAR 1956,USA,2,"Westwood, CA (USA)",13 MAY 1984,0.2
8.45,Larry MYRICKS,10 MAR 1956,USA,2,Bruxelles (BEL),24 AUG 1984,-0.2
8.45,Robert EMMIYAN,16 FEB 1965,URS,1,Roma (ITA),22 JUL 1987,0.2
8.45,Mike POWELL,10 NOV 1963,USA,1,"Stade Louis II, Monaco (MON)",03 AUG 1991,-0.2
8.45,Iván PEDROSO,17 DEC 1972,CUB,1q2,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,1.9
8.45,James BECKFORD,09 JAN 1975,JAM,2,Oristano (ITA),18 SEP 1995,0.8
8.45,Iván PEDROSO,17 DEC 1972,CUB,1,Maracaibo (VEN),17 AUG 1998,-0.1
8.45,Miguel PATE,13 JUN 1979,USA,2,"Palo Alto, CA (USA)",21 JUN 2002,1.5
8.45,Savanté STRINGFELLOW,06 NOV 1978,USA,1,Chania (GRE),30 JUN 2002,1.0
8.45,Miguel PATE,13 JUN 1979,USA,1,Sheffield (GBR),21 AUG 2005,1.9
8.45,Irving SALADINO,23 JAN 1983,PAN,1,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,-0.1
8.45,Irving SALADINO,23 JAN 1983,PAN,1,Zagreb (CRO),04 JUL 2007,1.0
8.45,Mitchell WATT,25 MAR 1988,AUS,1,"Crystal Palace, London (GBR)",05 AUG 2011,1.4
8.45,Dwight PHILLIPS,01 OCT 1977,USA,1,"DS, Daegu (KOR)",02 SEP 2011,0.0
8.45,Marquise GOODWIN,19 NOV 1990,USA,1,Baie Mahault (FRA),14 MAY 2016,0.8
8.45,Ruswahl SAMAAI,25 SEP 1991,RSA,1,"Stephen Keshi Stadium, Asaba (NGR)",02 AUG 2018,-1.2
8.45,Simon EHAMMER,07 FEB 2000,SUI,1ce1,"Mösle-Stadium, Götzis (AUT)",28 MAY 2022,0.2
8.44,Larry MYRICKS,10 MAR 1956,USA,2,Bruxelles (BEL),30 AUG 1985,-0.2
8.44,Eric METCALF,23 JAN 1968,USA,1,"Tampa, FL (USA)",17 JUN 1988,1.7
8.44,Mike POWELL,10 NOV 1963,USA,1,Lausanne (SUI),10 JUL 1991,-1.0
8.44,Larry MYRICKS,10 MAR 1956,USA,2,"Stade Louis II, Monaco (MON)",03 AUG 1991,-0.2
8.44,James BECKFORD,09 JAN 1975,JAM,2,Zürich (SUI),16 AUG 1995,0.2
