Mark,Competitor,DOB,Nat,Pos,Venue,Date
18:51.86,Masatora KAWANO,23 OCT 1998,JPN,2,Abashiri (JPN),04 JUL 2018
18:51.93,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kumagaya (JPN),16 MAY 2015
18:52.24,Valentin KONONEN,07 MAR 1969,FIN,1,Lapinlahti (FIN),25 JUN 1995
18:53.06,Evan DUNFEE,28 SEP 1990,CAN,1,Vancouver (CAN),05 APR 2014
18:53.19,Aliaksandr LIAKHOVICH,04 JUL 1989,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",01 AUG 2020
18:53.33,Ronald WEIGEL,08 AUG 1959,GDR,3,Berlin (GER),09 JUN 1984
18:53.91,Francesco FORTUNATO,13 DEC 1994,ITA,1,Modena (ITA),17 JUN 2016
18:54.27,Álvaro MARTÍN,18 JUN 1994,ESP,1,Plasencia (ESP),28 JUN 2017
18:54.39,Matej TÓTH,10 FEB 1983,SVK,1,Banská Bystrica (SVK),11 JUN 2011
18:54.47,Igor KOLLÁR,26 JUN 1965,SVK,2,Sopot (POL),14 JUN 1997
18:54.65,Adam RUTTER,24 DEC 1986,AUS,1f1,Brisbane (AUS),07 FEB 2009
18:54.69,Omar SEGURA,24 MAR 1981,MEX,2,Xalapa (MEX),11 NOV 2001
18:54.86,Yohann DINIZ,01 JAN 1978,FRA,1,Montreuil-sous-Bois (FRA),11 JUN 2009
18:54.96,Kyle SWAN,28 MAR 1999,AUS,2,"Lakeside Stadium, Melbourne (AUS)",05 MAR 2023
18:55.56,Yohann DINIZ,01 JAN 1978,FRA,1,Marseille (FRA),06 JUN 2015
18:55.60,Lebogang SHANGE,01 AUG 1990,RSA,1,Budapest (HUN),30 JUN 2017
18:55.61,Paul MCGRATH,07 MAR 2002,ESP,1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",12 JUN 2022
18:55.71,Yuta KOGA,15 JUL 1999,JPN,1,"Naruto Sports Park, Tokushima (JPN)",14 MAY 2023
18:56.02,Álvaro MARTÍN,18 JUN 1994,ESP,1,"Estadio de Atletismo del Turia, Valencia (ESP)",06 MAY 2023
18:56.67,Luke ADAMS,22 OCT 1976,AUS,2,Sydney (AUS),27 FEB 2010
18:56.70,Akihiro SUGIMOTO,20 OCT 1981,JPN,1,Tendo (JPN),16 MAY 2009
18:56.74,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Grudziadz (POL),20 JUN 1998
18:56.74,Álvaro MARTÍN,18 JUN 1994,ESP,1,Plasencia (ESP),24 JUN 2015
18:56.77,Declan TINGAY,06 FEB 1999,AUS,1,"Lakeside Stadium, Melbourne (AUS)",27 FEB 2021
18:56.84,Lebogang SHANGE,01 AUG 1990,RSA,1,Cork (IRL),07 JUL 2015
18:56.96,Callum WILKINSON,14 MAR 1997,GBR,2,Birmingham (GBR),02 JUL 2017
18:57.00,Jean-Claude CORRE,14 SEP 1961,FRA,4,Villeneuve d'Ascq (FRA),02 JUL 1993
18:57.06,Evan DUNFEE,28 SEP 1990,CAN,1,Vancouver (CAN),28 MAR 2015
18:57.14,Gianluca PICCHIOTTINO,22 AUG 1996,ITA,1,Livorno (ITA),29 JUN 2019
18:57.20,Denis LANGLOIS,10 OCT 1968,FRA,5,Villeneuve d'Ascq (FRA),02 JUL 1993
18:57.23,Bertrand MOULINET,06 JAN 1987,FRA,2,Reims (FRA),28 JUN 2013
18:57.42,Kevin CAMPION,23 MAY 1988,FRA,1,Hérouville (FRA),18 JUN 2015
18:57.58,Nick A'HERN,06 JAN 1969,AUS,1,Melbourne (AUS),20 FEB 1997
18:58.19,Richard VARGAS,28 DEC 1994,VEN,2,Plasencia (ESP),24 JUN 2015
18:58.63,Alberto AMEZCUA,10 MAY 1992,ESP,2,Cork (IRL),07 JUL 2015
18:58.74,Perseus KARLSTRÖM,02 MAY 1990,SWE,3,"Lakeside Stadium, Melbourne (AUS)",05 MAR 2023
18:59.09,Denis LANGLOIS,10 OCT 1968,FRA,1,Sotteville-lès-Rouen (FRA),14 JUN 1996
18:59.17,Erik TYSSE,04 DEC 1980,NOR,1,Tønsberg (NOR),23 AUG 2013
18:59.37,Robert HEFFERNAN,28 FEB 1978,IRL,2,Gavá (ESP),30 JUN 2007
18:59.46,Kevin CAMPION,23 MAY 1988,FRA,1,Angers (FRA),26 JUN 2016
18:59.51,Hedi TERRAOUI,10 NOV 1989,TUN,3,Reims (FRA),28 JUN 2013
18:59.51,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),29 MAR 2014
18:59.83,Veli-Matti PARTANEN,28 OCT 1991,FIN,1,Lappeenranta (FIN),23 AUG 2018
19:00.15,Alex WRIGHT,19 DEC 1990,IRL,3,Cork (IRL),07 JUL 2015
19:00.73,Tom BOSWORTH,17 JAN 1990,GBR,1,Birmingham (GBR),05 JUL 2015
19:00.91,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),09 MAR 2014
19:00.92,Benjamin THORNE,19 MAR 1993,CAN,2,Vancouver (CAN),05 APR 2014
19:00.92,Benjamin THORNE,19 MAR 1993,CAN,2,Vancouver (CAN),15 APR 2014
19:01.00,Jared TALLENT,17 OCT 1984,AUS,1,Sydney (AUS),19 MAR 2011
19:01.20,Tom BOSWORTH,17 JAN 1990,GBR,1,Birmingham (GBR),01 JUL 2018
19:01.27,Mikhail ORLOV,25 JUN 1967,RUS,6,Villeneuve d'Ascq (FRA),02 JUL 1993
19:01.44,Rhydian COWLEY,04 JAN 1991,AUS,4,"Lakeside Stadium, Melbourne (AUS)",05 MAR 2023
19:01.8h,Sérgio VIEIRA,20 FEB 1976,POR,1,Rio Maior (POR),20 MAY 1999
19:01.92,Rogelio SÁNCHEZ,16 MAR 1974,MEX,3,Xalapa (MEX),11 NOV 2001
19:02.44,Valdas KAZLAUSKAS,23 FEB 1958,URS,2,Bratislava (TCH),14 JUN 1989
19:02.59,Dane BIRD-SMITH,15 JUL 1992,AUS,3f1,Sydney (AUS),18 FEB 2012
19:02.77,Andrey MAKAROV,02 JAN 1971,BLR,7,Villeneuve d'Ascq (FRA),02 JUL 1993
19:02.88,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Warszawa (POL),24 JUN 2000
19:02.91,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kumagaya (JPN),21 MAY 2016
19:03.04,Gabriel BORDIER,08 OCT 1997,FRA,1,Nantes (FRA),19 MAY 2018
19:03.16,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3,Plasencia (ESP),24 JUN 2015
19:03.48,Luke ADAMS,22 OCT 1976,AUS,2,Reims (FRA),30 JUN 2010
19:03.53,Inaki GOMEZ,16 JAN 1988,CAN,1,Vancouver (CAN),30 MAR 2014
19:03.94,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Mielec (POL),06 JUN 2014
19:04.02,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3,Gijón (ESP),25 JUL 2015
19:04.38,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Formia (ITA),18 MAY 1996
19:04.52,Iván PAJUELO,27 AUG 1993,ESP,4,Plasencia (ESP),24 JUN 2015
19:04.57,Alberto AMEZCUA,10 MAY 1992,ESP,1,Pamplona (ESP),27 JUL 2019
19:04.60,Declan TINGAY,06 FEB 1999,AUS,1,"SOPAC, Sydney (AUS)",22 APR 2021
19:04.68,Benjamín SÁNCHEZ,10 MAR 1985,ESP,1,Lorca (ESP),15 FEB 2009
19:04.93,Álvaro MARTÍN,18 JUN 1994,ESP,1,Cáceres (ESP),29 JUN 2016
19:05.10,Evan DUNFEE,28 SEP 1990,CAN,2,Vancouver (CAN),30 MAR 2014
19:05.18,Kevin CAMPION,23 MAY 1988,FRA,2,Reims (FRA),04 JUL 2012
19:05.46,Hirooki ARAI,18 MAY 1988,JPN,2,Kumagaya (JPN),21 MAY 2016
19:05.73,Mikhail SHCHENNIKOV,24 DEC 1967,RUS,3,Sopot (POL),14 JUN 1997
19:05.91,Alberto AMEZCUA,10 MAY 1992,ESP,1,Torremolinos (ESP),09 JUL 2016
19:05.92,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),29 APR 2018
19:05.97,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Akita (JPN),20 MAY 2017
19:06.07,Grzegorz SUDOŁ,28 AUG 1978,POL,3,Reims (FRA),04 JUL 2012
19:06.39,Artur MELESHKEVICH,11 APR 1975,BLR,2,Grudziadz (POL),20 JUN 1998
19:06.68,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,"Duncan Mackinnon Reserve, Murrumbeena, Melbourne (AUS)",07 MAR 2020
19:06.69,Aurélien QUINION,27 JAN 1993,FRA,1,"Stade des Maradas, Cergy-Pontoise (FRA)",07 MAY 2023
19:07.03,Iván PAJUELO,27 AUG 1993,ESP,2,Cáceres (ESP),29 JUN 2016
19:07.42,Ivan TROTSKI,27 MAY 1976,BLR,2,Warszawa (POL),08 SEP 1998
19:07.58,Takayuki TANII,14 FEB 1983,JPN,3,Kumagaya (JPN),21 MAY 2016
19:07.59,Luke ADAMS,22 OCT 1976,AUS,2,Sydney (AUS),19 MAR 2011
19:07.64,Yohann DINIZ,01 JAN 1978,FRA,1,Dijon (FRA),18 MAY 2014
19:07.64,Federico TONTODONATI,30 OCT 1989,ITA,1,"Arena Civica, Milano (ITA)",24 APR 2021
19:07.72,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Milano (ITA),02 JUL 2008
19:07.91,Luke ADAMS,22 OCT 1976,AUS,2,Reims (FRA),05 JUL 2011
19:07.94,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Lorca (ESP),19 DEC 2021
19:08.55,Yevgeniy MISYULYA,13 MAR 1964,BLR,3,Bydgoszcz (POL),15 JUN 2001
19:08.76,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Birmingham (GBR),26 JUN 2016
19:08.81,Jared TALLENT,17 OCT 1984,AUS,1,Canberra (AUS),30 JAN 2010
19:08.83,Jared TALLENT,17 OCT 1984,AUS,1,Melbourne (AUS),14 APR 2012
19:08.87,Evan DUNFEE,28 SEP 1990,CAN,4f1,Sydney (AUS),18 FEB 2012
19:08.89,Erik TYSSE,04 DEC 1980,NOR,1,Kristiansand (NOR),24 AUG 2012
19:09.02,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Katowice (POL),27 MAY 2011
19:09.34,Yohann DINIZ,01 JAN 1978,FRA,1,Vénissieux (FRA),24 MAY 2015
19:09.48,Rhydian COWLEY,04 JAN 1991,AUS,2,"Lakeside Stadium, Melbourne (AUS)",27 FEB 2021
19:09.49,Matej TÓTH,10 FEB 1983,SVK,1,Vyškov (CZE),04 SEP 2010
19:09.88,Yevgeniy MISYULYA,13 MAR 1964,BLR,8,Villeneuve d'Ascq (FRA),02 JUL 1993
19:09.89,Tomohiro NODA,24 JAN 1996,JPN,3,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
19:09.90,Satoshi YANAGISAWA,19 JAN 1971,JPN,1,Toyama (JPN),30 SEP 1995
19:10.14,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kumagaya (JPN),19 MAY 2018
19:10.25,Takumi SAITO,23 MAR 1993,JPN,1,Tajimi (JPN),15 OCT 2016
19:10.35,Jacek MÜLLER,03 NOV 1973,POL,5,Sopot (POL),14 JUN 1997
19:10.4h,Modris LIEPIŅŠ,03 AUG 1966,LAT,1,Ventspils (LAT),16 AUG 1997
19:10.97,Adam RUTTER,24 DEC 1986,AUS,5f1,Sydney (AUS),18 FEB 2012
19:11.29,Yohann DINIZ,01 JAN 1978,FRA,1,Lille (FRA),09 JUN 2012
19:11.45,Satoshi MARUO,28 NOV 1991,JPN,4,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
19:11.85,Tomasz LIPIEC,10 MAY 1971,POL,4,Bydgoszcz (POL),15 JUN 2001
19:11.86,Pedro Daniel GÓMEZ,31 DEC 1990,MEX,3,Katowice (POL),02 JUL 2014
19:11.87,Ihor HLAVAN,25 SEP 1990,UKR,1,Kyiv (UKR),03 JUN 2014
19:11.94,Kai KOBAYASHI,28 FEB 1993,JPN,1,Abashiri (JPN),11 JUL 2016
19:12.12,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),22 MAY 2016
19:12.20,Rhydian COWLEY,04 JAN 1991,AUS,2,"Lakeside Stadium, Melbourne (AUS)",26 FEB 2022
19:12.54,Yohann DINIZ,01 JAN 1978,FRA,1,Compiégne (FRA),04 MAY 2014
19:12.63,Mikhail SHCHENNIKOV,24 DEC 1967,RUS,2,Formia (ITA),18 MAY 1996
19:12.81,Jared TALLENT,17 OCT 1984,AUS,2f1,Brisbane (AUS),07 FEB 2009
19:13.05,Adam RUTTER,24 DEC 1986,AUS,3,Sydney (AUS),27 FEB 2010
19:13.40,Kevin CAMPION,23 MAY 1988,FRA,2,"Stade Raymond Petit, Tomblaine (FRA)",14 JUN 2016
19:13.51,Benjamín SÁNCHEZ,10 MAR 1985,ESP,1,Avilés (ESP),15 JUN 2013
19:13.56,Tom BOSWORTH,17 JAN 1990,GBR,2,Birmingham (GBR),26 JUN 2016
19:13.70,Vitaliy STETSYSHYN,31 JUL 1976,UKR,3,Grosseto (ITA),11 SEP 1996
19:13.77,Koichiro MORIOKA,02 APR 1985,JPN,2,Tendo (JPN),16 MAY 2009
19:13.92,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),01 MAY 2011
19:14.00,Robert HEFFERNAN,28 FEB 1978,IRL,4,Cork (IRL),07 JUL 2015
19:14.05,Pyotr TROFIMOV,18 DEC 1983,RUS,4,Reims (FRA),28 JUN 2013
19:14.53,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Birmingham (GBR),29 JUN 2014
19:14.78,Dominik ČERNÝ,01 NOV 1997,SVK,1,"Atletický štadión TU, Košice (SVK)",08 MAY 2023
19:15.08,Álvaro MARTÍN,18 JUN 1994,ESP,1,Cáceres (ESP),02 JUL 2014
19:15.09,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Murcia (ESP),06 JUN 2018
19:15.33,Erik TYSSE,04 DEC 1980,NOR,1,Askoy (NOR),29 JUL 2016
19:15.48,Jean-Olivier BROSSEAU,23 JUN 1967,FRA,9,Villeneuve d'Ascq (FRA),02 JUL 1993
19:15.48,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Katowice (POL),15 MAY 2009
19:15.94,Kirill FROLOV,29 SEP 1993,RUS,1,Moskva (RUS),18 JUL 2016
19:16.14,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Kraków (POL),05 SEP 2009
19:16.16,Oleg TROSHIN,01 AUG 1964,RUS,10,Villeneuve d'Ascq (FRA),02 JUL 1993
19:16.5h,Erling ANDERSEN,22 SEP 1960,NOR,1,Bergen (NOR),23 SEP 1982
19:16.57,Iván PAJUELO,27 AUG 1993,ESP,2,Murcia (ESP),26 JUN 2016
19:16.82,Tom BOSWORTH,17 JAN 1990,GBR,2,Birmingham (GBR),29 JUN 2014
19:16.93,Dawid TOMALA,27 AUG 1989,POL,1,Gdansk (POL),01 JUN 2013
19:16.98,Grzegorz SUDOŁ,28 AUG 1978,POL,3,Reims (FRA),30 JUN 2010
19:17.41,Callum WILKINSON,14 MAR 1997,GBR,2,Birmingham (GBR),01 JUL 2018
19:17.49,Antonin BOYEZ,09 NOV 1984,FRA,4,Reims (FRA),04 JUL 2012
19:17.67,Álvaro MARTÍN,18 JUN 1994,ESP,1,Soria (ESP),15 JUN 2019
19:17.77,Álvaro MARTÍN,18 JUN 1994,ESP,1,Zaragoza (ESP),13 JUN 2015
19:17.78,Viktor SHUMIK,21 MAY 1998,UKR,1,Kropyvnytskiy (UKR),25 JUN 2018
19:17.82,Dawid TOMALA,27 AUG 1989,POL,1,Gdansk (POL),26 MAY 2012
19:17.85,Daisuke MATSUNAGA,24 MAR 1995,JPN,2,Kumagaya (JPN),19 MAY 2018
19:18.1h,Quentin REW,16 JUL 1984,NZL,1,Melbourne (AUS),06 DEC 2014
19:18.19,Hirooki ARAI,18 MAY 1988,JPN,2,Kumagaya (JPN),16 MAY 2015
19:18.27,Isamu FUJISAWA,12 OCT 1987,JPN,1,Fukushima (JPN),17 MAY 2014
19:18.32,Álvaro MARTÍN,18 JUN 1994,ESP,1,Plasencia (ESP),27 JUN 2018
19:18.33,Matteo GIUPPONI,08 OCT 1988,ITA,1,"Campo XXV Aprile, Milano (ITA)",22 APR 2016
19:18.35,Marc TUR,30 NOV 1994,ESP,2,Cáceres (ESP),02 JUL 2014
19:18.68,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),28 MAR 2013
19:19.02,Rafał FEDACZYŃSKI,03 DEC 1980,POL,1,Kraków (POL),10 SEP 2011
19:19.07,Erik TYSSE,04 DEC 1980,NOR,1,Haugesund (NOR),31 JUL 2015
19:19.10,Takuya YOSHIDA,10 AUG 1990,JPN,1,Morioka (JPN),20 OCT 2012
19:19.44,Inaki GOMEZ,16 JAN 1988,CAN,1,Vancouver (CAN),26 MAR 2011
19:19.63,Roman YEVSTIFEYEV,19 SEP 1992,RUS,2,Moskva (RUS),18 JUL 2016
19:19.79,Håvard HAUKENES,22 APR 1990,NOR,2,Askoy (NOR),29 JUL 2016
19:19.80,Álvaro MARTÍN,18 JUN 1994,ESP,1,Ciudad Real (ESP),17 JUN 2017
19:19.98,Matej TÓTH,10 FEB 1983,SVK,1,Bratislava (SVK),09 MAY 2015
19:20.0h,Jefferson PÉREZ,01 JUL 1974,ECU,1,Bergen (NOR),09 MAY 1998
19:20.10,Hirooki ARAI,18 MAY 1988,JPN,2,Fukushima (JPN),17 MAY 2014
19:20.14,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Lorca (ESP),15 FEB 2020
19:20.28,Tim FRASER,22 FEB 2000,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",03 MAR 2023
19:20.31,Kevin CAMPION,23 MAY 1988,FRA,1,Amiens (FRA),21 JUN 2014
19:20.34,Anton KUČMÍN,07 JUN 1984,SVK,2,Banská Bystrica (SVK),11 JUN 2011
19:20.6h,Aleksey KRONIN,23 OCT 1970,RUS,3,Moskva (RUS),23 JAN 1997
19:20.87,Brent VALLANCE,30 APR 1972,AUS,1,Sydney (AUS),18 FEB 2000
19:21.08,Masatora KAWANO,23 OCT 1998,JPN,2,"Honjo Athletic Stadium, Kitakyushu (JPN)",21 MAY 2022
19:21.14,Bernardo SEGURA,11 FEB 1970,MEX,2,Xalapa (MEX),29 JUN 2002
19:21.26,Scott NELSON,10 OCT 1969,NZL,1,Christchurch (NZL),07 MAR 1997
19:21.59,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),26 JAN 2013
19:21.63,José Ignacio DÍAZ,22 NOV 1979,ESP,1,Zaragoza (ESP),09 JUL 2005
19:21.67,Gabriel BORDIER,08 OCT 1997,FRA,1,"Stade Municipal, Mayenne (FRA)",19 JUN 2022
19:21.81,Bertrand MOULINET,06 JAN 1987,FRA,1,Amiens (FRA),30 JUN 2012
19:22.01,Rafał FEDACZYŃSKI,03 DEC 1980,POL,2,Mielec (POL),06 JUN 2014
19:22.03,Hassanine SEBEI,21 JAN 1984,TUN,4,Reims (FRA),30 JUN 2010
19:22.27,Jacek MÜLLER,03 NOV 1973,POL,3,Grudziadz (POL),20 JUN 1998
19:22.58,Grzegorz SUDOŁ,28 AUG 1978,POL,2,Reims (FRA),14 JUL 2009
19:22.64,Leonardo DEI TOS,27 APR 1992,ITA,2,"Campo XXV Aprile, Milano (ITA)",22 APR 2016
19:23.03,Bertrand MOULINET,06 JAN 1987,FRA,2,Compiégne (FRA),08 MAY 2011
19:23.03,Bertrand MOULINET,06 JAN 1987,FRA,1,Bondoufle (FRA),22 MAY 2011
19:23.30,Nick CHRISTIE,29 SEP 1991,USA,1,"Franklin Field, Philadelphia, PA (USA)",28 APR 2022
