Mark,Competitor,DOB,Nat,Pos,Venue,Date
83.76,Yuriy SEDYKH,11 JUN 1955,URS,2,"Olympic Stadium, Jamsil, Seoul (KOR)",26 SEP 1988
83.69,Vadim DEVYATOVSKIY,20 MAR 1977,BLR,1,Brest (BLR),03 JUL 2005
83.68,Tibor GÉCSEK,22 SEP 1964,HUN,1,Zalaegerszeg (HUN),19 SEP 1998
83.66,Jüri TAMM,05 FEB 1957,URS,1,Tokyo (JPN),22 SEP 1985
83.65,Adrián ANNUS,28 JUN 1973,HUN,1,Debrecen (HUN),11 JUL 2004
83.64,Ivan TIKHON,24 JUL 1976,BLR,1,Brest (BLR),11 JUL 2003
83.63,Ivan TIKHON,24 JUL 1976,BLR,1,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007
83.62,Sergey LITVINOV,23 JAN 1958,URS,2,Vladivostok (URS),14 SEP 1988
83.62,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,Staiki (BLR),20 JUN 1998
83.58,Sergey LITVINOV,23 JAN 1958,URS,1,Moskva (URS),08 JUL 1984
83.54,Igor NIKULIN,14 AUG 1960,URS,1,Athina (GRE),02 SEP 1982
83.48,Sergey LITVINOV,23 JAN 1958,URS,1,Karl Marx Stadt (GDR),21 JUN 1987
83.48,Paweł FAJDEK,04 JUN 1989,POL,1,"Stadion PGE Narodowy, Warszawa (POL)",23 AUG 2014
83.47,Koji MUROFUSHI,08 OCT 1974,JPN,1,Toyota (JPN),14 JUL 2001
83.46,Andrey ABDUVALIYEV,30 JUN 1966,URS,1,Adler (URS),26 MAY 1990
83.44,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Staiki (BLR),31 JUL 1988
83.44,Igor NIKULIN,14 AUG 1960,RUS,2,Sevilla (ESP),06 JUN 1992
83.44,Paweł FAJDEK,04 JUN 1989,POL,1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2017
83.43,Aleksey ZAGORNIY,31 MAY 1978,RUS,1,"Adler, Sochi (RUS)",10 FEB 2002
83.4,Jüri TAMM,05 FEB 1957,URS,1,Adler (URS),25 MAY 1985
83.4,Ralf HABER,18 AUG 1962,GDR,1,Athina (GRE),16 MAY 1988
83.39,Adrián ANNUS,28 JUN 1973,HUN,1,Zalaegerszeg (HUN),09 JUN 2001
83.38,Szymon ZIÓŁKOWSKI,01 JUL 1976,POL,1,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001
83.36,Jüri TAMM,05 FEB 1957,URS,1,Kiev (URS),04 MAY 1988
83.36,Andrey ABDUVALIYEV,30 JUN 1966,TJK,1,Budapest (HUN),03 JUN 1994
83.36,Ivan TIKHON,24 JUL 1976,BLR,1,Minsk (BLR),26 JUN 2004
83.33,Koji MUROFUSHI,08 OCT 1974,JPN,1,Doha (QAT),15 MAY 2002
83.32,Jüri TAMM,05 FEB 1957,URS,2,Budapest (HUN),20 AUG 1984
83.3,Olli-Pekka KARJALAINEN,07 MAR 1980,FIN,1,Lahti (FIN),14 JUL 2004
83.29,Koji MUROFUSHI,08 OCT 1974,JPN,1,Yokohama (JPN),08 JUN 2003
83.24,Andrey ABDUVALIYEV,30 JUN 1966,TJK,1,Zürich (SUI),17 AUG 1994
83.18,Sergey LITVINOV,23 JAN 1958,URS,1,Rostov-na-Donu (URS),08 MAY 1988
83.18,Jüri TAMM,05 FEB 1957,URS,3,Vladivostok (URS),14 SEP 1988
83.16,Andrey ABDUVALIYEV,30 JUN 1966,URS,1,Moskva (URS),10 JUN 1990
83.15,Koji MUROFUSHI,08 OCT 1974,JPN,1,Yokohama (JPN),23 SEP 2004
83.14,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,Moskva (RUS),23 JUN 1992
83.14,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,"Stadio Olimpico, Roma (ITA)",08 JUN 1994
83.12,Yuriy SEDYKH,11 JUN 1955,URS,1,Leningrad (URS),12 JUN 1988
83.12,Paweł FAJDEK,04 JUN 1989,POL,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",07 JUL 2015
83.1,Sergey LITVINOV,23 JAN 1958,URS,1,Chania (GRE),22 MAY 1983
83.1,Andrey ABDUVALIYEV,30 JUN 1966,TJK,1,Tashkent (UZB),07 SEP 1995
83.06,Sergey LITVINOV,23 JAN 1958,URS,1,"Stadio Olimpico, Roma (ITA)",01 SEP 1987
83.05,Ivan TIKHON,24 JUL 1976,BLR,1,"Stade de France, Paris-St-Denis (FRA)",25 AUG 2003
83.04,Heinz WEIS,14 JUL 1963,GER,1,Frankfurt (GER),29 JUN 1997
83.02,Yuriy SEDYKH,11 JUN 1955,URS,1,Adler (URS),24 MAY 1986
83.0,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,Sevilla (ESP),05 JUN 1994
83.0,Balázs KISS,21 MAR 1972,HUN,1,St-Denis (FRA),04 JUN 1998
82.98,Paweł FAJDEK,04 JUN 1989,POL,1,"Stadion Śląski, Chorzów (POL)",30 MAY 2021
82.97,Adrián ANNUS,28 JUN 1973,HUN,1,Szombathely (HUN),14 JUL 2002
82.96,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Novopolotsk (URS),26 SEP 1987
82.95,Koji MUROFUSHI,08 OCT 1974,JPN,1,Osaka (JPN),10 MAY 2003
82.95,Vadim DEVYATOVSKIY,20 MAR 1977,BLR,1,Minsk (BLR),22 JUL 2006
82.94,Koji MUROFUSHI,08 OCT 1974,JPN,1,Brisbane (AUS),07 SEP 2001
82.94,Vadim DEVYATOVSKIY,20 MAR 1977,BLR,1,Minsk (BLR),28 JUL 2007
82.92,Igor NIKULIN,14 AUG 1960,URS,1,Leningrad (URS),03 JUN 1983
82.92,Koji MUROFUSHI,08 OCT 1974,JPN,2,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001
82.91,Vadim DEVYATOVSKIY,20 MAR 1977,BLR,2,Minsk (BLR),10 JUL 2004
82.91,Koji MUROFUSHI,08 OCT 1974,JPN,1,"Olympic Stadium, Athina (GRE)",22 AUG 2004
82.9,Jüri TAMM,05 FEB 1957,URS,1,Moskva (URS),18 AUG 1985
82.9,Yuriy SEDYKH,11 JUN 1955,URS,1q2,"Neckarstadion, Stuttgart (GER)",29 AUG 1986
82.9,Balázs KISS,21 MAR 1972,HUN,1,Veszprém (HUN),10 JUL 1997
82.88,Koji MUROFUSHI,08 OCT 1974,JPN,1,Fujiyoshida (JPN),01 AUG 2004
82.87,Tibor GÉCSEK,22 SEP 1964,HUN,1,"Népstadion, Budapest (HUN)",19 AUG 1998
82.87,Ivan TIKHON,24 JUL 1976,BLR,1,Minsk (BLR),31 JUL 2004
82.84,Heinz WEIS,14 JUL 1963,FRG,1,"Olympiastadion, Berlin (GER)",18 AUG 1989
82.82,Paweł FAJDEK,04 JUN 1989,POL,1,"Golęcin Stadion, Poznan (POL)",25 JUN 2021
82.81,Adrián ANNUS,28 JUN 1973,HUN,1,Tatabánya (HUN),26 MAY 2001
82.81,Ivan TIKHON,24 JUL 1976,BLR,1,Brest (BLR),25 MAY 2012
82.8,Yuriy SEDYKH,11 JUN 1955,URS,1,Pieksämäki (FIN),12 AUG 1990
82.8,Andrey ABDUVALIYEV,30 JUN 1966,URS,1,Kiev (URS),11 JUL 1991
82.78,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Kiev (URS),06 JUL 1990
82.78,Andrey ABDUVALIYEV,30 JUN 1966,TJK,1,Nitra (SVK),28 AUG 1993
82.78,Andrey ABDUVALIYEV,30 JUN 1966,TJK,1,Nitra (SVK),28 AUG 1993
82.78,Karsten KOBS,16 SEP 1971,GER,1,Dortmund (GER),26 JUN 1999
82.77,Ivan TIKHON,24 JUL 1976,BLR,1,Daegu (KOR),30 AUG 2003
82.77,Paweł FAJDEK,04 JUN 1989,POL,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",30 JUN 2021
82.76,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,Minsk (BLR),13 JUL 2001
82.76,Paweł FAJDEK,04 JUN 1989,POL,1,Halle (GER),16 MAY 2015
82.73,Adrián ANNUS,28 JUN 1973,HUN,2,"Stadion Juliska, Praha (CZE)",29 JUN 2003
82.71,Rudy WINKLER,06 DEC 1994,USA,1,"Hayward Field, Eugene, OR (USA)",20 JUN 2021
82.7,Yuriy SEDYKH,11 JUN 1955,URS,1,London (GBR),19 JUL 1985
82.69,Krisztián PARS,18 FEB 1982,HUN,1,"Letzigrund, Zürich (SUI)",16 AUG 2014
82.68,Sergey LITVINOV,23 JAN 1958,URS,1,"Olympiastadion, Helsinki (FIN)",09 AUG 1983
82.68,Tibor GÉCSEK,22 SEP 1964,HUN,1,"SGJ, Johannesburg (RSA)",12 SEP 1998
82.68,Adrián ANNUS,28 JUN 1973,HUN,1,Nikiti (GRE),17 JUL 2002
82.67,Koji MUROFUSHI,08 OCT 1974,JPN,1,Toyota (JPN),24 MAY 2003
82.66,Yuriy SEDYKH,11 JUN 1955,URS,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",24 JUN 1988
82.66,Jüri TAMM,05 FEB 1957,URS,1,Odessa (URS),21 AUG 1988
82.66,Andrey ABDUVALIYEV,30 JUN 1966,UZB,,Tula (RUS),09 JUL 1997
82.65,Koji MUROFUSHI,08 OCT 1974,JPN,1,"Eugene, OR (USA)",19 JUN 2004
82.64,Günther RODEHAU,06 JUL 1959,GDR,1,Dresden (GER),03 AUG 1985
82.64,Paweł FAJDEK,04 JUN 1989,POL,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",04 JUL 2017
82.62,Yuriy SEDYKH,11 JUN 1955,URS,1,Pieksämäki (FIN),03 JUL 1991
82.62,Sergey KIRMASOV,25 MAR 1970,RUS,1,Bryansk (RUS),30 MAY 1998
82.62,Andriy SKVARUK,09 MAR 1967,UKR,1,"Koncha-Zaspa, Kyiv (UKR)",27 APR 2002
82.62,Koji MUROFUSHI,08 OCT 1974,JPN,1,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007
82.61,Ivan TIKHON,24 JUL 1976,BLR,2,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007
82.6,Yuriy SEDYKH,11 JUN 1955,URS,1,Kiev (URS),21 JUN 1984
82.6,Sergey LITVINOV,23 JAN 1958,URS,2,Kiev (URS),21 JUN 1984
82.6,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,Szombathely (HUN),29 MAY 1995
82.6,Koji MUROFUSHI,08 OCT 1974,JPN,1,Toyota (JPN),07 APR 2001
82.6,Vadim DEVYATOVSKIY,20 MAR 1977,BLR,1,"Olympiastadion, Helsinki (FIN)",08 AUG 2005
82.59,Koji MUROFUSHI,08 OCT 1974,JPN,1,Osaka (JPN),12 MAY 2001
82.59,Adrián ANNUS,28 JUN 1973,HUN,1,Magglingen (SUI),29 MAY 2004
82.58,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,Staiki (BLR),18 AUG 2000
82.58,Ivan TIKHON,24 JUL 1976,BLR,1,Warszawa (POL),17 JUN 2007
82.58,Primož KOZMUS,30 SEP 1979,SLO,1,Celje (SLO),02 SEP 2009
82.57,Tibor GÉCSEK,22 SEP 1964,HUN,1,Clermont-Ferrand (FRA),13 MAY 1999
82.57,Koji MUROFUSHI,08 OCT 1974,JPN,1,Rethymno (GRE),06 JUL 2003
82.56,Igor NIKULIN,14 AUG 1960,URS,2,Moskva (URS),17 AUG 1984
82.56,Heinz WEIS,14 JUL 1963,FRG,1,Neulussheim (GER),23 SEP 1989
82.56,Balázs KISS,21 MAR 1972,HUN,1,Veszprém (HUN),23 AUG 1995
82.55,Tibor GÉCSEK,22 SEP 1964,HUN,1,Bogen (GER),26 SEP 1998
82.54,Jüri TAMM,05 FEB 1957,URS,2,Adler (URS),01 JUN 1988
82.54,Ralf HABER,18 AUG 1962,GDR,1,Potsdam (GDR),09 SEP 1988
82.54,Vasiliy SIDORENKO,01 MAY 1961,RUS,1,Krasnodar (RUS),13 MAY 1992
82.54,Andrey ABDUVALIYEV,30 JUN 1966,URS,1,"Estadio Olímpico, Barcelona (ESP)",02 AUG 1992
82.54,Sergey KIRMASOV,25 MAR 1970,RUS,1,Sochi (RUS),22 MAY 1993
82.52,Yuriy SEDYKH,11 JUN 1955,URS,1,Erfurt (GER),23 JUN 1985
82.52,Heinz WEIS,14 JUL 1963,FRG,1,Leverkusen (GER),28 JUN 1988
82.52,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Bryansk (URS),15 JUL 1989
82.52,Lance DEAL,21 AUG 1961,USA,1,"Arena Civica, Milano (ITA)",07 SEP 1996
82.52,Wojciech NOWICKI,22 FEB 1989,POL,1,"National Stadium, Tokyo (JPN)",04 AUG 2021
82.5,Igor NIKULIN,14 AUG 1960,RUS,1,Rehlingen (GER),08 JUN 1992
82.5,Lance DEAL,21 AUG 1961,USA,1,"Knoxville, TN (USA)",17 JUN 1994
82.5,Lance DEAL,21 AUG 1961,USA,1,Berlin (GER),27 AUG 1996
82.49,Krisztián PARS,18 FEB 1982,HUN,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",08 JUL 2014
82.48,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Volgograd (URS),10 JUN 1989
82.47,Szymon ZIÓŁKOWSKI,01 JUL 1976,POL,1,Clermont-Ferrand (FRA),15 JUN 2001
82.47,Paweł FAJDEK,04 JUN 1989,POL,1,"Stadion PGE Narodowy, Warszawa (POL)",28 AUG 2016
82.45,Tibor GÉCSEK,22 SEP 1964,HUN,2,Szombathely (HUN),14 JUL 2002
82.45,Krisztián PARS,18 FEB 1982,HUN,1,Celje (SLO),13 SEP 2006
82.44,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,Gomel (BLR),02 JUL 1997
82.44,Szymon ZIÓŁKOWSKI,01 JUL 1976,POL,1,Rüdlingen (SUI),19 AUG 2001
82.42,Sergey LITVINOV,23 JAN 1958,URS,2,Leningrad (URS),12 JUN 1988
82.42,Andrey ABDUVALIYEV,30 JUN 1966,TJK,1,Tallinn (EST),02 AUG 1994
82.4,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Grodno (BLR),06 AUG 1988
82.4,Plamen MINEV,28 APR 1965,BUL,1,Plovdiv (BUL),01 JUN 1991
82.4,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Moskva (URS),11 JUN 1991
82.4,Krisztián PARS,18 FEB 1982,HUN,1,Dubnica nad Váhom (SVK),21 AUG 2013
82.4,Paweł FAJDEK,04 JUN 1989,POL,1,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2017
82.38,Sergey LITVINOV,23 JAN 1958,URS,1,Adler (URS),23 MAY 1987
82.38,Gilles DUPRAY,02 JAN 1970,FRA,1,Chelles (FRA),21 JUN 2000
82.37,Adrián ANNUS,28 JUN 1973,HUN,1,Szombathely (HUN),05 MAY 2001
82.37,Paweł FAJDEK,04 JUN 1989,POL,1,Velenje (SLO),01 JUL 2014
82.36,Igor ASTAPKOVICH,04 JAN 1963,URS,q,Zhytomyr (URS),09 SEP 1987
82.36,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Staiki (BLR),13 SEP 1987
82.36,Ralf HABER,18 AUG 1962,GDR,1,Dresden (GER),11 JUN 1988
82.36,Szymon ZIÓŁKOWSKI,01 JUL 1976,POL,1,Rehlingen (GER),04 JUN 2001
82.36,Koji MUROFUSHI,08 OCT 1974,JPN,1,Toyota (JPN),26 APR 2003
82.34,Igor NIKULIN,14 AUG 1960,URS,3,Dresden (GER),03 JUL 1986
82.34,Jüri TAMM,05 FEB 1957,URS,1,Tallinn (EST),06 JUL 1988
82.34,Igor NIKULIN,14 AUG 1960,URS,2,Tallinn (EST),06 JUL 1988
82.34,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992
82.34,Andriy SKVARUK,09 MAR 1967,UKR,1,Kyiv (UKR),02 JUL 2001
82.32,Igor NIKULIN,14 AUG 1960,URS,1,Nice (FRA),10 JUL 1988
82.32,Karsten KOBS,16 SEP 1971,GER,1,Bad Köstritz (GER),18 SEP 1999
82.31,Szymon ZIÓŁKOWSKI,01 JUL 1976,POL,1,Nikiti (GRE),15 JUL 2006
82.31,Paweł FAJDEK,04 JUN 1989,POL,1,Halle (GER),20 MAY 2017
82.3,Vasiliy SIDORENKO,01 MAY 1961,URS,2,Bryansk (URS),15 JUL 1989
82.3,Tibor GÉCSEK,22 SEP 1964,HUN,1,Sevilla (ESP),28 MAY 1999
82.3,Primož KOZMUS,30 SEP 1979,SLO,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 JUN 2007
82.29,Primož KOZMUS,30 SEP 1979,SLO,2,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007
82.28,Sergey LITVINOV,23 JAN 1958,URS,1,Praha (TCH),28 JUN 1987
82.28,Jüri TAMM,05 FEB 1957,URS,2,Moskva (URS),04 SEP 1988
82.28,Igor ASTAPKOVICH,04 JAN 1963,BLR,1,Sevilla (ESP),05 JUN 1993
82.28,Andriy SKVARUK,09 MAR 1967,UKR,1,Kyiv (UKR),25 MAY 2002
82.28,Ilya KONOVALOV,04 MAR 1971,RUS,1,Tula (RUS),10 AUG 2003
82.28,Krisztián PARS,18 FEB 1982,HUN,1,"Mestský Stadion, Ostrava (CZE)",24 MAY 2012
82.27,Aleksey ZAGORNIY,31 MAY 1978,RUS,1,Pula (CRO),09 MAR 2002
82.27,Paweł FAJDEK,04 JUN 1989,POL,2,Dubnica nad Váhom (SVK),21 AUG 2013
82.26,Lance DEAL,21 AUG 1961,USA,1,Bruxelles (BEL),23 AUG 1996
82.25,Tibor GÉCSEK,22 SEP 1964,HUN,2,Dortmund (GER),26 JUN 1999
82.24,Benjaminas VILUCKIS,20 MAR 1961,URS,1,Klaipėda (LTU),24 AUG 1986
82.24,Vyacheslav KOROVIN,08 SEP 1962,URS,1,Chelyabinsk (URS),20 JUN 1987
82.24,Vyacheslav KOROVIN,08 SEP 1962,URS,1,Chelyabinsk (URS),20 JUN 1987
82.23,Koji MUROFUSHI,08 OCT 1974,JPN,1,Toyota (JPN),01 APR 2001
82.23,Vladislav PISKUNOV,07 JUN 1978,UKR,2,"Koncha-Zaspa, Kyiv (UKR)",27 APR 2002
82.23,Igor ASTAPKOVICH,04 JAN 1963,BLR,3,Minsk (BLR),10 JUL 2004
82.22,Ralf HABER,18 AUG 1962,GDR,1,Jena (GDR),03 JUN 1988
82.22,Holger KLOSE,05 DEC 1972,GER,1,Dortmund (GER),02 MAY 1998
82.2,Igor NIKULIN,14 AUG 1960,URS,1,Moskva (URS),11 JUN 1983
82.2,Sergey LITVINOV,23 JAN 1958,URS,1,Cork (IRL),07 JUL 1987
82.2,Andrey ABDUVALIYEV,30 JUN 1966,URS,2,"Seattle, WA (USA)",26 JUL 1990
82.18,Igor NIKULIN,14 AUG 1960,URS,3,Kiev (URS),21 JUN 1984
82.18,Jüri TAMM,05 FEB 1957,URS,q,Odessa (URS),19 AUG 1988
82.18,Yuriy SEDYKH,11 JUN 1955,RUS,1,Dreux (FRA),19 JUN 1992
82.18,Koji MUROFUSHI,08 OCT 1974,JPN,1,Osaka (JPN),08 MAY 2004
82.16,Vitaliy ALISEVICH,10 MAR 1967,URS,1,Pärnu (EST),13 JUL 1988
82.16,Heinz WEIS,14 JUL 1963,FRG,1,Hamburg (GER),13 AUG 1989
82.16,Sergey LITVINOV,23 JAN 1958,RUS,1,Moskva (RUS),13 JUN 1993
82.16,Andriy SKVARUK,09 MAR 1967,UKR,2,Doha (QAT),15 MAY 2002
82.15,Olli-Pekka KARJALAINEN,07 MAR 1980,FIN,1,Lapua (FIN),11 JUN 2004
82.14,Yuriy SEDYKH,11 JUN 1955,URS,1,Cork (IRL),09 JUL 1985
82.14,Igor NIKULIN,14 AUG 1960,URS,3,"Seattle, WA (USA)",26 JUL 1990
82.14,Vadim DEVYATOVSKIY,20 MAR 1977,BLR,1,Minsk (BLR),25 JUN 2005
82.14,Paweł FAJDEK,04 JUN 1989,POL,1,"Stadion Śląski, Chorzów (POL)",20 JUN 2021
82.13,Balázs KISS,21 MAR 1972,HUN,1,Nice (FRA),16 JUL 1998
82.13,Szymon ZIÓŁKOWSKI,01 JUL 1976,POL,1,Roodeport (RSA),17 MAR 2001
82.12,Jüri TAMM,05 FEB 1957,URS,1,"Bruce Stadium, Canberra (AUS)",05 OCT 1985
82.12,Ralf HABER,18 AUG 1962,GDR,,Athina (GRE),16 MAY 1988
82.1,Sergey LITVINOV,23 JAN 1958,URS,2,Leningrad (URS),08 JUN 1986
82.1,Jüri TAMM,05 FEB 1957,URS,1,Leselidze (URS),22 MAY 1988
82.1,Balázs KISS,21 MAR 1972,HUN,1,Dreux (FRA),29 JUN 1995
82.1,Balázs KISS,21 MAR 1972,HUN,1,Veszprém (HUN),08 AUG 1998
82.1,Adrián ANNUS,28 JUN 1973,HUN,1,Szombathely (HUN),07 SEP 2003
82.09,Koji MUROFUSHI,08 OCT 1974,JPN,1,Tottori (JPN),06 JUN 2004
82.08,Ivan TANEV,01 MAY 1957,BUL,1,Sofia (BUL),03 SEP 1988
82.08,Koji MUROFUSHI,08 OCT 1974,JPN,1,Yokohama (JPN),15 SEP 2001
82.07,Paweł FAJDEK,04 JUN 1989,POL,1,"Stadion OPO Cetniewo, Władysławowo (POL)",01 AUG 2015
82.05,Ivan TIKHON,24 JUL 1976,BLR,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",23 SEP 2007
82.05,Paweł FAJDEK,04 JUN 1989,POL,2,"Letzigrund, Zürich (SUI)",16 AUG 2014
82.04,Andrey ABDUVALIYEV,30 JUN 1966,URS,2,Kiev (URS),06 JUL 1990
82.03,Adrián ANNUS,28 JUN 1973,HUN,1,Szombathely (HUN),24 APR 2004
82.02,Jüri TAMM,05 FEB 1957,URS,1,Berlin (GDR),20 JUL 1984
82.02,Jüri TAMM,05 FEB 1957,URS,1,Bryansk (URS),19 JUL 1987
82.02,Vasiliy SIDORENKO,01 MAY 1961,RUS,2,Zürich (SUI),17 AUG 1994
82.02,Primož KOZMUS,30 SEP 1979,SLO,1,"National Stadium, Beijing (CHN)",17 AUG 2008
82.01,Koji MUROFUSHI,08 OCT 1974,JPN,1,"Olympic Stadium, Athina (GRE)",16 SEP 2006
82.0,Igor NIKULIN,14 AUG 1960,URS,3,"Neckarstadion, Stuttgart (GER)",30 AUG 1986
82.0,Igor NIKULIN,14 AUG 1960,URS,2,Adler (URS),23 MAY 1987
82.0,Andrey ABDUVALIYEV,30 JUN 1966,URS,1,Bryansk (URS),12 AUG 1990
82.0,Igor ASTAPKOVICH,04 JAN 1963,URS,1,Minsk (BLR),23 MAY 1991
82.0,Sergey ALAY,11 JUN 1965,BLR,1,Staiki (BLR),12 MAY 1992
82.0,Sergey LITVINOV,23 JAN 1958,RUS,1,Moskva (RUS),19 JUN 1993
82.0,Wojciech NOWICKI,22 FEB 1989,POL,1,"Olympiastadion, München (GER)",18 AUG 2022
81.99,Paweł FAJDEK,04 JUN 1989,POL,1,"Stadion PGE Narodowy, Warszawa (POL)",13 SEP 2015
