Mark,Competitor,DOB,Nat,Pos,Venue,Date
14:54.84,Arkansas,,INT,1,"Philadelphia, PA (USA)",28 APR 1990
14:54.86,Kenya B,,KEN,2,Nairobi (KEN),26 APR 2014
14:55.31,Arkansas,,INT,1,"Philadelphia, PA (USA)",26 APR 1986
14:56.8h,British Milers Club,,GBR,3f1,Bourges (FRA),23 JUN 1979
14:57.10,Kenya B,,KEN,2,Nairobi (KEN),22 MAR 2014
14:57.87,Arkansas,,USA,1,"Philadelphia, PA (USA)",30 APR 1988
14:58.0h,German Democratic Republic,,GDR,1,Potsdam (GDR),23 JUL 1963
14:58.62,Georgetown,,USA,2,"Philadelphia, PA (USA)",30 APR 1988
14:58.72,Penn State,,USA,2,"Philadelphia, PA (USA)",26 APR 1986
14:59.06,Auburn,,USA,3,"Philadelphia, PA (USA)",26 APR 1986
14:59.06,TV Wattenscheid 01,,GER,1,Rhede (GER),09 JUL 1995
14:59.1h,Pro Patria Az Verde,,ITA,1,Bergamo (ITA),17 SEP 1979
14:59.35,Villanova,,INT,1,"Philadelphia, PA (USA)",28 APR 1979
14:59.57,Indiana,,USA,3,"Philadelphia, PA (USA)",30 APR 1988
14:59.8h,Ireland,,IRL,2,Dublin (IRL),28 AUG 1987
15:00.23,Villanova,,INT,1,"Philadelphia, PA (USA)",24 APR 1993
15:00.69,Spain,,ESP,5,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
15:01.12,VFL Wolfsburg,,FRG,1,Berlin (GER),21 JUL 1985
15:01.35,Villanova,,INT,1,"Philadelphia, PA (USA)",26 APR 1980
15:01.5h,SV Bayer 04 Leverkusen,,FRG,1,Flensburg (GER),01 AUG 1981
15:01.62,Arkansas,,INT,1,"Philadelphia, PA (USA)",25 APR 1992
15:01.96,Villanova,,INT,1,"Philadelphia, PA (USA)",25 APR 1981
15:01.97,Wisconsin,,USA,2,"Philadelphia, PA (USA)",24 APR 1993
15:02.03,Reebok Aggies,,USA,3,"Philadelphia, PA (USA)",29 APR 2000
15:02.08,Arkansas,,INT,1,"Philadelphia, PA (USA)",25 APR 1997
15:02.09,Arkansas,,INT,2,"Philadelphia, PA (USA)",23 APR 1981
15:02.6h,Poland,,POL,,Athina (GRE),05 MAY 1976
15:02.63,Providence College,,INT,3,"Philadelphia, PA (USA)",24 APR 1993
15:02.66,Kenya C,,KEN,3,Nairobi (KEN),26 APR 2014
15:02.70,Georgetown,,USA,2,"Philadelphia, PA (USA)",28 APR 1990
15:02.8h,Villanova,,INT,1,"Philadelphia, PA (USA)",24 APR 1982
15:02.91,Villanova,,INT,1,"Knoxville, TN (USA)",10 APR 1981
15:03.0h,Villanova,,INT,3,"Philadelphia, PA (USA)",24 APR 1976
15:03.0h,United States,,USA,1,Bourges (FRA),19 JUN 1977
15:03.20,George Mason,,INT,2,"Philadelphia, PA (USA)",25 APR 1985
15:03.20,Kenya C,,KEN,3,Nairobi (KEN),22 MAR 2014
15:03.73,Kenya D,,KEN,4,Nairobi (KEN),26 APR 2014
15:04.07,Georgetown,,INT,2,"Philadelphia, PA (USA)",24 APR 1980
15:04.07,Providence College,,INT,2,"Philadelphia, PA (USA)",30 APR 1994
15:04.14,Michigan,,INT,2,"Philadelphia, PA (USA)",25 APR 1997
15:04.2h,France,,FRA,1,Versailles (FRA),28 JUN 1961
15:04.6h,Great Britain & NI,,GBR,2,Athina (GRE),05 MAY 1976
15:04.70,Wisconsin,,USA,3,"Philadelphia, PA (USA)",25 APR 1985
15:04.7h,Italy,,ITA,1,Sheffield (GBR),05 JUN 1992
15:05.0h,New Zealand B,,NZL,2,Auckland (NZL),17 MAY 1975
