Mark,Competitor,DOB,Nat,Pos,Venue,Date
8585,Andrei KRAUCHANKA,04 JAN 1986,BLR,1,"FBK Stadium, Hengelo (NED)",29 JUN 2008
8576,Chris HUFFINS,19 APR 1970,USA,2,"New York, NY (USA)",20 JUL 1998
8573,Jón Arnar MAGNÚSSON,28 JUL 1969,ISL,3,Götzis (AUT),31 MAY 1998
8569,Tom PAPPAS,06 SEP 1976,USA,1,Marburg (GER),09 AUG 2009
8561,Rico FREIMUTH,14 MAR 1988,GER,3,"National Stadium, Beijing (CHN)",29 AUG 2015
8555,Michael SMITH,16 SEP 1967,CAN,3,Götzis (AUT),01 JUN 1997
8552,Jón Arnar MAGNÚSSON,28 JUL 1969,ISL,4,"Népstadion, Budapest (HUN)",20 AUG 1998
8549,Michael SMITH,16 SEP 1967,CAN,2,"National Stadium, Tokyo (JPN)",30 AUG 1991
8546,Chris HUFFINS,19 APR 1970,USA,3,"Atlanta, GA (USA)",22 JUN 1996
8539,Eelco SINTNICOLAAS,07 APR 1987,NED,2,"Mösle-Stadium, Götzis (AUT)",28 MAY 2017
8534,Roman ŠEBRLE,26 NOV 1974,CZE,1,"Mösle-Stadium, Götzis (AUT)",29 MAY 2005
8531,Frank BUSEMANN,26 FEB 1975,GER,6,Götzis (AUT),04 JUN 2000
8527,Tomáš DVOŘÁK,11 MAY 1972,CZE,3,Götzis (AUT),27 MAY 2001
8526,Roman ŠEBRLE,26 NOV 1974,CZE,1,"Ullevi Stadium, Göteborg (SWE)",11 AUG 2006
8523,Leonel SUÁREZ,01 SEP 1987,CUB,3,"Olympic Stadium, London (GBR)",09 AUG 2012
8521,Roman ŠEBRLE,26 NOV 1974,CZE,2,"Olympiastadion, Helsinki (FIN)",10 AUG 2005
8519,Hans VAN ALPHEN,12 JAN 1982,BEL,1,"Mösle-Stadium, Götzis (AUT)",27 MAY 2012
8517,Tom PAPPAS,06 SEP 1976,USA,2,"Sacramento, CA (USA)",17 JUL 2004
8514,Maicel UIBO,27 DEC 1992,EST,2,"Mösle-Stadium, Götzis (AUT)",27 MAY 2018
8511,Tom PAPPAS,06 SEP 1976,USA,3,"Eugene, OR (USA)",30 JUN 2008
8506,Tomáš DVOŘÁK,11 MAY 1972,CZE,5,"Népstadion, Budapest (HUN)",20 AUG 1998
8505,Ashton EATON,21 JAN 1988,USA,2,"DS, Daegu (KOR)",28 AUG 2011
8498,Ilya SHKURENYOV,11 JAN 1991,RUS,3,"Letzigrund, Zürich (SUI)",13 AUG 2014
8494,Ilya SHKURENYOV,11 JAN 1991,ANA,4,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019
8492,Ashley MOLONEY,13 MAR 2000,AUS,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",20 DEC 2020
8488,Christian SCHENK,09 FEB 1965,GDR,1,"Olympic Stadium, Jamsil, Seoul (KOR)",29 SEP 1988
8485,Steven BASTIEN,04 MAR 1994,USA,2,"Hayward Field, Eugene, OR (USA)",20 JUN 2021
8482,Bryan CLAY,03 JAN 1980,USA,2,"Palo Alto, CA (USA)",22 JUN 2003
8480,Attila ZSIVOCZKY-PANDEL,29 APR 1977,HUN,2,"Mösle-Stadium, Götzis (AUT)",29 MAY 2005
8478,Eelco SINTNICOLAAS,07 APR 1987,NED,4,"Letzigrund, Zürich (SUI)",13 AUG 2014
8477,Arthur ABELE,30 JUL 1986,GER,5,"Letzigrund, Zürich (SUI)",13 AUG 2014
8473,Uwe FREIMUTH,10 SEP 1961,GDR,1,Götzis (AUT),26 MAY 1985
8471,Zachery ZIEMEK,23 FEB 1993,USA,3,"Hayward Field, Eugene, OR (USA)",20 JUN 2021
8467,Tom PAPPAS,06 SEP 1976,USA,1,"Sacramento, CA (USA)",21 JUL 2000
8463,Tom PAPPAS,06 SEP 1976,USA,1,"Tucson, AZ (USA)",18 MAR 1999
8460,Paul MEIER,27 JUL 1971,GER,2,Götzis (AUT),30 MAY 1993
8458,Chris HUFFINS,19 APR 1970,USA,2,"Indianapolis, IN (USA)",12 JUN 1997
8456,Tomáš DVOŘÁK,11 MAY 1972,CZE,2,Talence (FRA),15 SEP 1996
8453,Pierce LEPAGE,22 JAN 1996,CAN,1,"Stade Pierre Paul Bernard, Talence (FRA)",23 JUN 2019
8447,Erki NOOL,25 JUN 1970,EST,3,Götzis (AUT),26 MAY 1996
8446,Lindon VICTOR,28 FEB 1993,GRN,1,"Tuscaloosa, AL (USA)",13 MAY 2016
8445,Stefan SCHMID,06 MAY 1970,GER,8,Götzis (AUT),04 JUN 2000
8444,Kai KAZMIREK,28 JAN 1991,GER,1,"Stadionring, Ratingen (GER)",30 JUN 2019
8439,Harrison WILLIAMS,07 MAR 1996,USA,1,"CVEATC, Chula Vista, CA (USA)",25 APR 2021
8436,Dezső SZABÓ,04 SEP 1967,HUN,2,"Poljud Stadion, Split (CRO)",29 AUG 1990
8434,Maurice SMITH,28 SEP 1980,JAM,1,Kladno (CZE),19 JUN 2008
8433,Pascal BEHRENBRUCH,19 JAN 1985,GER,3,"Mösle-Stadium, Götzis (AUT)",27 MAY 2012
8430,Thomas VAN DER PLAETSEN,24 DEC 1990,BEL,3,"Mösle-Stadium, Götzis (AUT)",30 MAY 2021
8427,Michael SMITH,16 SEP 1967,CAN,1,Götzis (AUT),16 JUN 1991
8425,Chris HUFFINS,19 APR 1970,USA,1f,Talence (FRA),14 SEP 1997
8424,Torsten VOSS,24 MAR 1963,GDR,2,Götzis (AUT),26 MAY 1985
8419,Michael SCHRADER,01 JUL 1987,GER,1,"Stadionring, Ratingen (GER)",28 JUN 2015
8415,Michael SCHRADER,01 JUL 1987,GER,2,"Mösle-Stadium, Götzis (AUT)",31 MAY 2015
8414,Dmitriy KARPOV,23 JUL 1981,KAZ,1,"Stadionring, Ratingen (GER)",25 JUN 2006
8413,Ilya SHKURENYOV,11 JAN 1991,ANA,8,"National Stadium, Tokyo (JPN)",05 AUG 2021
8409,Michael SMITH,16 SEP 1967,CAN,3,Götzis (AUT),31 MAY 1992
8405,Janek ÕIGLANE,25 APR 1994,EST,1,"Tom Black Track at LaPorte Stadium, Knoxville, TN (USA)",08 APR 2022
8402,Christian SCHENK,09 FEB 1965,GER,2,Helmond (NED),07 JUL 1991
8398,Mikk PAHAPILL,18 JUL 1983,EST,3,"Mösle-Stadium, Götzis (AUT)",29 MAY 2011
8394,Christian SCHENK,09 FEB 1965,GER,3,"National Stadium, Tokyo (JPN)",30 AUG 1991
8392,Zachery ZIEMEK,23 FEB 1993,USA,7,"Estádio Olímpico, Rio de Janeiro (BRA)",18 AUG 2016
8390,Attila ZSIVOCZKY-PANDEL,29 APR 1977,HUN,2,Arles (FRA),02 JUL 2006
8388,Carlos Eduardo BEZERRA CHININ,03 MAY 1985,BRA,6,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
8385,Attila ZSIVOCZKY-PANDEL,29 APR 1977,HUN,3,"Olympiastadion, Helsinki (FIN)",10 AUG 2005
8381,Uwe FREIMUTH,10 SEP 1961,GDR,1,Götzis (AUT),19 JUN 1988
8381,Jorge UREÑA,08 OCT 1993,ESP,2,"Stadionring, Ratingen (GER)",18 JUN 2023
8380,Andrei KRAUCHANKA,04 JAN 1986,BLR,1,Kladno (CZE),09 JUN 2013
8379,Lindon VICTOR,28 FEB 1993,GRN,1,"Eugene, OR (USA)",09 JUN 2016
8374,Pascal BEHRENBRUCH,19 JAN 1985,GER,3,"Mösle-Stadium, Götzis (AUT)",31 MAY 2009
8371,Attila ZSIVOCZKY-PANDEL,29 APR 1977,HUN,4,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001
8370,Andrei KRAUCHANKA,04 JAN 1986,BLR,3,"Estadio Olímpico, Barcelona (ESP)",29 JUL 2010
8366,Paul MEIER,27 JUL 1971,GER,1,Oulu (FIN),11 JUL 1993
8365,Sergey SVIRIDOV,20 OCT 1990,RUS,1,"Adler, Sochi (RUS)",08 MAY 2012
8362,Dave STEEN,14 NOV 1959,CAN,2,Götzis (AUT),19 JUN 1988
8362,Erki NOOL,25 JUN 1970,EST,1f,Tallinn (EST),16 JUN 1996
8358,Dan O'BRIEN,18 JUL 1966,USA,2,"Seattle, WA (USA)",25 JUL 1990
8356,Lev LOBODIN,01 APR 1969,RUS,3,Talence (FRA),22 SEP 2002
8354,Ilya SHKURENYOV,11 JAN 1991,RUS,1,Cheboksary (RUS),06 JUN 2013
8353,Erki NOOL,25 JUN 1970,EST,3f,Talence (FRA),14 SEP 1997
8352,Tom PAPPAS,06 SEP 1976,USA,1,"Indianapolis, IN (USA)",23 JUN 2007
8351,Frank BUSEMANN,26 FEB 1975,GER,7,"Olympic Stadium, Sydney (AUS)",28 SEP 2000
8349,Christian PLAZIAT,28 OCT 1963,FRA,4,Götzis (AUT),19 JUN 1988
8348,Yordani GARCÍA,21 NOV 1988,CUB,1,"Stadionring, Ratingen (GER)",21 JUN 2009
8347,Leonel SUÁREZ,01 SEP 1987,CUB,1,La Habana (CUB),18 MAR 2016
8345,Devon WILLIAMS,17 JAN 1994,USA,1,"Athens, GA (USA)",09 APR 2017
8343,Willem COERTZEN,30 DEC 1982,RSA,9,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
8340,André NIKLAUS,30 AUG 1981,GER,5,"Mösle-Stadium, Götzis (AUT)",27 MAY 2007
8336,Timothy DUCKWORTH,18 JUN 1996,GBR,1,"Eugene, OR (USA)",07 JUN 2018
8334,Aleksey DROZDOV,03 DEC 1983,RUS,1,Cheboksary (RUS),10 JUN 2011
8332,Sebastian CHMARA,21 NOV 1971,POL,6,Götzis (AUT),31 MAY 1998
8331,Torsten VOSS,24 MAR 1963,GDR,2,Götzis (AUT),24 MAY 1987
8330,Roman ŠEBRLE,26 NOV 1974,CZE,6,Götzis (AUT),01 JUN 1997
8326,Michael SMITH,16 SEP 1967,CAN,1,Victoria (CAN),24 AUG 1994
8324,Steve FRITZ,01 NOV 1967,USA,7,"Gottlieb-Daimler Stadion, Stuttgart (GER)",20 AUG 1993
8323,Kai KAZMIREK,28 JAN 1991,GER,2,"Stadionring, Ratingen (GER)",26 JUN 2016
8322,Rico FREIMUTH,14 MAR 1988,GER,4,"Mösle-Stadium, Götzis (AUT)",27 MAY 2012
8321,Oleksiy KASYANOV,26 AUG 1985,UKR,2,"Olympiastadion, Helsinki (FIN)",28 JUN 2012
8320,Rico FREIMUTH,14 MAR 1988,GER,6,"Olympic Stadium, London (GBR)",09 AUG 2012
8318,Kai KAZMIREK,28 JAN 1991,GER,3,"Mösle-Stadium, Götzis (AUT)",29 MAY 2016
8316,André NIKLAUS,30 AUG 1981,GER,4,"Olympiastadion, Helsinki (FIN)",10 AUG 2005
8315,Chris HUFFINS,19 APR 1970,USA,1f,"Palo Alto, CA (USA)",25 APR 1998
8314,Andrei KRAUCHANKA,04 JAN 1986,BLR,12,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
8312,Wilfrid BOULINEAU,13 MAY 1970,FRA,2,Arles (FRA),30 MAY 1999
8312,Gunnar NIXON,13 JAN 1993,USA,13,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
8310,Dennis LEYCKES,20 APR 1982,GER,3,"Stadionring, Ratingen (GER)",25 JUN 2006
8309,Damian WARNER,04 NOV 1989,CAN,5,"Olympic Stadium, London (GBR)",12 AUG 2017
8307,Michael SMITH,16 SEP 1967,CAN,8,"Olympic Stadium, Athina (GRE)",06 AUG 1997
8307,Markus ROOTH,22 DEC 2001,NOR,1,"Stadio Zecchini, Grosseto (ITA)",01 MAY 2022
8306,Harrison WILLIAMS,07 MAR 1996,USA,4,"Hayward Field, Eugene, OR (USA)",20 JUN 2021
8303,Jeremy TAIWO,15 JAN 1990,USA,6,"Mösle-Stadium, Götzis (AUT)",31 MAY 2015
8302,Larbi BOURRADA,10 MAY 1988,ALG,1,"Stadionring, Ratingen (GER)",17 JUL 2011
8300,Chris HUFFINS,19 APR 1970,USA,10,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996
8299,Pavel TARNAVETSKIY,22 FEB 1961,URS,6,Götzis (AUT),19 JUN 1988
8298,Maurice SMITH,28 SEP 1980,JAM,2,"Stade Pierre Paul Bernard, Talence (FRA)",23 SEP 2007
8298,Sander SKOTHEIM,31 MAY 2002,NOR,2,"Stadio Zecchini, Grosseto (ITA)",01 MAY 2022
8295,Devon WILLIAMS,17 JAN 1994,USA,1,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019
8293,Attila ZSIVOCZKY-PANDEL,29 APR 1977,HUN,3,Talence (FRA),30 JUL 2000
8293,Lindon VICTOR,28 FEB 1993,GRN,7,"Mösle-Stadium, Götzis (AUT)",28 MAY 2023
8290,Christian PLAZIAT,28 OCT 1963,FRA,1,Tønsberg (NOR),16 JUL 1989
8290,Vitaliy ZHUK,10 SEP 1996,BLR,3,"Olympiastadion, Berlin (GER)",08 AUG 2018
8288,Yordani GARCÍA,21 NOV 1988,CUB,1,"Stadionring, Ratingen (GER)",20 JUN 2010
8287,Rico FREIMUTH,14 MAR 1988,GER,2,"Stadionring, Ratingen (GER)",17 JUL 2011
8285,Phil MCMULLEN,03 FEB 1975,USA,4,"Sacramento, CA (USA)",17 JUL 2004
8282,Damian WARNER,04 NOV 1989,CAN,1,"Hampden Park, Glasgow (GBR)",29 JUL 2014
8280,Jón Arnar MAGNÚSSON,28 JUL 1969,ISL,2,Maribor (SLO),29 JUN 1997
8278,Maurice SMITH,28 SEP 1980,JAM,1,Rio de Janeiro (BRA),24 JUL 2007
8275,Paul TEREK,20 OCT 1979,USA,3,"Palo Alto, CA (USA)",22 JUN 2003
8273,André NIKLAUS,30 AUG 1981,GER,3,"Stadionring, Ratingen (GER)",22 JUN 2008
8271,Michael SMITH,16 SEP 1967,CAN,13,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996
8269,Kurt FELIX,04 JUL 1988,GRN,2,"CIBC, Toronto (CAN)",23 JUL 2015
8267,Simon POELMAN,27 MAY 1963,NZL,6,"National Stadium, Tokyo (JPN)",30 AUG 1991
8264,Mike MACZEY,28 SEP 1972,GER,1,Aachen (GER),08 AUG 1999
8262,Romain BARRAS,01 AUG 1980,FRA,7,"Yanmar Stadium Nagai, Osaka (JPN)",01 SEP 2007
8260,Eduard HÄMÄLÄINEN,21 JAN 1969,FIN,1,Oulu (FIN),29 JUN 1997
8256,Kamil DAMAŠEK,22 SEP 1973,CZE,2,Lage (GER),16 JUN 1996
8255,Thomas VAN DER PLAETSEN,24 DEC 1990,BEL,15,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
8253,Dmitriy KARPOV,23 JUL 1981,KAZ,1,Desenzano del Garda (ITA),11 MAY 2003
8252,Adam Sebastian HELCELET,27 OCT 1991,CZE,3,"Ratinan Stadion, Tampere (FIN)",12 JUL 2013
8251,Janek ÕIGLANE,25 APR 1994,EST,1,Rakvere (EST),27 JUL 2019
8249,Robert ZMĚLÍK,18 APR 1969,TCH,4,"Poljud Stadion, Split (CRO)",29 AUG 1990
8247,Aleksandr POGORELOV,10 JAN 1980,RUS,2,"Stade Pierre Paul Bernard, Talence (FRA)",18 SEP 2005
8246,Rik TAAM,17 JAN 1997,NED,6,"Mösle-Stadium, Götzis (AUT)",29 MAY 2022
8245,Maicel UIBO,27 DEC 1992,EST,10,"National Stadium, Beijing (CHN)",29 AUG 2015
8244,Willem COERTZEN,30 DEC 1982,RSA,1,Port Elizabeth (RSA),14 APR 2012
8242,Pascal BEHRENBRUCH,19 JAN 1985,GER,6,"Mösle-Stadium, Götzis (AUT)",01 JUN 2008
8240,Lev LOBODIN,01 APR 1969,RUS,6,Götzis (AUT),30 MAY 2004
8239,Romain BARRAS,01 AUG 1980,FRA,,Arles (FRA),14 JUN 2009
8238,Jón Arnar MAGNÚSSON,28 JUL 1969,ISL,4,"Olympiastadion, München (GER)",08 AUG 2002
8237,Jón Arnar MAGNÚSSON,28 JUL 1969,ISL,5,Götzis (AUT),28 MAY 1995
8236,Klaus ISEKENMEIER,14 APR 1975,GER,1,"Stadionring, Ratingen (GER)",20 JUN 1998
8234,Adam Sebastian HELCELET,27 OCT 1991,CZE,11,"National Stadium, Beijing (CHN)",29 AUG 2015
8233,Stefan DREWS,12 FEB 1979,GER,4,"Stadionring, Ratingen (GER)",25 JUN 2006
8232,Roman ŠEBRLE,26 NOV 1974,CZE,9,"Olympic Stadium, Athina (GRE)",06 AUG 1997
8231,Frank BUSEMANN,26 FEB 1975,GER,2f,"Stadionring, Ratingen (GER)",21 JUN 1998
8231,Simon EHAMMER,07 FEB 2000,SUI,1,"Stadion Hard, Langenthal (SUI)",09 AUG 2020
8229,Tim NOWAK,13 AUG 1995,GER,3,"Stade Pierre Paul Bernard, Talence (FRA)",16 SEP 2018
8228,Jan Felix KNOBEL,16 JAN 1989,GER,1,"Stadionring, Ratingen (GER)",15 JUN 2012
8227,Lev LOBODIN,01 APR 1969,RUS,4,Brisbane (AUS),07 SEP 2001
8226,Tomáš DVOŘÁK,11 MAY 1972,CZE,5,"Stadionring, Ratingen (GER)",16 JUN 2002
8224,Ingmar VOS,28 MAY 1986,NED,6,"Mösle-Stadium, Götzis (AUT)",27 MAY 2012
8223,Daniel GOLUBOVIC,29 NOV 1993,AUS,1,"Sports Reserve, Townsville (AUS)",19 JUN 2021
8222,Pieter BRAUN,21 JAN 1993,NED,7,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019
8220,Frank MÜLLER,18 JUN 1968,GER,4,Götzis (AUT),31 MAY 1992
8220,Maurice SMITH,28 SEP 1980,JAM,2,"Stade Pierre Paul Bernard, Talence (FRA)",14 SEP 2008
8219,Sergey SVIRIDOV,20 OCT 1990,RUS,8,"Olympic Stadium, London (GBR)",09 AUG 2012
8218,Oleksiy KASYANOV,26 AUG 1985,UKR,2,"Stade Pierre Paul Bernard, Talence (FRA)",16 SEP 2012
8216,Tim BRIGHT,28 JUL 1960,USA,7,"Olympic Stadium, Jamsil, Seoul (KOR)",29 SEP 1988
8215,Matthias PREY,09 AUG 1988,GER,6,"Stadionring, Ratingen (GER)",16 JUN 2013
8214,Leonel SUÁREZ,01 SEP 1987,CUB,8,"Mösle-Stadium, Götzis (AUT)",28 MAY 2017
8213,Nicklas WIBERG,16 APR 1985,SWE,7,"Mösle-Stadium, Götzis (AUT)",31 MAY 2009
8211,Michael KOHNLE,03 MAY 1970,GER,4,Ratingen (GER),01 JUN 1997
8211,Makenson GLETTY,02 APR 1999,FRA,8,"Mösle-Stadium, Götzis (AUT)",28 MAY 2023
8209,Tim NOWAK,13 AUG 1995,GER,7,"Mösle-Stadium, Götzis (AUT)",26 MAY 2019
8206,Grigoriy DEGTYARYOV,16 AUG 1958,URS,3,Krefeld (GER),08 SEP 1985
8206,Chiel WARNERS,02 APR 1978,NED,1,Ried im Innkreis (AUT),01 JUL 2001
8204,Alain BLONDEL,07 DEC 1962,FRA,3,Oulu (FIN),11 JUL 1993
8204,Paweł WIESIOŁEK,13 AUG 1991,POL,1,Kraków (POL),09 JUN 2019
8202,Vitaliy ZHUK,10 SEP 1996,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",01 AUG 2020
8200,Antonio PEÑALVER,01 DEC 1968,ESP,8,"National Stadium, Tokyo (JPN)",30 AUG 1991
8199,Aleksandr APAYCHEV,06 MAY 1961,URS,5,"Neckarstadion, Stuttgart (GER)",28 AUG 1986
8199,Pascal BEHRENBRUCH,19 JAN 1985,GER,9,"Mösle-Stadium, Götzis (AUT)",27 MAY 2007
8198,Gunnar NIXON,13 JAN 1993,USA,2,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2013
8196,Christian PLAZIAT,28 OCT 1963,FRA,7,"Neckarstadion, Stuttgart (GER)",28 AUG 1986
8196,Kyle GARLAND,28 MAY 2000,USA,1,"Cushing Stadium, College Station, TX (USA)",14 MAY 2021
8194,Gaël QUERIN,26 JUN 1987,FRA,9,"Letzigrund, Zürich (SUI)",13 AUG 2014
8193,Manuel EITEL,28 JAN 1997,GER,2,"Stade Pierre Paul Bernard, Talence (FRA)",18 SEP 2022
8192,Jaakko OJANIEMI,28 AUG 1980,FIN,5,"Olympiastadion, München (GER)",08 AUG 2002
8191,Bastien AUZEIL,22 OCT 1989,FRA,1,Angers (FRA),25 JUN 2016
8189,Tom PAPPAS,06 SEP 1976,USA,3,"Stade Pierre Paul Bernard, Talence (FRA)",20 SEP 2009
8188,Aleksey DROZDOV,03 DEC 1983,RUS,6,"Mösle-Stadium, Götzis (AUT)",28 MAY 2006
8187,Willem COERTZEN,30 DEC 1982,RSA,1,"Stade Pierre Paul Bernard, Talence (FRA)",20 SEP 2015
8185,Romain BARRAS,01 AUG 1980,FRA,5,"Mösle-Stadium, Götzis (AUT)",29 MAY 2005
8184,Laurent HERNU,22 AUG 1976,FRA,1,Narbonne (FRA),25 JUL 2003
8183,Pavel TARNAVETSKIY,22 FEB 1961,URS,4,Basel (SUI),05 JUL 1987
8182,Maicel UIBO,27 DEC 1992,EST,1,"Eugene, OR (USA)",12 JUN 2014
8181,Devon WILLIAMS,17 JAN 1994,USA,2,"Eugene, OR (USA)",08 JUN 2017
8180,Klaus ISEKENMEIER,14 APR 1975,GER,10,"Olympic Stadium, Athina (GRE)",06 AUG 1997
8179,Arkadiy VASILYEV,19 JAN 1987,RUS,3,"Gyulai István Atlétika Stadion, Debrecen (HUN)",12 JUL 2007
8178,Laurent HERNU,22 AUG 1976,FRA,5,Talence (FRA),30 JUL 2000
8177,Artem LUKYANENKO,30 JAN 1990,RUS,16,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
8175,Francisco Javier BENET,25 MAR 1968,ESP,4,Praha (CZE),04 JUL 1999
8174,Mike MACZEY,28 SEP 1972,GER,8,"Népstadion, Budapest (HUN)",20 AUG 1998
8173,Dave STEEN,14 NOV 1959,CAN,2,Edinburgh (GBR),28 JUL 1986
8172,Kamil DAMAŠEK,22 SEP 1973,CZE,3,Tallinn (EST),29 JUN 1997
8172,Fredrik SAMUELSSON,16 FEB 1995,SWE,9,"Mösle-Stadium, Götzis (AUT)",28 MAY 2017
8170,Thomas FAHNER,18 JUL 1966,GDR,3,Götzis (AUT),25 MAY 1986
8170,Eelco SINTNICOLAAS,07 APR 1987,NED,3,"Stade Pierre Paul Bernard, Talence (FRA)",18 SEP 2011
8169,Beiniamino POSERINA,06 NOV 1970,ITA,1,Formia (ITA),06 OCT 1996
8168,Dominik DISTELBERGER,16 MAR 1990,AUT,7,"Mösle-Stadium, Götzis (AUT)",01 JUN 2014
8165,Francisco Javier BENET,25 MAR 1968,ESP,2,Tallinn (EST),16 JUN 1996
8164,Thorsten DAUTH,11 MAR 1968,GER,7,Götzis (AUT),28 MAY 1995
8163,Christian SCHENK,09 FEB 1965,GDR,5,Götzis (AUT),26 MAY 1985
8161,Christian SCHENK,09 FEB 1965,GDR,5,Basel (SUI),05 JUL 1987
8161,Damian WARNER,04 NOV 1989,CAN,1,"Stade Pierre Paul Bernard, Talence (FRA)",15 SEP 2013
8161,Joseph DELGADO,08 JAN 1995,USA,5,"Hayward Field, Eugene, OR (USA)",20 JUN 2021
8160,Timothy DUCKWORTH,18 JUN 1996,GBR,5,"Olympiastadion, Berlin (GER)",08 AUG 2018
8158,Mike MACZEY,28 SEP 1972,GER,6,"Olympiastadion, München (GER)",08 AUG 2002
8157,Maurice SMITH,28 SEP 1980,JAM,5,"Stade Pierre Paul Bernard, Talence (FRA)",19 SEP 2010
8157,Sven ROOSEN,27 JUL 2001,NED,11,"Mösle-Stadium, Götzis (AUT)",28 MAY 2023
8156,Eelco SINTNICOLAAS,07 APR 1987,NED,1,Toruń (POL),06 JUL 2014
8155,Mário Anibal RAMOS,25 MAR 1972,POR,12,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001
8154,Ashton EATON,21 JAN 1988,USA,1,"Berkeley, CA (USA)",09 MAY 2010
8153,Philipp HUBER,18 FEB 1974,SUI,10,Götzis (AUT),04 JUN 2000
