Mark,Competitor,DOB,Nat,Pos,Venue,Date
2:58.22,Great Britain & NI,,GBR,1,"Poljud Stadion, Split (CRO)",01 SEP 1990
2:58.23,United States,,USA,1sf1,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995
2:58.29,Jamaica,,JAM,2sf1,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995
2:58.29,Jamaica,,JAM,1h1,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
2:58.33,Jamaica,,JAM,2,"New York, NY (USA)",22 JUL 1998
2:58.33,Botswana,,BOT,2h1,"National Stadium, Tokyo (JPN)",06 AUG 2021
2:58.34,Trinidad and Tobago,,TTO,3f1,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
2:58.38,United States,,USA,2h1,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
2:58.39,Jamaica,,JAM,2,"Commonwealth Stadium, Edmonton (CAN)",12 AUG 2001
2:58.42,Jamaica,,JAM,2sf2,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996
2:58.43,United States,,USA,1f1,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015
2:58.46,Poland,,POL,5,"National Stadium, Tokyo (JPN)",07 AUG 2021
2:58.49,Bahamas,,BAH,3,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016
2:58.51,Great Britain & NI,,GBR,3,"National Stadium, Beijing (CHN)",30 AUG 2015
2:58.51,Jamaica,,JAM,4,"National Stadium, Beijing (CHN)",30 AUG 2015
2:58.52,Belgium,,BEL,4,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016
2:58.53,Florida,,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",16 APR 2022
2:58.55,Poland,,POL,1h2,"National Stadium, Tokyo (JPN)",06 AUG 2021
2:58.56,Brazil,,BRA,2,Winnipeg (CAN),30 JUL 1999
2:58.58,Jamaica,,JAM,2,"Hayward Field, Eugene, OR (USA)",24 JUL 2022
2:58.60,Trinidad and Tobago,,TTO,3h1,"National Stadium, Tokyo (JPN)",06 AUG 2021
2:58.61,United States,,USA,2,"Olympic Stadium, London (GBR)",13 AUG 2017
2:58.62,Florida,,INT,1sf3,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023
2:58.65,United States,,USA,1,"Olympic Stadium, Montréal (CAN)",31 JUL 1976
2:58.67,Trinidad and Tobago,,TTO,2h2,"National Stadium, Beijing (CHN)",29 AUG 2015
2:58.68,Great Britain & NI,,GBR,1,"Népstadion, Budapest (HUN)",23 AUG 1998
2:58.68,Nigeria,,NGR,1,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
2:58.69,Jamaica,,JAM,3h2,"National Stadium, Beijing (CHN)",29 AUG 2015
2:58.71,United States Blue,,USA,1,"Philadelphia, PA (USA)",29 APR 2000
2:58.71,United States,,USA,1,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013
2:58.72,United States,,USA,1h2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993
2:58.72,Belgium,,BEL,3,"Hayward Field, Eugene, OR (USA)",24 JUL 2022
2:58.76,Jamaica,,JAM,6,"National Stadium, Tokyo (JPN)",07 AUG 2021
2:58.78,Jamaica,,JAM,2,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
2:58.78,Belgium,,BEL,3,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019
2:58.79,Great Britain & NI,,GBR,1,"Letzigrund, Zürich (SUI)",17 AUG 2014
2:58.81,Great Britain & NI,,GBR,3,"National Stadium, Beijing (CHN)",23 AUG 2008
2:58.81,Italy,,ITA,7,"National Stadium, Tokyo (JPN)",07 AUG 2021
2:58.82,Great Britain & NI,,GBR,4,"Olympiastadion, Helsinki (FIN)",14 AUG 2005
2:58.82,United States,,USA,1h1,"DS, Daegu (KOR)",01 SEP 2011
2:58.82,Georgia,,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023
2:58.83,United States U23,,USA,1,"Miramar, FL (USA)",11 JUL 2010
2:58.84,Jamaica,,JAM,1sf1,"Olympic Stadium, Sydney (AUS)",29 SEP 2000
2:58.86,Great Britain & NI,,GBR,2,"Stadio Olimpico, Roma (ITA)",06 SEP 1987
2:58.87,Bahamas,,BAH,1h2,"Olympic Stadium, London (GBR)",09 AUG 2012
2:58.87,United States,,USA,2h2,"Olympic Stadium, London (GBR)",09 AUG 2012
2:58.88,Poland,,POL,2,"Népstadion, Budapest (HUN)",23 AUG 1998
2:58.88,Florida,,USA,1,"Hayward Field, Eugene, OR (USA)",10 JUN 2022
2:58.91,Poland,,POL,1,"La Cartuja, Sevilla (ESP)",29 AUG 1999
2:58.91,Bahamas,,BAH,2f1,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015
2:58.91,Italy,,ITA,4h1,"National Stadium, Tokyo (JPN)",06 AUG 2021
2:58.92,Jamaica,,JAM,2,"Philadelphia, PA (USA)",29 APR 2000
2:58.96,France,,FRA,1,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003
2:58.96,United States,,USA,1h1,"Hayward Field, Eugene, OR (USA)",23 JUL 2022
2:59.00,Americas,,INT,1,"Poljud Stadion, Split (CRO)",05 SEP 2010
2:59.00,Great Britain & NI,,GBR,3,"Olympic Stadium, London (GBR)",13 AUG 2017
2:59.00,USC,,USA,1,"Eugene, OR (USA)",08 JUN 2018
2:59.02,Bahamas,,BAH,2sf1,"Olympic Stadium, Sydney (AUS)",29 SEP 2000
2:59.03,Jamaica,,JAM,1,Kuala Lumpur (MAS),21 SEP 1998
2:59.05,Great Britain & NI,,GBR,1h1,"National Stadium, Beijing (CHN)",29 AUG 2015
2:59.05,Texas A&M,,USA,1,"Austin, TX (USA)",07 JUN 2019
2:59.06,United States,,USA,1sf2,"Stadio Olimpico, Roma (ITA)",05 SEP 1987
2:59.06,Botswana,,BOT,5,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016
2:59.06,Netherlands,,NED,5h1,"National Stadium, Tokyo (JPN)",06 AUG 2021
2:59.12,United States,,USA,1,"Stadio Olimpico, Roma (ITA)",06 SEP 1981
2:59.13,Great Britain & NI,,GBR,2,"Memorial Coliseum, Los Angeles, CA (USA)",11 AUG 1984
2:59.13,Cuba,,CUB,1h2,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992
2:59.13,Great Britain & NI,,GBR,1,"Olympiastadion, Helsinki (FIN)",14 AUG 1994
2:59.13,Jamaica,,JAM,2h1,"DS, Daegu (KOR)",01 SEP 2011
2:59.14,United States,,USA,2h2,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992
2:59.14,Arizona State,,INT,2sf3,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023
2:59.15,Alabama,,INT,2,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023
2:59.16,Cuba,,CUB,3,"Stadio Olimpico, Roma (ITA)",06 SEP 1987
2:59.18,United States Red,,USA,1,"Philadelphia, PA (USA)",28 APR 2007
2:59.18,Bahamas,,BAH,2,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007
2:59.19,Americas,,INT,1,"CM, Madrid (ESP)",21 SEP 2002
2:59.21,South Africa,,RSA,3h1,"DS, Daegu (KOR)",01 SEP 2011
2:59.21,North Carolina A&T,,INT,1h1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27 MAY 2021
2:59.23,Bahamas,,BAH,3,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
2:59.23,United States,,USA,1h2,"Olympic Stadium, London (GBR)",12 AUG 2017
2:59.24,Alabama,,INT,1sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023
2:59.25,Belgium,,BEL,1h2,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
2:59.25,UCLA,,INT,3,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023
2:59.28,Belgium,,BEL,2h1,"National Stadium, Beijing (CHN)",29 AUG 2015
2:59.29,United States,,USA,1,"Durham, NC (USA)",13 JUL 1996
2:59.29,Jamaica,,JAM,2h2,"National Stadium, Tokyo (JPN)",06 AUG 2021
2:59.30,United States,,USA,1h2,"Olympic Stadium, Athina (GRE)",27 AUG 2004
2:59.30,United States U20,,USA,1,San José (CRC),21 JUL 2019
2:59.31,United States,,USA,1,"DS, Daegu (KOR)",02 SEP 2011
2:59.32,Nigeria,,NGR,3,"Memorial Coliseum, Los Angeles, CA (USA)",11 AUG 1984
2:59.33,Great Britain & NI,,GBR,1h2,"National Stadium, Beijing (CHN)",22 AUG 2008
2:59.33,Belgium,,BEL,3f1,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015
2:59.34,Jamaica,,JAM,2,"La Cartuja, Sevilla (ESP)",29 AUG 1999
2:59.35,Botswana,,BOT,3h1,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
2:59.35,Trinidad and Tobago,,TTO,2h2,"Olympic Stadium, London (GBR)",12 AUG 2017
2:59.35,Great Britain & NI,,GBR,1,"Olympiastadion, München (GER)",20 AUG 2022
2:59.37,Belgium,,BEL,4,"National Stadium, Beijing (CHN)",23 AUG 2008
2:59.37,Belgium,,BEL,3h2,"National Stadium, Tokyo (JPN)",06 AUG 2021
2:59.40,Trinidad and Tobago,,TTO,3,"Olympic Stadium, London (GBR)",10 AUG 2012
2:59.42,United States,,USA,1,"Seattle, WA (USA)",26 JUL 1990
2:59.42,United States,,USA,1,St. Petersburg (RUS),29 JUL 1994
2:59.42,Jamaica,,JAM,3,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996
2:59.42,France,,FRA,3h1,"National Stadium, Beijing (CHN)",29 AUG 2015
2:59.43,Cuba,,CUB,1,Guadalajara (MEX),28 OCT 2011
2:59.44,Florida,,USA,1f2,"Ole Miss T&F Complex, Oxford, MS (USA)",14 MAY 2022
2:59.45,Russia,,RUS,4h1,"National Stadium, Beijing (CHN)",29 AUG 2015
2:59.46,Great Britain & NI,,GBR,1,"Olympiastadion, München (GER)",22 JUN 1997
2:59.47,Belgium,,BEL,3h2,"Olympic Stadium, London (GBR)",12 AUG 2017
2:59.47,Belgium,,BEL,1,"Olympiastadion, Berlin (GER)",11 AUG 2018
2:59.49,Great Britain & NI,,GBR,1h3,"National Stadium, Tokyo (JPN)",31 AUG 1991
2:59.49,Belgium,,BEL,2,"Olympiastadion, München (GER)",20 AUG 2022
2:59.50,Colombia,,COL,4,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019
2:59.51,Cuba,,CUB,2,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992
2:59.51,Japan,,JPN,4,"Hayward Field, Eugene, OR (USA)",24 JUL 2022
2:59.51,UCLA,,INT,3sf3,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023
2:59.52,United States,,USA,1h1,"Olympic Stadium, Montréal (CAN)",30 JUL 1976
2:59.53,Great Britain & NI,,GBR,4,"Olympic Stadium, London (GBR)",10 AUG 2012
2:59.53,Cuba,,CUB,6,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016
2:59.54,United States,,USA,1,"Indianapolis, IN (USA)",16 AUG 1987
2:59.55,United States,,USA,1h1,"National Stadium, Tokyo (JPN)",31 AUG 1991
2:59.58,Poland,,POL,4h1,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
2:59.59,Louisiana State,,USA,1,"Sacramento, CA (USA)",11 JUN 2005
2:59.60,Jamaica,,JAM,2,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003
2:59.60,Texas A&M,,INT,1,"Eugene, OR (USA)",14 JUN 2014
2:59.60,Trinidad and Tobago,,TTO,1,"CIBC, Toronto (CAN)",25 JUL 2015
2:59.60,Florida,,INT,2,"Austin, TX (USA)",07 JUN 2019
2:59.63,Kenya,,KEN,3h2,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992
2:59.63,Georgia,,INT,3f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023
2:59.64,Kenya,,KEN,2,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
2:59.64,Bahamas,,BAH,2h2,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
2:59.64,France,,FRA,3,"Olympiastadion, München (GER)",20 AUG 2022
2:59.70,Australia,,AUS,4,"Memorial Coliseum, Los Angeles, CA (USA)",11 AUG 1984
2:59.71,Cuba,,CUB,1,Ciudad de México (MEX),24 JUL 1988
2:59.71,Great Britain & NI,,GBR,1,"SGJ, Johannesburg (RSA)",13 SEP 1998
2:59.71,Poland,,POL,3,"Commonwealth Stadium, Edmonton (CAN)",12 AUG 2001
2:59.71,United States Blue,,USA,1,"Philadelphia, PA (USA)",26 APR 2008
2:59.72,Cuba,,CUB,2,"Indianapolis, IN (USA)",16 AUG 1987
2:59.73,Great Britain & NI,,GBR,3,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992
2:59.73,Bahamas,,BAH,1h1,"Olympiastadion, Helsinki (FIN)",13 AUG 2005
2:59.73,Florida,,USA,1f1,"Gainesville, FL (USA)",05 APR 2014
2:59.73,Tiger Olympians,,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022
2:59.75,Jamaica,,JAM,2h1,"Olympiastadion, Helsinki (FIN)",13 AUG 2005
2:59.76,Gainesville Elite,,USA,2f1,"Gainesville, FL (USA)",05 APR 2014
2:59.77,Americas,,INT,2,"SGJ, Johannesburg (RSA)",13 SEP 1998
2:59.78,Jamaica,,JAM,2,"Philadelphia, PA (USA)",28 APR 2001
2:59.78,United States Red,,USA,1,"Philadelphia, PA (USA)",25 APR 2009
2:59.78,United States,,USA,1,London (GBR),15 JUL 2018
2:59.78,Clemson,,INT,2sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023
2:59.80,Cuba,,CUB,4h2,"National Stadium, Beijing (CHN)",29 AUG 2015
2:59.82,Kenya,,KEN,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993
2:59.82,UCLA,,INT,3,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023
2:59.83,Kenya,,KEN,1,"Olympiastadion, München (GER)",10 SEP 1972
2:59.84,Great Britain & NI,,GBR,1,"Neckarstadion, Stuttgart (GER)",31 AUG 1986
2:59.84,USOC SOUTH,,USA,1,"Durham, NC (USA)",26 JUL 1987
2:59.84,Europe,,INT,2,"Poljud Stadion, Split (CRO)",05 SEP 2010
2:59.84,Cuba,,CUB,2,"CIBC, Toronto (CAN)",25 JUL 2015
2:59.85,Great Britain & NI,,GBR,1,Gateshead (GBR),19 AUG 1996
2:59.85,United States,,USA,1h2,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013
2:59.85,Poland,,POL,2,"Letzigrund, Zürich (SUI)",17 AUG 2014
2:59.86,German Democratic Republic,,GDR,1,Erfurt (GER),23 JUN 1985
2:59.86,USOC NORTH,,USA,2,"Durham, NC (USA)",26 JUL 1987
2:59.86,USA White,,USA,1,"Austin, TX (USA)",08 APR 2006
2:59.87,South Africa,,RSA,2,"DS, Daegu (KOR)",02 SEP 2011
2:59.88,Jamaica,,JAM,2,"Ullevi Stadium, Göteborg (SWE)",13 AUG 1995
2:59.88,Bahamas,,BAH,2h2,"National Stadium, Beijing (CHN)",22 AUG 2008
2:59.88,Jamaica,,JAM,2,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013
2:59.89,France,,FRA,3,"Letzigrund, Zürich (SUI)",17 AUG 2014
2:59.89,United States,,USA,1h1,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
2:59.91,USOC SOUTH,,USA,1,"Colorado Springs, CO (USA)",03 JUL 1983
2:59.91,UCLA,,USA,1,"Eugene, OR (USA)",04 JUN 1988
2:59.91,Poland,,POL,1sf2,"Olympic Stadium, Athina (GRE)",09 AUG 1997
2:59.91,Texas A&M,,USA,2,"Eugene, OR (USA)",08 JUN 2018
2:59.93,Kentucky,,INT,2f2,"Ole Miss T&F Complex, Oxford, MS (USA)",14 MAY 2022
2:59.95,Yugoslavia,,YUG,2h3,"National Stadium, Tokyo (JPN)",31 AUG 1991
2:59.95,Georgia Tech,,USA,1,"Austin, TX (USA)",06 JUN 1992
2:59.95,Botswana,,BOT,5h2,"National Stadium, Beijing (CHN)",29 AUG 2015
2:59.95,Texas A&M,,USA,1sf1,"Eugene, OR (USA)",07 JUN 2017
2:59.95,Texas A&M,,USA,1sf1,"Eugene, OR (USA)",07 JUN 2017
2:59.96,Federal Republic of Germany,,FRG,4,"Stadio Olimpico, Roma (ITA)",06 SEP 1987
2:59.98,Jamaica,,JAM,2h2,"Olympic Stadium, Athina (GRE)",09 AUG 1997
2:59.98,United States,,USA,1h1,"National Stadium, Beijing (CHN)",22 AUG 2008
2:59.98,Texas A&M,,USA,1,"Eugene, OR (USA)",09 JUN 2017
2:59.98,Texas A&M,,USA,1,"Eugene, OR (USA)",09 JUN 2017
2:59.98,USC,,USA,2,"Hayward Field, Eugene, OR (USA)",10 JUN 2022
2:59.99,Germany,,GER,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993
2:59.99,Florida State,,INT,1,"Fayetteville, AR (USA)",13 JUN 2009
3:00.01,Jamaica,,JAM,2h1,"National Stadium, Tokyo (JPN)",31 AUG 1991
3:00.02,Australia,,AUS,5,"National Stadium, Beijing (CHN)",23 AUG 2008
3:00.02,Florida,,USA,1,"Des Moines, IA (USA)",09 JUN 2012
3:00.02,Africa,,INT,1,"Le Grande Stade, Marrakesh (MAR)",14 SEP 2014
3:00.03,Trinidad and Tobago,,TTO,5,"Hayward Field, Eugene, OR (USA)",24 JUL 2022
3:00.04,Waco All-Stars,,INT,2,"Austin, TX (USA)",08 APR 2006
3:00.04,United States Blue,,USA,2,"Philadelphia, PA (USA)",28 APR 2007
3:00.04,Baylor,,USA,1,"Sacramento, CA (USA)",09 JUN 2007
3:00.04,Belgium,,BEL,4,"Olympic Stadium, London (GBR)",13 AUG 2017
3:00.05,Jamaica,,JAM,1h2,Winnipeg (CAN),28 JUL 1999
3:00.05,Poland,,POL,3,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007
3:00.07,German Democratic Republic,,GDR,1,Erfurt (GER),01 JUN 1984
3:00.07,United States,,USA,1,San José (CRC),09 AUG 2015
3:00.07,Houston,,USA,3,"Austin, TX (USA)",07 JUN 2019
3:00.07,Hurdle Mechanic,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022
3:00.09,France,,FRA,4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993
3:00.09,United States Red,,USA,1,"Philadelphia, PA (USA)",29 APR 2006
3:00.09,Jamaica,,JAM,3h2,"National Stadium, Beijing (CHN)",22 AUG 2008
3:00.10,Jamaica,,JAM,3,"National Stadium, Tokyo (JPN)",01 SEP 1991
3:00.10,Jamaica,,JAM,3,"DS, Daegu (KOR)",02 SEP 2011
3:00.10,Europe,,INT,2,"Le Grande Stade, Marrakesh (MAR)",14 SEP 2014
3:00.10,Great Britain & NI,,GBR,4h2,"Olympic Stadium, London (GBR)",12 AUG 2017
3:00.11,United States,,USA,1,"Olympic Stadium, Athina (GRE)",17 SEP 2006
3:00.13,United States Blue,,USA,2,"Philadelphia, PA (USA)",29 APR 2006
3:00.14,Americas,,INT,2,"Olympic Stadium, Athina (GRE)",17 SEP 2006
3:00.14,Iowa,,INT,4,"Austin, TX (USA)",07 JUN 2019
3:00.14,Botswana,,BOT,6,"Hayward Field, Eugene, OR (USA)",24 JUL 2022
3:00.15,United States Red,,USA,1f2,"Philadelphia, PA (USA)",28 APR 2012
3:00.15,Dominican Republic,,DOM,6h2,"National Stadium, Beijing (CHN)",29 AUG 2015
3:00.16,Soviet Union,,URS,1,Moskva (URS),18 AUG 1984
3:00.16,Cuba,,CUB,3h2,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
3:00.17,Federal Republic of Germany,,FRG,2,"Neckarstadion, Stuttgart (GER)",31 AUG 1986
3:00.17,Germany,,GER,3h1,"National Stadium, Tokyo (JPN)",31 AUG 1991
3:00.17,Alabama,,USA,3,"Hayward Field, Eugene, OR (USA)",10 JUN 2022
3:00.19,United States,,USA,1sf1,"Memorial Coliseum, Los Angeles, CA (USA)",11 AUG 1984
3:00.19,Butch Reynolds All-Stars,,USA,1,"New York, NY (USA)",22 JUL 1989
3:00.19,Great Britain & NI,,GBR,1sf1,"Olympic Stadium, Athina (GRE)",09 AUG 1997
3:00.20,South Africa,,RSA,3,"La Cartuja, Sevilla (ESP)",29 AUG 1999
3:00.21,Kenya,,KEN,3h3,"National Stadium, Tokyo (JPN)",31 AUG 1991
3:00.21,United States,,USA,3,"CIBC, Toronto (CAN)",25 JUL 2015
3:00.22,Africa,,INT,3,"Olympic Stadium, Montréal (CAN)",26 AUG 1979
3:00.22,Baylor,,USA,1,"Des Moines, IA (USA)",14 JUN 2008
3:00.23,Jamaica,,JAM,4f1,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015
3:00.23,North Carolina A&T,,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021
3:00.24,Belgium,,BEL,5,"National Stadium, Beijing (CHN)",30 AUG 2015
3:00.25,Germany,,GER,3sf1,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995
3:00.25,India,,IND,4h2,"National Stadium, Tokyo (JPN)",06 AUG 2021
3:00.26,Poland,,POL,3,"Olympic Stadium, Athina (GRE)",10 AUG 1997
3:00.26,South Africa,,RSA,4,"Olympic Stadium, Athina (GRE)",10 AUG 1997
3:00.29,Bahamas,,BAH,2,"Philadelphia, PA (USA)",25 APR 2009
3:00.30,Jamaica,,JAM,2,"Olympic Stadium, Jamsil, Seoul (KOR)",01 OCT 1988
3:00.30,Bahamas,,BAH,1h3,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014
3:00.31,Florida,,USA,1f1,"Gainesville, FL (USA)",03 APR 2010
3:00.31,Texas,,INT,1sf1,"Hayward Field, Eugene, OR (USA)",08 JUN 2022
3:00.32,Yugoslavia,,YUG,4,"National Stadium, Tokyo (JPN)",01 SEP 1991
3:00.32,Poland,,POL,6,"National Stadium, Beijing (CHN)",23 AUG 2008
3:00.32,Great Britain & NI,,GBR,4f1,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
3:00.33,United States U20,,USA,1,Trujillo (PER),23 JUL 2017
3:00.34,Kenya,,KEN,5,"National Stadium, Tokyo (JPN)",01 SEP 1991
3:00.34,Bahamas,,BAH,4,"CIBC, Toronto (CAN)",25 JUL 2015
3:00.34,Kenya,,KEN,1,Brazzaville (CGO),17 SEP 2015
3:00.36,Great Britain & NI,,GBR,2,"Olympiastadion, Berlin (GER)",11 AUG 2018
3:00.37,Bahamas,,BAH,1h1,"Yanmar Stadium Nagai, Osaka (JPN)",01 SEP 2007
3:00.38,Poland,,POL,3h1,"Olympiastadion, Helsinki (FIN)",13 AUG 2005
3:00.38,Great Britain & NI,,GBR,4h1,"DS, Daegu (KOR)",01 SEP 2011
