Mark,Competitor,DOB,Nat,Pos,Venue,Date
8:26.31,Laura WEIGHTMAN,01 JUL 1991,GBR,7,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020
8:26.35,Gabriela SZABO,14 NOV 1975,ROU,1,Zürich (SUI),11 AUG 2000
8:26.36,Mercy CHERONO,07 MAY 1991,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016
8:26.44,Gabriela SZABO,14 NOV 1975,ROU,4,"Stadio Olimpico, Roma (ITA)",29 JUN 2001
8:26.48,Zahra OUAZIZ,20 DEC 1969,MAR,2,Zürich (SUI),11 AUG 1999
8:26.53,Tatyana SAMOLENKO,12 AUG 1961,URS,1,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988
8:26.54,Genzebe DIBABA,08 FEB 1991,ETH,2,"Letzigrund, Zürich (SUI)",03 SEP 2015
8:26.64,Zahra OUAZIZ,20 DEC 1969,MAR,2,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999
8:26.70,Francine NIYONSABA,05 MAY 1993,BDI,f2,"Hayward Field, Eugene, OR (USA)",20 AUG 2021
8:26.78,Svetlana ULMASOVA,04 FEB 1953,URS,1,Kiev (URS),25 JUL 1982
8:26.79,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,2,St-Denis (FRA),06 JUL 2001
8:26.80,Francine NIYONSABA,05 MAY 1993,BDI,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022
8:26.81,Alicia MONSON,13 MAY 1998,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022
8:26.97,Paula RADCLIFFE,17 DEC 1973,GBR,5,"Stadio Olimpico, Roma (ITA)",29 JUN 2001
8:27.01,Zahra OUAZIZ,20 DEC 1969,MAR,2,Bruxelles (BEL),03 SEP 1999
8:27.02,Tatyana TOMASHOVA,01 JUL 1975,RUS,3,St-Denis (FRA),06 JUL 2001
8:27.12,Lyudmila BRAGINA,24 JUL 1943,URS,1,"College Park, MD (USA)",07 AUG 1976
8:27.14,Beatrice CHEBET,05 MAR 2000,KEN,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022
8:27.15,Paula IVAN,20 JUL 1963,ROU,2,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988
8:27.17,Edith MASAI,04 APR 1967,KEN,3,Stockholm (SWE),25 JUL 2006
8:27.18,Tatyana TOMASHOVA,01 JUL 1975,RUS,3,Bruxelles (BEL),30 AUG 2002
8:27.21,Gabriela SZABO,14 NOV 1975,ROU,1,Oslo (NOR),30 JUN 1999
8:27.21,Gabriela SZABO,14 NOV 1975,ROU,4,St-Denis (FRA),06 JUL 2001
8:27.24,Meseret DEFAR,19 NOV 1983,ETH,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",23 SEP 2007
8:27.25,Mercy CHERONO,07 MAY 1991,KEN,2,"Stade Louis II, Monaco (MON)",15 JUL 2016
8:27.26,Zahra OUAZIZ,20 DEC 1969,MAR,2,Paris (FRA),29 JUL 1998
8:27.26,Hellen OBIRI,13 DEC 1989,KEN,6,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019
8:27.40,Paula RADCLIFFE,17 DEC 1973,GBR,3,Zürich (SUI),11 AUG 1999
8:27.49,Beatrice CHEBET,05 MAR 2000,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021
8:27.50,Sifan HASSAN,01 JAN 1993,NED,1,Ostrava (CZE),08 SEP 2018
8:27.51,Agnes Jebet TIROP,23 OCT 1995,KEN,7,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019
8:27.57,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Zürich (SUI),16 AUG 1995
8:27.58,Sonia O'SULLIVAN,28 NOV 1969,IRL,2,Zürich (SUI),11 AUG 2000
8:27.62,Gete WAMI,11 DEC 1974,ETH,4,"Letzigrund, Zürich (SUI)",17 AUG 2001
8:27.68,Junxia WANG,09 JAN 1973,CHN,1,Jinan (CHN),06 JUN 1993
8:27.78,Gabriela SZABO,14 NOV 1975,ROU,1,Zürich (SUI),13 AUG 1997
8:27.79,Gabriela SZABO,14 NOV 1975,ROU,1,"Stadio Olimpico, Roma (ITA)",07 JUL 1999
8:27.83,Maricica PUICĂ,29 JUL 1950,ROU,2,"Stadio Olimpico, Roma (ITA)",07 SEP 1985
8:28.07,Paula RADCLIFFE,17 DEC 1973,GBR,5,"Letzigrund, Zürich (SUI)",17 AUG 2001
8:28.26,Zahra OUAZIZ,20 DEC 1969,MAR,2,Oslo (NOR),30 JUN 1999
8:28.27,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021
8:28.28,Sifan HASSAN,01 JAN 1993,NED,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022
8:28.33,Janet KISA,05 DEC 1992,KEN,3,"Stade Louis II, Monaco (MON)",15 JUL 2016
8:28.36,Gabriela SZABO,14 NOV 1975,ROU,1,"Stade Louis II, Monaco (MON)",04 AUG 1999
8:28.40,Letesenbet GIDEY,20 MAR 1998,ETH,f2,"Hayward Field, Eugene, OR (USA)",20 AUG 2021
8:28.41,Sentayehu EJIGU,28 JUN 1985,ETH,1,"Stade Louis II, Monaco (MON)",22 JUL 2010
8:28.49,Gelete BURKA,23 JAN 1986,ETH,3,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016
8:28.51,Irene JELAGAT,10 DEC 1988,KEN,7,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014
8:28.66,Zahra OUAZIZ,20 DEC 1969,MAR,1,Nice (FRA),16 JUL 1998
8:28.66,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",23 SEP 2007
8:28.66,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Stade Louis II, Monaco (MON)",21 JUL 2017
8:28.71,Yunxia QU,25 DEC 1972,CHN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993
8:28.72,Zahra OUAZIZ,20 DEC 1969,MAR,2,"Stadio Olimpico, Roma (ITA)",07 JUL 1999
8:28.74,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Oslo (NOR),10 JUL 1993
8:28.80,Marta DOMÍNGUEZ,03 NOV 1975,ESP,3,Zürich (SUI),11 AUG 2000
8:28.82,Sonia O'SULLIVAN,28 NOV 1969,IRL,2,Nice (FRA),16 JUL 1998
8:28.83,Zola BUDD,26 MAY 1966,GBR,3,"Stadio Olimpico, Roma (ITA)",07 SEP 1985
8:28.85,Paula RADCLIFFE,17 DEC 1973,GBR,4,Zürich (SUI),11 AUG 2000
8:28.87,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,Oslo (NOR),29 JUL 2005
8:28.90,Sifan HASSAN,01 JAN 1993,NED,1,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017
8:28.95,Mercy CHERONO,07 MAY 1991,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014
8:28.96,Lilian Kasait RENGERUK,03 MAY 1997,KEN,3,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021
8:29.02,Yvonne MURRAY,04 OCT 1964,GBR,3,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988
8:29.02,Lilian Kasait RENGERUK,03 MAY 1997,KEN,3,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019
8:29.05,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018
8:29.05,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022
8:29.06,Priscah Jepleting CHERONO,27 JUN 1980,KEN,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",23 SEP 2007
8:29.09,Agnes Jebet TIROP,23 OCT 1995,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018
8:29.14,Lydia CHEROMEI,11 MAY 1977,KEN,5,Zürich (SUI),11 AUG 2000
8:29.20,Maryam Yusuf JAMAL,16 SEP 1984,BRN,2,"Stade Louis II, Monaco (MON)",22 JUL 2010
8:29.24,Gete WAMI,11 DEC 1974,ETH,3,Paris (FRA),29 JUL 1998
8:29.25,Linli ZHANG,06 MAR 1973,CHN,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993
8:29.30,Yunxia QU,25 DEC 1972,CHN,2,Jinan (CHN),06 JUN 1993
8:29.36,Svetlana GUSKOVA,19 AUG 1957,URS,2,Kiev (URS),25 JUL 1982
8:29.38,Sifan HASSAN,01 JAN 1993,NED,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014
8:29.41,Genzebe DIBABA,08 FEB 1991,ETH,3,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014
8:29.43,Alicia MONSON,13 MAY 1998,USA,4,"Bislett Stadion, Oslo (NOR)",15 JUN 2023
8:29.45,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,Zürich (SUI),19 AUG 2005
8:29.52,Mariem ALAOUI SELSOULI,08 APR 1984,MAR,1,"Stade Louis II, Monaco (MON)",25 JUL 2007
8:29.55,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Crystal Palace, London (GBR)",28 JUL 2006
8:29.58,Jenny SIMPSON,23 AUG 1986,USA,4,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014
8:29.59,Svetlana GUSKOVA,19 AUG 1957,URS,1,Moskva (URS),06 AUG 1984
8:29.60,Yvonne MURRAY,04 OCT 1964,GBR,2,"Crystal Palace, London (GBR)",15 JUL 1994
8:29.69,Mary SLANEY,04 AUG 1958,USA,1,Köln (GER),25 AUG 1985
8:29.71,Mary TABB,04 AUG 1958,USA,1,Oslo (NOR),07 JUL 1982
8:29.72,Gete WAMI,11 DEC 1974,ETH,3,"Stadio Olimpico, Roma (ITA)",07 JUL 1999
8:29.83,Gete WAMI,11 DEC 1974,ETH,3,Oslo (NOR),30 JUN 1999
8:29.83,Beatrice CHEPKOECH,06 JUL 1991,KEN,4,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019
8:29.89,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,2,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017
8:29.89,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,5,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019
8:29.91,Gloria KITE,10 JAN 1998,KEN,6,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019
8:29.93,Shannon ROWBURY,19 SEP 1984,USA,5,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014
8:29.95,Elise CRANNY,09 MAY 1996,USA,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022
8:30.00,Mimi BELETE,09 JUN 1988,BRN,8,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014
8:30.01,Zahra OUAZIZ,20 DEC 1969,MAR,1,Nice (FRA),17 JUL 1999
8:30.03,Gabriela SZABO,14 NOV 1975,ROU,2,Zürich (SUI),16 AUG 1995
8:30.09,Olga YEGOROVA,28 MAR 1972,RUS,1,Bruxelles (BEL),24 AUG 2001
8:30.11,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,3,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017
8:30.12,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Zürich (SUI),04 AUG 1993
8:30.14,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,6,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014
8:30.15,Meseret DEFAR,19 NOV 1983,ETH,1,Thessaloniki (GRE),13 SEP 2009
8:30.18,Mariya PANTYUKOVA,14 AUG 1974,RUS,4,Zürich (SUI),11 AUG 1999
8:30.21,Hellen OBIRI,13 DEC 1989,KEN,4,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017
8:30.22,Carla SACRAMENTO,10 DEC 1971,POR,2,"Stade Louis II, Monaco (MON)",04 AUG 1999
8:30.25,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007
8:30.28,Svetlana ULMASOVA,04 FEB 1953,URS,1,"Olympic Stadium, Athina (GRE)",09 SEP 1982
8:30.29,Meseret DEFAR,19 NOV 1983,ETH,1,"Olympiastadion, Stockholm (SWE)",22 AUG 2013
8:30.30,Yvonne MURRAY,04 OCT 1964,GBR,2,Oslo (NOR),10 JUL 1993
8:30.30,Elise CRANNY,09 MAY 1996,USA,4,"Stade Charléty, Paris (FRA)",28 AUG 2021
8:30.32,Maricica PUICĂ,29 JUL 1950,ROU,2,Köln (GER),25 AUG 1985
8:30.39,Irina MIKITENKO,23 AUG 1972,GER,6,Zürich (SUI),11 AUG 2000
8:30.43,Zahra OUAZIZ,20 DEC 1969,MAR,1,"FBK Stadium, Hengelo (NED)",01 JUN 1998
8:30.45,Yelena ROMANOVA,20 MAR 1963,URS,4,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988
8:30.51,Hyvin KIYENG,13 JAN 1992,KEN,3,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018
8:30.53,Laura MUIR,09 MAY 1993,GBR,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022
8:30.54,Stacey Chepkemboi NDIWA,06 DEC 1992,KEN,7,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014
8:30.54,Sifan HASSAN,01 JAN 1993,NED,f1,"Hayward Field, Eugene, OR (USA)",20 AUG 2021
8:30.56,Tatyana TOMASHOVA,01 JUL 1975,RUS,2,Bruxelles (BEL),24 AUG 2001
8:30.59,Daniela YORDANOVA,08 MAR 1976,BUL,5,St-Denis (FRA),06 JUL 2001
8:30.61,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,2,Thessaloniki (GRE),13 SEP 2009
8:30.64,Laura MUIR,09 MAY 1993,GBR,3,"Stade Louis II, Monaco (MON)",21 JUL 2017
8:30.65,Daniela YORDANOVA,08 MAR 1976,BUL,6,"Stadio Olimpico, Roma (ITA)",29 JUN 2001
8:30.65,Gudaf TSEGAY,23 JUN 1997,ETH,7,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019
8:30.66,Fernanda RIBEIRO,23 JUN 1969,POR,3,"Stade Louis II, Monaco (MON)",04 AUG 1999
8:30.70,Priscah Jepleting CHERONO,27 JUN 1980,KEN,2,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007
8:30.76,Fantu WORKU,29 MAR 1999,ETH,5,"Stade Charléty, Paris (FRA)",28 AUG 2021
8:30.80,Lydia CHEROMEI,11 MAY 1977,KEN,1,"Stade Louis II, Monaco (MON)",18 AUG 2000
8:30.83,Jenny SIMPSON,23 AUG 1986,USA,4,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018
8:30.86,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Bruxelles (BEL),03 SEP 1993
8:30.93,Wude AYALEW,04 JUL 1987,ETH,3,Thessaloniki (GRE),13 SEP 2009
8:30.95,Tegla LOROUPE,09 MAY 1973,KEN,2,"Stade Louis II, Monaco (MON)",18 AUG 2000
8:30.96,Letesenbet GIDEY,20 MAR 1998,ETH,5,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018
8:31.00,Eilish MCCOLGAN,25 NOV 1990,GBR,5,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017
8:31.23,Mercy CHERONO,07 MAY 1991,KEN,2,"Olympiastadion, Stockholm (SWE)",22 AUG 2013
8:31.27,Joanne PAVEY,20 SEP 1973,GBR,4,Bruxelles (BEL),30 AUG 2002
8:31.27,Edith MASAI,04 APR 1967,KEN,1,Paris (FRA),01 JUL 2005
8:31.32,Isabella OCHICHI,28 OCT 1979,KEN,1,Paris (FRA),23 JUL 2004
8:31.36,Eilish MCCOLGAN,25 NOV 1990,GBR,6,"Stade Charléty, Paris (FRA)",28 AUG 2021
8:31.38,Shannon ROWBURY,19 SEP 1984,USA,3,"Stade Louis II, Monaco (MON)",22 JUL 2010
8:31.39,Eilish MCCOLGAN,25 NOV 1990,GBR,4,"Stade Louis II, Monaco (MON)",21 JUL 2017
8:31.40,Gete WAMI,11 DEC 1974,ETH,3,Bruxelles (BEL),24 AUG 2001
8:31.42,Isabella OCHICHI,28 OCT 1979,KEN,2,Oslo (NOR),29 JUL 2005
8:31.45,Berhane ADERE,23 NOV 1973,ETH,4,Bruxelles (BEL),24 AUG 2001
8:31.45,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,8,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019
8:31.61,Paula RADCLIFFE,17 DEC 1973,GBR,4,"Stadio Olimpico, Roma (ITA)",07 JUL 1999
8:31.67,Maricica PUICĂ,29 JUL 1950,ROU,1,Bucureşti (ROU),14 AUG 1982
8:31.67,Natalya ARTYOMOVA,05 JAN 1963,URS,5,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988
8:31.69,Lidia CHOJECKA,25 JAN 1977,POL,5,Bruxelles (BEL),30 AUG 2002
8:31.75,Grete WAITZ,01 OCT 1953,NOR,1,Oslo (NOR),17 JUL 1979
8:31.76,Edith MASAI,04 APR 1967,KEN,6,"Letzigrund, Zürich (SUI)",17 AUG 2001
8:31.81,Jessica HULL,22 OCT 1996,AUS,1,"SOPAC, Sydney (AUS)",11 MAR 2023
8:31.84,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,"Olympiastadion, Helsinki (FIN)",10 AUG 1994
8:31.84,Genzebe DIBABA,08 FEB 1991,ETH,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016
8:31.86,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,4,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016
8:31.88,Gabriela SZABO,14 NOV 1975,ROU,1,Paris (FRA),05 JUL 2002
8:31.89,Berhane ADERE,23 NOV 1973,ETH,2,Zürich (SUI),19 AUG 2005
8:31.90,Gabriela SZABO,14 NOV 1975,ROU,5,Bruxelles (BEL),24 AUG 2001
8:31.94,Elvan ABEYLEGESSE,11 SEP 1982,TUR,6,Bruxelles (BEL),30 AUG 2002
8:31.95,Li-rong ZHANG,03 MAR 1973,CHN,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993
8:32.0h,Tetyana POZDNYAKOVA,04 MAR 1956,URS,1,Ryazan (URS),11 AUG 1984
8:32.00,Elana MEYER,10 OCT 1966,RSA,1,Durban (RSA),29 APR 1991
8:32.02,Paula RADCLIFFE,17 DEC 1973,GBR,6,Bruxelles (BEL),24 AUG 2001
8:32.08,Tatyana KAZANKINA,17 DEC 1951,URS,1,Leningrad (URS),27 JUL 1983
8:32.1h,Grete WAITZ,01 OCT 1953,NOR,1,Oslo (NOR),27 JUN 1978
8:32.10,Fantu WORKU,29 MAR 1999,ETH,9,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019
8:32.13,Janet KISA,05 DEC 1992,KEN,5,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016
8:32.17,Angela CHALMERS,06 SEP 1963,CAN,1,Victoria (CAN),23 AUG 1994
8:32.18,Mimi BELETE,09 JUN 1988,BRN,4,"Stade Louis II, Monaco (MON)",22 JUL 2010
8:32.21,Agnes Jebet TIROP,23 OCT 1995,KEN,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018
8:32.23,Mariya PANTYUKOVA,14 AUG 1974,RUS,4,"Stade Louis II, Monaco (MON)",04 AUG 1999
8:32.31,Berhane ADERE,23 NOV 1973,ETH,2,Paris (FRA),05 JUL 2002
8:32.43,Yvonne MURRAY,04 OCT 1964,GBR,2,Bruxelles (BEL),03 SEP 1993
8:32.45,Carla SACRAMENTO,10 DEC 1971,POR,3,Bruxelles (BEL),03 SEP 1999
