Mark,Competitor,DOB,Nat,Pos,Venue,Date
47:29,Tsigie GEBRESELAMA,30 SEP 2000,ETH,1.0,Heerenberg (NED),01 DEC 2019
47:30,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1.0,"Tyler, TX (USA)",15 MAY 2021
47:31,Gete WAMI,11 DEC 1974,ETH,2.0,Nijmegen (NED),19 NOV 2006
47:32,Emily CHEBET,18 FEB 1986,KEN,2.0,Nijmegen (NED),16 NOV 2014
47:33,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,2.0,Valencia (ESP),08 JUN 2019
47:35,Evaline CHIRCHIR,02 FEB 1998,KEN,2.0,Nijmegen (NED),18 NOV 2018
47:36,Bezunesh BEKELE,29 JAN 1983,ETH,1.0,Nijmegen (NED),18 NOV 2007
47:37,Lornah KIPLAGAT,01 MAY 1974,NED,2.0,Nijmegen (NED),18 NOV 2007
47:37,Joan Chelimo MELLY,10 NOV 1990,KEN,2.0,Heerenberg (NED),01 DEC 2019
47:37,Stella CHESANG,01 DEC 1996,UGA,3.0,Nijmegen (NED),20 NOV 2022
47:38,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1.0,Valencia (ESP),02 JUN 2018
47:40,Elana MEYER,10 OCT 1966,RSA,1.0,Milnerton (RSA),05 OCT 1991
47:40,Eilish MCCOLGAN,25 NOV 1990,GBR,4.0,Nijmegen (NED),20 NOV 2022
47:41,Susan KRUMINS,08 JUL 1986,NED,3.0,Nijmegen (NED),18 NOV 2018
47:43,Liz MCCOLGAN,24 MAY 1964,GBR,1.0,"Tampa, FL (USA)",13 FEB 1988
47:47,Yvonne MORWA,12 NOV 1993,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2017
47:47,Hanna KLEIN,06 APR 1993,GER,5.0,Nijmegen (NED),20 NOV 2022
47:48,Berhane ADERE,23 NOV 1973,ETH,1.0,Nijmegen (NED),20 NOV 2005
47:48,Bezunesh BEKELE,29 JAN 1983,ETH,2.0,Nijmegen (NED),15 NOV 2009
47:50,Molly HUDDLE,31 AUG 1984,USA,1.0,"Jacksonville, FL (USA)",10 MAR 2018
47:52,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",11 FEB 1984
47:54,Genet GETANEH,06 JAN 1986,ETH,1.0,Nijmegen (NED),21 NOV 2010
47:57,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,1.0,"Utica, NY (USA)",11 JUL 2010
47:57,Pauline Chemning KORIKWIANG,01 MAR 1988,KEN,2.0,Valencia (ESP),02 JUN 2018
47:57,Diane VAN ES,22 MAR 1999,NED,6.0,Nijmegen (NED),20 NOV 2022
48:00,Rose CHERUIYOT,21 JUL 1976,KEN,2.0,Nijmegen (NED),20 NOV 2005
48:01,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",09 FEB 1980
48:01,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1.0,"Tampa, FL (USA)",08 FEB 1986
48:02,Agnes Mumbua NGOLO,24 OCT 1995,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2023
48:06,Berhane ADERE,23 NOV 1973,ETH,1.0,Nijmegen (NED),19 NOV 2000
48:06,Catherine NDEREBA,21 JUL 1972,KEN,1.0,"Utica, NY (USA)",08 JUL 2001
48:08,Florence KIPLAGAT,27 FEB 1987,KEN,2.0,Nijmegen (NED),21 NOV 2010
48:09,Tiki GELANA,22 OCT 1987,ETH,2.0,Nijmegen (NED),18 NOV 2012
48:09,Emily SISSON,12 OCT 1991,USA,1.0,"Jacksonville, FL (USA)",20 MAR 2021
48:10,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",09 FEB 1985
48:11,Elana MEYER,10 OCT 1966,RSA,1.0,"Tampa, FL (USA)",26 FEB 1994
48:11,Elana MEYER,10 OCT 1966,RSA,2.0,"Utica, NY (USA)",08 JUL 2001
48:11,Vivian MELLY,,KEN,2.0,Le Puy-en-Velay (FRA),01 MAY 2023
48:11,Cynthia KOSGEI,12 DEC 1993,KEN,3.0,Le Puy-en-Velay (FRA),01 MAY 2023
48:12,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",07 FEB 1981
48:13,Ines CHENONGE,01 FEB 1982,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2009
48:14,Anne HANNAM,07 JAN 1961,NZL,1.0,"Tulsa, OK (USA)",29 OCT 1988
48:14,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1.0,"Tampa, FL (USA)",11 FEB 1989
48:14,Deena KASTOR,14 FEB 1973,USA,1.0,"Jacksonville, FL (USA)",09 MAR 2002
48:15,Susan CHEPKEMEI,25 JUN 1975,KEN,2.0,Nijmegen (NED),19 NOV 2000
48:15,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,2.0,"Utica, NY (USA)",11 JUL 2010
48:15,Eva CHERONO,15 AUG 1996,KEN,3.0,Nijmegen (NED),17 NOV 2019
48:17,Wendy SLY,05 NOV 1959,GBR,2.0,"Tampa, FL (USA)",09 FEB 1985
48:17,Elana MEYER,10 OCT 1966,RSA,1.0,Bellville (RSA),03 NOV 1990
48:18,Wendy SLY,05 NOV 1959,GBR,1.0,"Tampa, FL (USA)",05 FEB 1983
48:18,Yasemin CAN,11 DEC 1996,TUR,1.0,Istanbul (TUR),11 NOV 2018
48:19,Jill BOLTZ,14 OCT 1966,GBR,1.0,"Utica, NY (USA)",14 JUL 1991
48:19,Colleen DE REUCK,13 APR 1964,RSA,2.0,Cape Town (RSA),02 NOV 1991
48:19,Joan Chelimo MELLY,10 NOV 1990,KEN,2.0,Le Puy-en-Velay (FRA),01 MAY 2017
48:20,Aurora CUNHA,31 MAY 1959,POR,1.0,"Portland, OR (USA)",17 JUN 1990
48:20,Evaline CHIRCHIR,02 FEB 1998,KEN,3.0,Valencia (ESP),02 JUN 2018
48:21,Jessica AUGUSTO,08 NOV 1981,POR,1.0,Moskva (RUS),08 SEP 2007
48:22,Alevtina IVANOVA,22 MAY 1975,RUS,2.0,Moskva (RUS),08 SEP 2007
48:24,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1.0,Adelaide (AUS),20 MAR 1988
48:24,Isabella OCHICHI,28 OCT 1979,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2003
48:25,Esther KIPLAGAT,08 DEC 1966,KEN,3.0,"Utica, NY (USA)",08 JUL 2001
48:25,Derebe ALEMU,05 JUN 1983,ETH,2.0,Nijmegen (NED),21 NOV 2004
48:26,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",06 FEB 1982
48:26,Emily SISSON,12 OCT 1991,USA,1.0,"Jacksonville, FL (USA)",04 MAR 2023
48:28,Lisa WEIDENBACH,13 DEC 1961,USA,1.0,"Portland, OR (USA)",18 JUN 1989
48:28,Lieve SLEGERS,06 APR 1965,BEL,1.0,"Tulsa, OK (USA)",28 OCT 1995
48:29,Constantina DITA-TOMESCU,23 JAN 1970,ROU,1.0,"Utica, NY (USA)",14 JUL 2002
48:29,Mariya KONOVALOVA,14 AUG 1974,RUS,3.0,Moskva (RUS),08 SEP 2007
48:29,Kidsan ALEMA,29 JUL 1995,ETH,4.0,Nijmegen (NED),18 NOV 2018
48:30,Grete WAITZ,01 OCT 1953,NOR,2.0,"Tampa, FL (USA)",05 FEB 1983
48:30,Tegla LOROUPE,09 MAY 1973,KEN,1.0,"Tampa, FL (USA)",24 FEB 1996
48:30,Catherina MCKIERNAN,30 NOV 1969,IRL,1.0,Nijmegen (NED),16 NOV 1997
48:30,Gladys CHEPKURUI,17 AUG 1994,KEN,2.0,Valencia (ESP),18 SEP 2021
48:31,Aurora CUNHA,31 MAY 1959,POR,1.0,Lisboa (POR),09 NOV 1986
48:31,Lyudmila PETROVA,07 OCT 1968,RUS,1.0,Moskva (RUS),08 AUG 1998
48:31,Lydia KORIR,1993,KEN,4.0,Le Puy-en-Velay (FRA),01 MAY 2023
48:32,Gete WAMI,11 DEC 1974,ETH,3.0,Nijmegen (NED),19 NOV 2000
48:32,Bezunesh BEKELE,29 JAN 1983,ETH,1.0,Heerenberg (NED),04 DEC 2005
48:33,Waganesh MEKASHA,16 JAN 1992,ETH,1,Nijmegen (NED),20 NOV 2011
48:35,Grete WAITZ,01 OCT 1953,NOR,1,"Portland, OR (USA)",30 JUN 1985
48:35,Rosa MOTA,29 JUN 1958,POR,2,Lisboa (POR),09 NOV 1986
48:35,Bezunesh BEKELE,29 JAN 1983,ETH,1,Heerenberg (NED),05 DEC 2004
48:35,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,1,São Paulo (BRA),31 DEC 2016
48:36,Carla BEURSKENS,10 FEB 1952,NED,3,Lisboa (POR),09 NOV 1986
48:36,Delvine Relin MERINGOR,01 AUG 1992,KEN,1,Mersin (TUR),16 DEC 2018
48:37,Edith MASAI,04 APR 1967,KEN,1,Le Puy-en-Velay (FRA),01 MAY 2001
48:37,Susie POWER,26 MAR 1975,AUS,1,Melbourne (AUS),23 JUN 2002
48:37,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,Heerenberg (NED),04 DEC 2016
48:38,Carmen DE OLIVEIRA,17 AUG 1965,BRA,2,"Tampa, FL (USA)",26 FEB 1994
48:38,Delillah ASIAGO,24 FEB 1972,KEN,1,"Tampa, FL (USA)",18 FEB 1995
48:39,Delvine Relin MERINGOR,01 AUG 1992,KEN,2,Istanbul (TUR),11 NOV 2018
48:40,Catherina MCKIERNAN,30 NOV 1969,IRL,1,La Courneuve (FRA),30 APR 1995
48:40,Rose CHERUIYOT,21 JUL 1976,KEN,1,Nijmegen (NED),11 NOV 2001
48:40,Jessica AUGUSTO,08 NOV 1981,POR,1,Viana de Castelo (POR),20 JAN 2008
48:40,Jordan HASAY,21 SEP 1991,USA,2,"Jacksonville, FL (USA)",10 MAR 2018
48:41,Marty COOKSEY,18 JUL 1954,USA,4,Lisboa (POR),09 NOV 1986
48:41,Isabella OCHICHI,28 OCT 1979,KEN,1,Le Puy-en-Velay (FRA),01 MAY 2005
48:41,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,1,"Utica, NY (USA)",10 JUL 2011
48:41,Daisy KIMELI,28 NOV 1994,KEN,1,Mersin (TUR),03 DEC 2017
48:42,Wendy SLY,05 NOV 1959,GBR,2,"Tampa, FL (USA)",11 FEB 1984
48:42,Iulia OLTEANU-NEGURA,26 JAN 1967,ROU,1,Nieuwegein (NED),13 OCT 1991
48:42,Catherina MCKIERNAN,30 NOV 1969,IRL,1,La Courneuve (FRA),28 APR 1996
48:42,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,Rishon Letzion (ISR),01 FEB 2019
48:43,Francie LARRIEU-SMITH,23 NOV 1952,USA,1,"Jacksonville, FL (USA)",09 MAR 1991
48:43,Andrea WALLACE,22 NOV 1966,GBR,2,Nieuwegein (NED),13 OCT 1991
48:43,Anne Marie LAUCK,07 MAR 1969,USA,3,"Tampa, FL (USA)",26 FEB 1994
48:43,Marla RUNYAN,04 JAN 1969,USA,2,"Jacksonville, FL (USA)",08 MAR 2003
48:43,Tirunesh DIBABA,01 OCT 1985,ETH,1,Nijmegen (NED),17 NOV 2013
48:43,Gladys CHESIR,20 FEB 1993,KEN,3,Nijmegen (NED),16 NOV 2014
48:44,Grete WAITZ,01 OCT 1953,NOR,1,"Portland, OR (USA)",26 JUN 1983
48:44,Aurora CUNHA,31 MAY 1959,POR,2,"Portland, OR (USA)",18 JUN 1989
48:44,Uta PIPPIG,07 SEP 1965,GER,3,Nieuwegein (NED),13 OCT 1991
48:44,Nadja WIJENBERG,02 APR 1964,URS,4,Nieuwegein (NED),13 OCT 1991
48:44,Emily CHEBET,18 FEB 1986,KEN,1,Istanbul (TUR),17 OCT 2010
48:44,Joan Chelimo MELLY,10 NOV 1990,KEN,1,Heerenberg (NED),02 DEC 2018
48:45,Jill BOLTZ,14 OCT 1966,GBR,2,"Jacksonville, FL (USA)",09 MAR 1991
48:45,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,Nijmegen (NED),17 NOV 1991
48:45,Fernanda RIBEIRO,23 JUN 1969,POR,1,La Courneuve (FRA),29 MAY 1994
48:45,Lidiya GRIGORYEVA,21 JAN 1974,RUS,1,Moskva (RUS),06 SEP 2003
48:45,Belainesh Zemedkun GEBRE,23 DEC 1987,ETH,2,"Utica, NY (USA)",10 JUL 2011
48:46,Eva CHERONO,15 AUG 1996,KEN,7,Nijmegen (NED),20 NOV 2022
48:47,Rosanna MUNEROTTO,03 DEC 1962,ITA,5,Nieuwegein (NED),13 OCT 1991
48:47,Catherine NDEREBA,21 JUL 1972,KEN,1,"Utica, NY (USA)",09 JUL 2000
48:48,Elana MEYER,10 OCT 1966,RSA,1,"Tampa, FL (USA)",25 JAN 1997
48:48,Prisca JEPTOO,24 JUN 1984,KEN,1,São Paulo (BRA),31 DEC 2011
48:48,Sara MOREIRA,17 OCT 1985,POR,1,Lisboa (POR),13 JAN 2013
48:48,Yuka SUZUKI,14 SEP 1999,JPN,4,Nijmegen (NED),17 NOV 2019
48:49,Rose CHERUIYOT,21 JUL 1976,KEN,3,Nijmegen (NED),18 NOV 2007
48:49,Lornah KIPLAGAT,01 MAY 1974,NED,1,Heerenberg (NED),07 DEC 2008
48:49,Mary Wacera NGUGI,17 DEC 1988,KEN,1,"Utica, NY (USA)",12 JUL 2015
48:50,Grete WAITZ,01 OCT 1953,NOR,1,"Tampa, FL (USA)",07 FEB 1987
48:50,Elva DRYER,26 SEP 1971,USA,2,"Jacksonville, FL (USA)",09 MAR 2002
48:50,Susan CHEPKEMEI,25 JUN 1975,KEN,1,"Utica, NY (USA)",11 JUL 2004
48:50,Derebe ALEMU,05 JUN 1983,ETH,1,Heerenberg (NED),02 DEC 2007
48:50,Grace MOMANYI,13 FEB 1981,KEN,1f1,Luanda (ANG),31 DEC 2008
48:50,Cynthia JEROTICH,18 DEC 1989,KEN,1,"Utica, NY (USA)",10 JUL 2016
48:51,Irene Kwambai KIPCHUMBA,25 OCT 1978,KEN,1,Le Puy-en-Velay (FRA),01 MAY 2006
48:51,Mirriam WANGARI,22 FEB 1979,KEN,1,Porto (POR),18 JUN 2006
48:51,Cynthia JEROTICH,18 DEC 1989,KEN,2,"Utica, NY (USA)",12 JUL 2015
48:52,Tegla LOROUPE,09 MAY 1973,KEN,2,"Tampa, FL (USA)",18 FEB 1995
48:52,Catherine NDEREBA,21 JUL 1972,KEN,1,"Utica, NY (USA)",11 JUL 1999
48:52,Wude AYALEW,04 JUL 1987,ETH,2,São Paulo (BRA),31 DEC 2011
48:52,Beatrice Chepkemoi MUTAI,19 APR 1987,KEN,3,Nijmegen (NED),18 NOV 2012
48:52,Birke DEBELE,12 SEP 1995,ETH,1,Nijmegen (NED),19 NOV 2017
48:52,Delvine Relin MERINGOR,01 AUG 1992,KEN,2,Mersin (TUR),03 DEC 2017
48:52,Marielle HALL,28 JAN 1992,USA,1,"Jacksonville, FL (USA)",07 MAR 2020
48:53,Grete WAITZ,01 OCT 1953,NOR,1,"Jacksonville, FL (USA)",08 MAR 1986
48:53,Nancy TINARI,13 JUN 1959,CAN,2,Monaco (MON),21 NOV 1987
48:53,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,1,Le Puy-en-Velay (FRA),01 MAY 2018
48:53,Lucy CHERUIYOT,04 JAN 1997,KEN,2,Le Puy-en-Velay (FRA),01 MAY 2018
48:54,Isabella OCHICHI,28 OCT 1979,KEN,1,Le Puy-en-Velay (FRA),01 MAY 2002
48:54,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,Heerenberg (NED),04 DEC 2016
48:54,Mercyline CHELANGAT,17 DEC 1997,UGA,2,Nijmegen (NED),19 NOV 2017
48:54,Evaline CHIRCHIR,02 FEB 1998,KEN,3,Nijmegen (NED),19 NOV 2017
48:54,Brigid KOSGEI,20 FEB 1994,KEN,1,São Paulo (BRA),31 DEC 2019
48:54,Rosemary WANJIRU,09 DEC 1994,KEN,1,"Utica, NY (USA)",10 JUL 2022
48:55,Catherine NDEREBA,21 JUL 1972,KEN,1,"Utica, NY (USA)",14 JUL 1996
48:55,Catherine NDEREBA,21 JUL 1972,KEN,1,"Tulsa, OK (USA)",31 OCT 1998
48:55,Susan CHEPKEMEI,25 JUN 1975,KEN,1,"Utica, NY (USA)",13 JUL 2003
48:55,Nancy Jepkosgei KIPROP,07 JUL 1979,KEN,2,Porto (POR),18 JUN 2006
48:55,Remziye TEMEL ERMAN,25 JAN 1995,TUR,7,Mersin (TUR),03 DEC 2017
48:56,Cathy O'BRIEN,19 JUL 1967,USA,1,"Jacksonville, FL (USA)",11 MAR 1995
48:56,Sofia ASSEFA,14 NOV 1987,ETH,4,Nijmegen (NED),19 NOV 2017
48:56,Rediet DANIEL MOLLA,,ETH,3,Heerenberg (NED),01 DEC 2019
48:56,Joyce Chepkemoi TELE,03 MAY 1995,KEN,1,Le Puy-en-Velay (FRA),12 SEP 2021
48:57,Elana MEYER,10 OCT 1966,RSA,1,Durban (RSA),23 MAY 1992
48:57,Marisa BARROS,25 FEB 1980,POR,1,Porto (POR),20 JUN 2010
48:58,Marleen RENDERS,24 DEC 1968,BEL,1,Hasselt (BEL),10 OCT 1999
48:58,Jennifer RHINES,01 JUL 1974,USA,2,"Jacksonville, FL (USA)",10 MAR 2007
48:59,Delillah ASIAGO,24 FEB 1972,KEN,1,"Tulsa, OK (USA)",29 OCT 1994
48:59,Liz MCCOLGAN,24 MAY 1964,GBR,3,"Tampa, FL (USA)",18 FEB 1995
48:59,Yasemin CAN,11 DEC 1996,TUR,1,Istanbul (TUR),12 NOV 2017
49:00,Judi ST. HILAIRE,05 SEP 1959,USA,1,"Tulsa, OK (USA)",28 OCT 1989
49:00,Jill BOLTZ,14 OCT 1966,GBR,1,"Tampa, FL (USA)",09 FEB 1991
49:00,Mestawat TUFA,14 SEP 1983,ETH,3,Nijmegen (NED),20 NOV 2005
49:00,Lucy MACHARIA,07 DEC 1987,KEN,4,Nijmegen (NED),18 NOV 2012
