Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
12.35,Yordanka DONKOVA,28 SEP 1961,BUL,1h2,Köln (GER),17 AUG 1986,0.1
12.35,Sally PEARSON,19 SEP 1986,AUS,1,"Olympic Stadium, London (GBR)",07 AUG 2012,-0.2
12.35,Jasmin STOWERS,23 SEP 1991,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,0.9
12.35,Alaysha JOHNSON,20 JUL 1996,USA,2,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,-1.4
12.35,Kendra HARRISON,18 SEP 1992,USA,2,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,-0.2
12.36,Grażyna RABSZTYN,20 SEP 1952,POL,1,Warszawa (POL),13 JUN 1980,1.9
12.36,Yordanka DONKOVA,28 SEP 1961,BUL,1,Sofia (BUL),13 AUG 1986,-0.7
12.36,Yordanka DONKOVA,28 SEP 1961,BUL,1,Schwechat (AUT),15 JUN 1988,1.1
12.36,Sally PEARSON,19 SEP 1986,AUS,1sf2,"DS, Daegu (KOR)",03 SEP 2011,0.3
12.36,Kendra HARRISON,18 SEP 1992,USA,1f1,"Athens, GA (USA)",08 APR 2016,1.4
12.36,Kendra HARRISON,18 SEP 1992,USA,1,"Olympic Stadium, London (GBR)",22 JUL 2018,0.6
12.36,Masai RUSSELL,17 JUN 2000,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023,2.0
12.37,Yordanka DONKOVA,28 SEP 1961,BUL,1,Berlin (GER),15 AUG 1986,1.4
12.37,Gail DEVERS,19 NOV 1966,USA,1,"La Cartuja, Sevilla (ESP)",28 AUG 1999,0.7
12.37,Joanna HAYES,23 DEC 1976,USA,1,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1.5
12.37,Dawn HARPER-NELSON,13 MAY 1984,USA,2,"Olympic Stadium, London (GBR)",07 AUG 2012,-0.2
12.37,Sharika NELVIS,10 MAY 1990,USA,1sf1,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,2.0
12.37,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"National Stadium, Tokyo (JPN)",02 AUG 2021,-0.3
12.37,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,0.1
12.37,Kendra HARRISON,18 SEP 1992,USA,2,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,0.8
12.38,Yordanka DONKOVA,28 SEP 1961,BUL,1,Budapest (HUN),11 AUG 1986,0.0
12.38,Yordanka DONKOVA,28 SEP 1961,BUL,1,"Neckarstadion, Stuttgart (GER)",29 AUG 1986,-0.7
12.38,Yordanka DONKOVA,28 SEP 1961,BUL,1,"Olympic Stadium, Jamsil, Seoul (KOR)",30 SEP 1988,0.2
12.38,Brianna MCNEAL,18 AUG 1991,USA,1,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1.3
12.38,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,-0.8
12.38,Tia JONES,08 SEP 2000,USA,2,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,0.1
12.39,Vera KOMISOVA,11 JUN 1953,URS,1,Roma (ITA),05 AUG 1980,1.5
12.39,Ginka ZAGORCHEVA,12 APR 1958,BUL,2,Ljubljana (SLO),07 SEP 1986,1.5
12.39,Natalya GRIGORYEVA,03 DEC 1962,URS,1,Kiev (URS),11 JUL 1991,1.8
12.39,Gail DEVERS,19 NOV 1966,USA,1f1,Zürich (SUI),11 AUG 2000,-0.7
12.39,Sally PEARSON,19 SEP 1986,AUS,1sf2,"Olympic Stadium, London (GBR)",07 AUG 2012,1.3
12.39,Brianna MCNEAL,18 AUG 1991,USA,1,"Eugene, OR (USA)",08 JUN 2013,1.7
12.39,Jasmin STOWERS,23 SEP 1991,USA,1,"National Stadium, Kingston (JAM)",09 MAY 2015,2.0
12.39,Kendra HARRISON,18 SEP 1992,USA,1,"Olympic Stadium, London (GBR)",09 JUL 2017,0.2
12.39,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Percy Beard Track, Gainesville, FL (USA)",16 APR 2022,-0.1
12.4,Yordanka DONKOVA,28 SEP 1961,BUL,1,Moskva (URS),08 JUL 1986,0.4
12.4,Gail DEVERS,19 NOV 1966,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,1.2
12.4,Sally PEARSON,19 SEP 1986,AUS,1,Paris (FRA),06 JUL 2012,0.0
12.4,Jasmin STOWERS,23 SEP 1991,USA,1,"Des Moines, IA (USA)",25 APR 2015,1.5
12.4,Kendra HARRISON,18 SEP 1992,USA,1h2,"Olympic Stadium, London (GBR)",22 JUL 2016,0.2
12.4,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Knoxville, TN (USA)",13 MAY 2018,1.2
12.4,Janeek BROWN,14 MAY 1998,JAM,1,"Austin, TX (USA)",08 JUN 2019,0.6
12.4,Britany ANDERSON,03 JAN 2001,JAM,1sf2,"National Stadium, Tokyo (JPN)",01 AUG 2021,0.0
12.4,Alaysha JOHNSON,20 JUL 1996,USA,1,"Icahn Stadium, New York, NY (USA)",12 JUN 2022,2.0
12.4,Kendra HARRISON,18 SEP 1992,USA,1sf2,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,-0.1
12.4,Tobi AMUSAN,23 APR 1997,NGR,1h3,"Hayward Field, Eugene, OR (USA)",23 JUL 2022,1.5
12.4,Kendra HARRISON,18 SEP 1992,USA,3,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,0.1
12.4,Tia JONES,08 SEP 2000,USA,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,-0.3
12.4,Alia ARMSTRONG,28 DEC 2000,USA,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023,0.4
12.4,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stade des Grands Pêchers, Montreuil (FRA)",31 MAY 2023,0.9
12.4,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,-1.4
12.41,Alina TALAY,14 MAY 1989,BLR,1f1,St. Pölten (AUT),31 MAY 2018,0.5
12.41,Brianna MCNEAL,18 AUG 1991,USA,1h2,"Olympic Stadium, London (GBR)",22 JUL 2018,0.2
12.41,Danielle WILLIAMS,14 SEP 1992,JAM,1h1,"Olympic Stadium, London (GBR)",20 JUL 2019,-1.1
12.41,Danielle WILLIAMS,14 SEP 1992,JAM,1sf1,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1.0
12.41,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1h5,"National Stadium, Tokyo (JPN)",31 JUL 2021,0.3
12.41,Tobi AMUSAN,23 APR 1997,NGR,1,"Stade Charléty, Paris (FRA)",18 JUN 2022,-0.4
12.41,Alaysha JOHNSON,20 JUL 1996,USA,1h1,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,0.4
12.41,Danielle WILLIAMS,14 SEP 1992,JAM,3sf1,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,0.9
12.41,Alaysha JOHNSON,20 JUL 1996,USA,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",06 JUN 2023,1.9
12.42,Bettine JAHN,03 AUG 1958,GDR,1,Berlin (GER),08 JUN 1983,1.8
12.42,Ginka ZAGORCHEVA,12 APR 1958,BUL,1,Sofia (BUL),14 AUG 1985,1.0
12.42,Yordanka DONKOVA,28 SEP 1961,BUL,1,Bruxelles (BEL),05 SEP 1986,-0.3
12.42,Lyudmila NAROZHILENKO,21 APR 1964,RUS,1,"Stadio Olimpico, Roma (ITA)",09 JUN 1992,0.2
12.42,Anjanette KIRKLAND,24 FEB 1974,USA,1,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,2.0
12.42,Gail DEVERS,19 NOV 1966,USA,1,Stockholm (SWE),16 JUL 2002,1.1
12.42,Gail DEVERS,19 NOV 1966,USA,1,"Stade Louis II, Monaco (MON)",19 JUL 2002,0.0
12.42,Kendra HARRISON,18 SEP 1992,USA,1,George Town (CAY),14 MAY 2016,0.1
12.42,Kendra HARRISON,18 SEP 1992,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,0.7
12.42,Tobi AMUSAN,23 APR 1997,NGR,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,0.4
12.42,Britany ANDERSON,03 JAN 2001,JAM,3,"Letzigrund, Zürich (SUI)",08 SEP 2022,-0.3
12.42,Alaysha JOHNSON,20 JUL 1996,USA,1f,"Stadion Śląski, Chorzów (POL)",04 JUN 2023,-0.1
12.42,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1f,"Stadion Śląski, Chorzów (POL)",04 JUN 2023,-0.1
12.42,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1f1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,0.0
12.43,Lucyna LANGER-KALEK,09 JAN 1956,POL,1,Hannover (GER),19 AUG 1984,-0.9
12.43,Ginka ZAGORCHEVA,12 APR 1958,BUL,1,Budapest (HUN),06 JUL 1987,0.7
12.43,Michelle PERRY,01 MAY 1979,USA,1sf1,"Carson, CA (USA)",26 JUN 2005,-0.3
12.43,Michelle PERRY,01 MAY 1979,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,0.6
12.43,Lolo JONES,05 AUG 1982,USA,1sf1,"National Stadium, Beijing (CHN)",18 AUG 2008,0.2
12.43,Dawn HARPER-NELSON,13 MAY 1984,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,0.5
12.43,Queen HARRISON,10 SEP 1988,USA,2,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2013,1.2
12.43,Brianna MCNEAL,18 AUG 1991,USA,1f2,"Torrance, CA (USA)",21 APR 2018,1.5
12.43,Kendra HARRISON,18 SEP 1992,USA,1,"Stade Louis II, Monaco (MON)",12 JUL 2019,0.1
12.43,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stadion Śląski, Chorzów (POL)",05 JUN 2022,-1.4
12.43,Alia ARMSTRONG,28 DEC 2000,USA,1sf2,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,-0.1
12.43,Alaysha JOHNSON,20 JUL 1996,USA,1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",30 JUL 2022,2.0
12.43,Ackera NUGENT,29 APR 2002,JAM,2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023,0.4
12.44,Lucyna LANGER-KALEK,09 JAN 1956,POL,2,Warszawa (POL),13 JUN 1980,1.9
12.44,Yordanka DONKOVA,28 SEP 1961,BUL,1,Sofia (BUL),07 AUG 1982,1.0
12.44,Gloria SIEBERT,13 JAN 1964,GDR,2,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,-0.5
12.44,Lyudmila NAROZHILENKO,21 APR 1964,URS,1sf2,Kiev (URS),11 JUL 1991,1.3
12.44,Natalya GRIGORYEVA,03 DEC 1962,URS,1,Paris-St-Denis (FRA),19 JUL 1991,1.5
12.44,Olga SHISHIGINA,23 DEC 1968,KAZ,1f1,Luzern (SUI),27 JUN 1995,-0.8
12.44,Glory ALOZIE,30 DEC 1977,NGR,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,0.4
12.44,Glory ALOZIE,30 DEC 1977,NGR,1,Bruxelles (BEL),28 AUG 1998,0.0
12.44,Glory ALOZIE,30 DEC 1977,NGR,2,"La Cartuja, Sevilla (ESP)",28 AUG 1999,0.7
12.44,Damu CHERRY-MITCHELL,29 NOV 1977,USA,2f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,0.6
12.44,Michelle PERRY,01 MAY 1979,USA,1,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,0.5
12.44,Brianna MCNEAL,18 AUG 1991,USA,1,"Luzhniki Stadion, Moskva (RUS)",17 AUG 2013,-0.6
12.44,Dawn HARPER-NELSON,13 MAY 1984,USA,1,Paris (FRA),05 JUL 2014,0.0
12.44,Kendra HARRISON,18 SEP 1992,USA,1,Paris (FRA),27 AUG 2016,0.2
12.44,Brianna MCNEAL,18 AUG 1991,USA,1f1,Luzern (SUI),09 JUL 2018,0.9
12.44,Kendra HARRISON,18 SEP 1992,USA,1,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,-1.2
12.44,Nia ALI,23 OCT 1988,USA,2sf1,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1.0
12.44,Tonea MARSHALL,17 DEC 1998,USA,1h1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",29 MAY 2021,0.8
12.44,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"FBK Stadium, Hengelo (NED)",06 JUN 2021,0.5
12.44,Demisha ROSWELL,19 JUN 1998,JAM,1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",15 MAY 2022,1.5
12.44,Britany ANDERSON,03 JAN 2001,JAM,4,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,0.1
12.44,Tia JONES,08 SEP 2000,USA,1,"Drake Stadium, Des Moines, IA (USA)",29 APR 2023,1.1
12.44,Kendra HARRISON,18 SEP 1992,USA,1h1,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,1.0
12.44,Tia JONES,08 SEP 2000,USA,2f1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,0.0
12.45,Lucyna LANGER-KALEK,09 JAN 1956,POL,1h1,"Olympic Stadium, Athina (GRE)",08 SEP 1982,1.5
12.45,Lucyna LANGER-KALEK,09 JAN 1956,POL,1,"Olympic Stadium, Athina (GRE)",09 SEP 1982,0.4
12.45,Cornelia OSCHKENAT,29 OCT 1961,GDR,1,Neubrandenburg (GDR),11 JUN 1987,1.3
12.45,Yordanka DONKOVA,28 SEP 1961,BUL,1,Budapest (HUN),12 AUG 1988,0.0
12.45,Yordanka DONKOVA,28 SEP 1961,BUL,1f1,Budapest (HUN),12 AUG 1988,0.0
12.45,Brigitte Ann FOSTER-HYLTON,07 NOV 1974,JAM,1,"Eugene, OR (USA)",24 MAY 2003,1.4
12.45,Gail DEVERS,19 NOV 1966,USA,1,"Stade Louis II, Monaco (MON)",14 SEP 2003,1.3
12.45,Olena KRASOVSKA,17 AUG 1976,UKR,2,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1.5
12.45,Michelle PERRY,01 MAY 1979,USA,1,"New York, NY (USA)",11 JUN 2005,1.7
12.45,Michelle PERRY,01 MAY 1979,USA,1,Rethymno (GRE),10 JUL 2005,0.8
12.45,Virginia CRAWFORD,07 SEP 1983,USA,1,"Icahn Stadium, New York, NY (USA)",02 JUN 2007,1.4
12.45,Lolo JONES,05 AUG 1982,USA,1sf2,"Eugene, OR (USA)",06 JUL 2008,1.7
12.45,Ackera NUGENT,29 APR 2002,JAM,2,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",15 MAY 2022,1.5
12.45,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,-0.7
12.45,Britany ANDERSON,03 JAN 2001,JAM,1h2,"National Stadium, Kingston (JAM)",25 JUN 2022,0.6
12.45,Tobi AMUSAN,23 APR 1997,NGR,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,-0.9
12.45,Tobi AMUSAN,23 APR 1997,NGR,1,"Olympiastadion, Berlin (GER)",04 SEP 2022,-0.3
12.46,Cornelia OSCHKENAT,29 OCT 1961,GDR,1,Karl Marx Stadt (GDR),21 JUN 1987,0.8
12.46,Cornelia OSCHKENAT,29 OCT 1961,GDR,3,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,-0.5
12.46,Gail DEVERS,19 NOV 1966,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",20 AUG 1993,0.2
12.46,Glory ALOZIE,30 DEC 1977,NGR,1,Salamanca (ESP),10 JUL 1998,1.8
12.46,Perdita FELICIEN,29 AUG 1980,CAN,1,"Eugene, OR (USA)",19 JUN 2004,0.7
12.46,Joanna HAYES,23 DEC 1976,USA,1,"Olympiastadion, Berlin (GER)",12 SEP 2004,1.5
12.46,Michelle PERRY,01 MAY 1979,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,-0.1
12.46,Brigitte Ann FOSTER-HYLTON,07 NOV 1974,JAM,1,"Letzigrund, Zürich (SUI)",28 AUG 2009,-0.4
12.46,Dawn HARPER-NELSON,13 MAY 1984,USA,1sf1,"Olympic Stadium, London (GBR)",07 AUG 2012,0.9
12.46,Queen HARRISON,10 SEP 1988,USA,2,Paris (FRA),05 JUL 2014,0.0
12.46,Sharika NELVIS,10 MAY 1990,USA,1,"Stade Louis II, Monaco (MON)",17 JUL 2015,-0.3
12.46,Kendra HARRISON,18 SEP 1992,USA,1,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,-0.3
12.46,Kendra HARRISON,18 SEP 1992,USA,1h1,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,0.8
12.46,Kendra HARRISON,18 SEP 1992,USA,1,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2018,-1.4
12.46,Danielle WILLIAMS,14 SEP 1992,JAM,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,-0.2
12.46,Danielle WILLIAMS,14 SEP 1992,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,0.0
12.46,Kendra HARRISON,18 SEP 1992,USA,2,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,0.3
12.46,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Hayward Field, Eugene, OR (USA)",24 APR 2021,-0.3
12.46,Tonea MARSHALL,17 DEC 1998,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",16 APR 2022,0.8
12.46,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Olympiastadion, Stockholm (SWE)",30 JUN 2022,-0.5
12.46,Devynne CHARLTON,26 NOV 1995,BAH,2sf2,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,-0.1
12.46,Tia JONES,08 SEP 2000,USA,2h1,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,1.0
12.47,Yordanka DONKOVA,28 SEP 1961,BUL,1,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,0.6
12.47,Cornelia OSCHKENAT,29 OCT 1961,GDR,1,Praha (TCH),28 JUN 1987,-0.9
12.47,Ginka ZAGORCHEVA,12 APR 1958,BUL,1,Nice (FRA),13 JUL 1987,-0.3
12.47,Yordanka DONKOVA,28 SEP 1961,BUL,1,Sofia (BUL),22 AUG 1987,0.2
12.47,Yordanka DONKOVA,28 SEP 1961,BUL,1,Bratislava (TCH),09 JUN 1988,1.2
12.47,Yordanka DONKOVA,28 SEP 1961,BUL,1,Sofia (BUL),26 JUN 1988,0.5
12.47,Yordanka DONKOVA,28 SEP 1961,BUL,1qf1,"Olympic Stadium, Jamsil, Seoul (KOR)",29 SEP 1988,1.3
12.47,Lyudmila NAROZHILENKO,21 APR 1964,URS,1,Bratislava (TCH),04 JUN 1991,1.2
12.47,Marina AZYABINA,15 JUN 1963,RUS,1sf1,Moskva (RUS),19 JUN 1993,1.1
12.47,Ludmila ENGQUIST,21 APR 1964,SWE,1qf2,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1.4
12.47,Olga SHISHIGINA,23 DEC 1968,KAZ,1f1,St-Denis (FRA),03 JUL 1999,0.0
12.47,Ludmila ENGQUIST,21 APR 1964,SWE,3,"La Cartuja, Sevilla (ESP)",28 AUG 1999,0.7
12.47,Gail DEVERS,19 NOV 1966,USA,1,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,0.5
12.47,Joanna HAYES,23 DEC 1976,USA,2,"New York, NY (USA)",11 JUN 2005,1.7
12.47,Damu CHERRY-MITCHELL,29 NOV 1977,USA,1,Fort-de-France (FRA),08 MAY 2008,1.3
12.47,Lolo JONES,05 AUG 1982,USA,1,Rethymno (GRE),20 JUL 2009,1.8
12.47,Danielle CARRUTHERS,22 DEC 1979,USA,2,"DS, Daegu (KOR)",03 SEP 2011,1.1
12.47,Dawn HARPER-NELSON,13 MAY 1984,USA,3,"DS, Daegu (KOR)",03 SEP 2011,1.1
12.47,Brianna MCNEAL,18 AUG 1991,USA,1h3,"Eugene, OR (USA)",06 JUN 2013,1.2
12.47,Dawn HARPER-NELSON,13 MAY 1984,USA,1,"Le Grande Stade, Marrakesh (MAR)",14 SEP 2014,0.7
12.47,Jasmin STOWERS,23 SEP 1991,USA,1,"Olympic Stadium, London (GBR)",24 JUL 2015,-1.2
12.47,Brianna MCNEAL,18 AUG 1991,USA,1sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,0.2
12.47,Jasmin STOWERS,23 SEP 1991,USA,1sf1,"Sacramento, CA (USA)",24 JUN 2017,0.9
12.47,Kendra HARRISON,18 SEP 1992,USA,1h1,"Olympic Stadium, London (GBR)",09 JUL 2017,-0.1
12.47,Brianna MCNEAL,18 AUG 1991,USA,2,"Olympic Stadium, London (GBR)",22 JUL 2018,0.6
12.47,Kendra HARRISON,18 SEP 1992,USA,1,Baie Mahault (FRA),18 MAY 2019,0.0
12.47,Danielle WILLIAMS,14 SEP 1992,JAM,3,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,0.3
12.47,Kendra HARRISON,18 SEP 1992,USA,1,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,0.8
12.47,Kendra HARRISON,18 SEP 1992,USA,1h3,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,-0.9
12.47,Alia ARMSTRONG,28 DEC 2000,USA,3,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,-1.4
12.47,Tia JONES,08 SEP 2000,USA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,-0.9
12.47,Masai RUSSELL,17 JUN 2000,USA,3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023,0.4
12.47,Tobi AMUSAN,23 APR 1997,NGR,3f1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,0.0
12.47,Tobi AMUSAN,23 APR 1997,NGR,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,-1.4
12.48,Grażyna RABSZTYN,20 SEP 1952,POL,1,Fürth (GER),10 JUN 1978,1.9
12.48,Grażyna RABSZTYN,20 SEP 1952,POL,1,Warszawa (POL),18 JUN 1979,1.2
12.48,Bettine JAHN,03 AUG 1958,GDR,1,Berlin (GER),31 JUL 1983,0.5
12.48,Ginka ZAGORCHEVA,12 APR 1958,BUL,2,Bruxelles (BEL),05 SEP 1986,-0.3
12.48,Yordanka DONKOVA,28 SEP 1961,BUL,1,Paris-St-Denis (FRA),11 JUN 1987,0.4
12.48,Ginka ZAGORCHEVA,12 APR 1958,BUL,1,Sofia (BUL),15 AUG 1987,0.5
