Mark,Competitor,DOB,Nat,Pos,Venue,Date
6462,Claudia RATH,25 APR 1986,GER,4,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013
6458,Anouk VETTER,04 FEB 1993,NED,6,"Mösle-Stadium, Götzis (AUT)",31 MAY 2015
6454,Sheila BURRELL,15 JAN 1972,USA,1,Talence (FRA),16 SEP 2001
6448,Irina BELOVA,27 MAR 1968,URS,3,"National Stadium, Tokyo (JPN)",27 AUG 1991
6442,Györgyi ZSIVOCZKY-FARKAS,13 FEB 1985,HUN,8,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
6437,Yorgelis RODRÍGUEZ,25 JAN 1995,CUB,1,"Estadio Panamericano, La Habana (CUB)",19 JUN 2021
6434,Peggy BEER,15 SEP 1969,GER,6,"Estadio Olímpico, Barcelona (ESP)",02 AUG 1992
6428,Natallia SAZANOVICH,15 AUG 1973,BLR,5,"Olympic Stadium, Athina (GRE)",04 AUG 1997
6423,Urszula WŁODARCZYK,22 DEC 1965,POL,2,Götzis (AUT),31 MAY 1998
6422,Sheila BURRELL,15 JAN 1972,USA,4,Götzis (AUT),04 JUN 2000
6418,Sabine BRAUN,19 JUN 1965,FRG,3,Götzis (AUT),25 MAY 1986
6415,Larisa NIKITINA,29 APR 1965,RUS,2,Moskva (RUS),20 JUN 1993
6412,Lyudmyla YOSIPENKO,24 SEP 1984,UKR,1,Yalta (UKR),23 JUL 2009
6409,Antoinette NANA DJIMOU,02 AUG 1985,FRA,2,"Mösle-Stadium, Götzis (AUT)",29 MAY 2011
6403,Ivona DADIC,29 DEC 1993,AUT,8,"National Stadium, Tokyo (JPN)",05 AUG 2021
6398,Sibylle THIELE,06 MAR 1965,GDR,3,Götzis (AUT),26 MAY 1985
6396,Kelly SOTHERTON,13 NOV 1976,GBR,1,Melbourne (AUS),22 MAR 2006
6392,Yasmina AZZIZI-KETTAB,25 FEB 1966,ALG,5,"National Stadium, Tokyo (JPN)",27 AUG 1991
6390,Antoinette NANA DJIMOU,02 AUG 1985,FRA,1,"Stade Pierre Paul Bernard, Talence (FRA)",16 SEP 2012
6387,Anouk VETTER,04 FEB 1993,NED,1,"Stadionring, Ratingen (GER)",28 JUN 2015
6383,Peggy BEER,15 SEP 1969,GER,1,Helmond (NED),07 JUL 1991
6381,Kateřina CACHOVÁ,26 FEB 1990,CZE,3,"Stade Pierre Paul Bernard, Talence (FRA)",16 SEP 2018
6379,Erica BOUGARD,26 JUL 1993,USA,9,"National Stadium, Tokyo (JPN)",05 AUG 2021
6376,Jennifer OESER,29 NOV 1983,GER,4,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006
6373,Yorgelis RODRÍGUEZ,25 JAN 1995,CUB,2,"Stade Pierre Paul Bernard, Talence (FRA)",18 SEP 2016
6369,Kylie WHEELER,17 JAN 1980,AUS,9,"National Stadium, Beijing (CHN)",16 AUG 2008
6363,Jackie JOYNER,03 MAR 1962,USA,2,"Memorial Coliseum, Los Angeles, CA (USA)",04 AUG 1984
6360,Austra SKUJYTĖ,12 AUG 1979,LTU,4,"Olympiastadion, Helsinki (FIN)",07 AUG 2005
6358,Ninali ZHENG,12 NOV 1998,CHN,1,"Antonio Domínguez Stadium, Arona (ESP)",13 JUN 2021
6355,Lilli SCHWARZKOPF,28 AUG 1983,GER,2,"Stadionring, Ratingen (GER)",21 JUN 2009
6352,Małgorzata NOWAK,09 FEB 1959,POL,6,"Neckarstadion, Stuttgart (GER)",30 AUG 1986
6351,Karolina TYMIŃSKA,04 OCT 1984,POL,4,"Mösle-Stadium, Götzis (AUT)",01 JUN 2008
6347,Erica BOUGARD,26 JUL 1993,USA,1,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2018
6344,Heike TISCHLER,04 FEB 1964,GDR,4,Götzis (AUT),17 JUN 1990
6343,Sharon DAY-MONROE,09 JUN 1985,USA,2,"Hayward Field, Eugene, OR (USA)",30 JUN 2012
6339,Anzhela ATROSHCHENKO,14 NOV 1970,BLR,2,Tallinn (EST),11 JUL 1993
6337,Verena PREINER,01 FEB 1995,AUT,8,"Olympiastadion, Berlin (GER)",10 AUG 2018
6332,Sabine BRAUN,19 JUN 1965,GER,2,"Stadionring, Ratingen (GER)",23 JUL 2000
6330,Caroline AGNOU,26 MAY 1996,SUI,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",14 JUL 2017
6327,Nataliya DOBRYNSKA,29 MAY 1982,UKR,8,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007
6325,Aiga GRABUSTE,24 MAR 1988,LAT,3,"Olympiastadion, Helsinki (FIN)",30 JUN 2012
6322,Xénia KRIZSÁN,13 JAN 1993,HUN,9,"National Stadium, Beijing (CHN)",23 AUG 2015
6319,Marina GONCHAROVA,26 APR 1986,RUS,6,"Mösle-Stadium, Götzis (AUT)",01 JUN 2008
6317,Sabine BRAUN,19 JUN 1965,GER,7,"Olympic Stadium, Atlanta, GA (USA)",28 JUL 1996
6316,Anouk VETTER,04 FEB 1993,NED,9,"Mösle-Stadium, Götzis (AUT)",01 JUN 2014
6313,Eliška KLUČINOVÁ,14 APR 1988,CZE,10,"Olympic Stadium, London (GBR)",06 AUG 2017
6310,Urszula WŁODARCZYK,22 DEC 1965,POL,6,Götzis (AUT),31 MAY 1992
6308,Birgit GAUTZSCH,14 DEC 1967,GDR,5,Götzis (AUT),17 JUN 1990
6307,Barbara NWABA,18 JAN 1989,USA,2,"Sacramento, CA (USA)",28 JUN 2014
6305,Anke VATER,05 JUN 1961,GDR,2,Götzis (AUT),23 MAY 1982
6303,Xénia KRIZSÁN,13 JAN 1993,HUN,1,"Kadrioru staadion, Tallinn (EST)",10 JUL 2015
6299,Denise LEWIS,27 AUG 1972,GBR,7,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995
6298,Yekaterina BOLSHOVA,04 FEB 1988,RUS,4,"Olympiastadion, Helsinki (FIN)",30 JUN 2012
6297,Nadine BROERSEN,29 APR 1990,NED,7,"Mösle-Stadium, Götzis (AUT)",26 MAY 2019
6293,Sophie WEIßENBERG,24 SEP 1997,GER,8,"Mösle-Stadium, Götzis (AUT)",26 MAY 2019
6291,Géraldine RUCKSTUHL,24 FEB 1998,SUI,12,"Mösle-Stadium, Götzis (AUT)",28 MAY 2017
6290,Solène NDAMA,23 SEP 1998,FRA,4,"Stade Pierre Paul Bernard, Talence (FRA)",23 JUN 2019
6288,Karolina TYMIŃSKA,04 OCT 1984,POL,2,"Stade Pierre Paul Bernard, Talence (FRA)",15 SEP 2013
6285,Evelis Jazmin AGUILAR,03 JAN 1993,COL,2,Barranquilla (COL),01 AUG 2018
6282,Xénia KRIZSÁN,13 JAN 1993,HUN,2,"Stade Pierre Paul Bernard, Talence (FRA)",17 SEP 2017
6279,Antoinette NANA DJIMOU,02 AUG 1985,FRA,10,"Mösle-Stadium, Götzis (AUT)",27 MAY 2012
6277,Irina VOSTRIKOVA,30 AUG 1970,RUS,8,"Olympic Stadium, Athina (GRE)",04 AUG 1997
6275,Svetlana SOKOLOVA,09 JAN 1981,RUS,1,Krasnodar (RUS),29 MAY 2004
6273,Sabine BRAUN,19 JUN 1965,FRG,2,Schwechat (AUT),28 AUG 1983
6271,Saga VANNINEN,04 MAY 2003,FIN,1,"Kadrioru staadion, Tallinn (EST)",16 JUL 2021
6269,Jessica ENNIS-HILL,28 JAN 1986,GBR,3,Melbourne (AUS),22 MAR 2006
6267,Beatrice MAU-REPNAK,20 FEB 1971,GER,7,Götzis (AUT),31 MAY 1992
6264,Petra VAIDEANU,24 AUG 1965,ROU,8,"Poljud Stadion, Split (CRO)",31 AUG 1990
6262,Remigija NAZAROVIENĖ,02 JUN 1967,LTU,8,"La Cartuja, Sevilla (ESP)",22 AUG 1999
6260,Chantae MCMILLAN,01 MAY 1988,USA,1,"Fayetteville, AR (USA)",30 JUN 2016
6257,Nadine VISSER,09 FEB 1995,NED,3,"Stade Pierre Paul Bernard, Talence (FRA)",20 SEP 2015
6255,Denise LEWIS,27 AUG 1972,GBR,6,Götzis (AUT),28 MAY 1995
6254,Sabine BRAUN,19 JUN 1965,GER,1,"Stadionring, Ratingen (GER)",16 JUN 2002
6253,Niamh EMERSON,22 APR 1999,GBR,1,"Ratinan Stadion, Tampere (FIN)",13 JUL 2018
6250,Daniela NENOVA,09 JAN 1961,BUL,3,Götzis (AUT),29 MAY 1983
6248,Urszula WŁODARCZYK,22 DEC 1965,POL,9,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995
6247,Erica BOUGARD,26 JUL 1993,USA,1,"St. Mark's School of Texas, Dallas, TX (USA)",04 JUN 2023
6244,Sheila BURRELL,15 JAN 1972,USA,2,Winnipeg (CAN),25 JUL 1999
6242,Nadine DEBOIS,25 SEP 1961,FRA,2,Arles (FRA),08 SEP 1985
6240,Noor VIDTS,30 MAY 1996,BEL,3,"Antonio Domínguez Stadium, Arona (ESP)",13 JUN 2021
6237,Natalya ROSHCHUPKINA,13 JAN 1978,RUS,6,"Olympic Stadium, Sydney (AUS)",24 SEP 2000
6235,Tatyana GORDEYEVA,03 JUN 1973,RUS,3,Tula (RUS),24 JUN 2004
6234,Allie JONES,29 JUN 2000,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",13 MAY 2023
6232,Sharon DAY-MONROE,09 JUN 1985,USA,14,"Olympic Stadium, London (GBR)",04 AUG 2012
6230,Mona STEIGAUF,17 JAN 1970,GER,7,Götzis (AUT),29 MAY 1994
6230,Anastasiya MOKHNYUK,01 JAN 1991,UKR,,"Stadion Zygmunta Szelesta, Warszawa (POL)",27 JUN 2021
6228,Jessica SAMUELSSON,14 MAR 1985,SWE,12,"Mösle-Stadium, Götzis (AUT)",27 MAY 2012
6225,Kendell WILLIAMS,14 JUN 1995,USA,1,"Eugene, OR (USA)",11 JUN 2016
6224,Jade O'DOWDA,09 SEP 1999,GBR,1,"Bedford Athletic Stadium, Bedford (GBR)",29 MAY 2022
6222,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,8,"Hayward Field, Eugene, OR (USA)",18 JUL 2022
6220,Irina VOSTRIKOVA,30 AUG 1970,RUS,6,Götzis (AUT),31 MAY 1998
6219,Jolanda KEIZER,05 APR 1985,NED,2,"Gyulai István Atlétika Stadion, Debrecen (HUN)",15 JUL 2007
6216,Cindy GREINER,15 FEB 1957,USA,10,"National Stadium, Tokyo (JPN)",27 AUG 1991
6215,Alina SHUKH,12 FEB 1999,UKR,1,"Avangard Stadium, Lutsk (UKR)",30 AUG 2020
6213,Austra SKUJYTĖ,12 AUG 1979,LTU,2,Götzis (AUT),01 JUN 2003
6212,Ekaterina VORONINA,16 FEB 1992,UZB,1f,Tashkent (UZB),19 SEP 2015
6210,Claudia RATH,25 APR 1986,GER,6,"Olympiastadion, Helsinki (FIN)",30 JUN 2012
6208,Alina SHUKH,12 FEB 1999,UKR,1,"Kadrioru staadion, Tallinn (EST)",02 JUL 2017
6206,Lyudmyla YOSIPENKO,24 SEP 1984,UKR,5,"Estadio Olímpico, Barcelona (ESP)",31 JUL 2010
6204,Irina TYUKHAY,14 JAN 1967,RUS,6,Vénissieux (FRA),03 JUL 1994
6201,Anastasiya MOKHNYUK,01 JAN 1991,UKR,11,"Mösle-Stadium, Götzis (AUT)",01 JUN 2014
