Mark,Competitor,DOB,Nat,Pos,Venue,Date
8:21.13,Tennessee,,USA,1,"Philadelphia, PA (USA)",24 APR 2004
8:21.2h,United States,,USA,2,Bourges (FRA),19 JUN 1977
8:21.39,Italy,,ITA,7,Portsmouth (GBR),05 JUN 1993
8:21.49,Villanova,,USA,1f1,"Philadelphia, PA (USA)",26 APR 2014
8:21.61,PR of China,,CHN,1,Beijing (CHN),05 JUN 1991
8:22.0h,France,,FRA,1,Bourges (FRA),31 MAY 1975
8:22.26,Stanford Track Club,,INT,1,"Knoxville, TN (USA)",18 MAY 1982
8:22.54,Oregon,,INT,2f1,"Philadelphia, PA (USA)",26 APR 2014
8:23.0h,Soviet Union B,,URS,2,Podolsk (URS),16 AUG 1976
8:23.12,Romania,,ROU,6,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
8:23.13,Kenya,,KEN,1,Nairobi (KEN),26 APR 2014
8:23.2h,Romania,,ROU,3,Bourges (FRA),19 JUN 1977
8:23.35,Florida,,USA,1,"Philadelphia, PA (USA)",26 APR 1986
8:23.8h,Great Britain & NI,,GBR,1,Colombes (FRA),02 OCT 1971
8:23.81,Penn State,,INT,1,"Franklin Field, Philadelphia, PA (USA)",29 APR 2023
8:23.84,St. Petersburg,,RUS,2,"Adler, Sochi (RUS)",04 SEP 2014
8:24.02,Kentucky,,USA,2,"Philadelphia, PA (USA)",26 APR 1986
8:24.16,Oregon,,INT,1f1,"Philadelphia, PA (USA)",28 APR 2012
8:24.25,Florida,,USA,1,"Philadelphia, PA (USA)",28 APR 2001
8:24.27,Arizona State,,INT,1,"Philadelphia, PA (USA)",30 APR 1994
8:24.34,Villanova,,USA,3,"Philadelphia, PA (USA)",26 APR 1986
8:24.45,Mexico,,MEX,7,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
8:24.49,Penn State,,INT,1,"Franklin Field, Philadelphia, PA (USA)",30 APR 2022
8:24.67,Georgetown,,USA,2,"Philadelphia, PA (USA)",28 APR 2001
8:24.71,Poland,,POL,4,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
8:24.79,HOKA NJ / NY TC,,USA,1,"Gainesville, FL (USA)",31 MAR 2018
8:24.8h,Soviet Union,,URS,2,Bourges (FRA),31 MAY 1975
8:24.80,Canadian All-Stars,,CAN,5,"Eugene, OR (USA)",26 JUL 2014
8:24.87,Villanova,,INT,1,"Philadelphia, PA (USA)",27 APR 2017
8:25.0h,Great Britain & NI,,INT,1,London (GBR),05 SEP 1970
