Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
14.98,Inna LASOVSKAYA,17 DEC 1969,RUS,2,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1.1
14.98,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,3,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,-0.6
14.98,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,1,Rovereto (ITA),26 AUG 1998,0.5
14.98,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"International Stadium, Gateshead (GBR)",16 JUL 2000,0.9
14.98,Yamilé ALDAMA,14 AUG 1972,CUB,1,Florø (NOR),31 MAY 2003,1.1
14.98,Yamilé ALDAMA,14 AUG 1972,CUB,1,Birmingham (GBR),27 JUL 2003,-0.4
14.98,Baya RAHOULI,27 JUL 1979,ALG,1,Almería (ESP),01 JUL 2005,0.2
14.98,Olha SALADUKHA,04 JUN 1983,UKR,1,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,0.6
14.98,Olga RYPAKOVA,30 NOV 1984,KAZ,1,"Olympic Stadium, London (GBR)",05 AUG 2012,-0.4
14.98,Caterine IBARGUEN,12 FEB 1984,COL,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,-0.6
14.98,Yulimar ROJAS,21 OCT 1995,VEN,2,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,0.8
14.98,Yulimar ROJAS,21 OCT 1995,VEN,1,"Stade Louis II, Monaco (MON)",11 JUL 2019,0.0
14.98,Shanieka RICKETTS,02 FEB 1992,JAM,3,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1.2
14.97,Yolanda CHEN,26 JUL 1961,RUS,1,Moskva (RUS),18 JUN 1993,0.9
14.97,Iva PRANDZHEVA,15 FEB 1972,BUL,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 1995,-0.2
14.97,Inna LASOVSKAYA,17 DEC 1969,RUS,1,St. Petersburg (RUS),05 JUL 1996,0.5
14.97,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Stadio Quercia, Rovereto (ITA)",12 SEP 2007,0.3
14.97,Yargelis SAVIGNE,13 NOV 1984,CUB,1,La Habana (CUB),03 JUL 2009,-0.5
14.96,Rodica MATEESCU,13 MAR 1971,ROU,1,Chania (GRE),27 MAY 1998,0.6
14.96,Ashia HANSEN,05 DEC 1971,GBR,1,"Olympiastadion, München (GER)",11 SEP 1999,1.0
14.96,Olena HOVOROVA,18 SEP 1973,UKR,3,"Olympic Stadium, Sydney (AUS)",24 SEP 2000,0.7
14.96,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,"Stade Louis II, Monaco (MON)",19 SEP 2004,-0.3
14.96,Olga RYPAKOVA,30 NOV 1984,KAZ,1,Almaty (KAZ),27 JUL 2011,1.9
14.96,Caterine IBARGUEN,12 FEB 1984,COL,1,"Stade Louis II, Monaco (MON)",15 JUL 2016,-0.2
14.96,Yulimar ROJAS,21 OCT 1995,VEN,1,Andújar (ESP),02 JUN 2017,-0.3
14.96,Caterine IBARGUEN,12 FEB 1984,COL,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,0.1
14.96,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,0.3
14.96,Yulimar ROJAS,21 OCT 1995,VEN,1,"Estadio Vallehermoso, Madrid (ESP)",11 JUN 2023,-0.2
14.95,Inessa KRAVETS,05 OCT 1966,URS,1,Moskva (URS),10 JUN 1991,-0.2
14.95,Iva PRANDZHEVA,15 FEB 1972,BUL,2,Zürich (SUI),16 AUG 1995,0.0
14.95,Francoise MBANGO ETONE,14 APR 1976,CMR,1,Radés (TUN),06 AUG 2002,1.1
14.95,Yamilé ALDAMA,14 AUG 1972,SUD,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1.1
14.95,Francoise MBANGO ETONE,14 APR 1976,CMR,1,Barcelona (ESP),19 JUL 2008,1.6
14.95,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Olympiastadion, Berlin (GER)",17 AUG 2009,1.3
14.95,Yargelis SAVIGNE,13 NOV 1984,CUB,1,La Habana (CUB),19 MAR 2011,-0.2
14.95,Caterine IBARGUEN,12 FEB 1984,COL,1,Medellín (COL),28 APR 2012,0.9
14.94,Inna LASOVSKAYA,17 DEC 1969,RUS,1,Bratislava (SVK),01 JUN 1994,0.2
14.94,Ashia HANSEN,05 DEC 1971,GBR,1,Sheffield (GBR),29 JUN 1997,0.9
14.94,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Volgograd (RUS),30 MAY 1999,0.0
14.94,Paraskevi TSIAMITA,10 MAR 1972,GRE,1,Athina (GRE),05 JUN 1999,0.1
14.94,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Zürich (SUI),19 AUG 2005,-0.9
14.94,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,-0.2
14.94,Olha SALADUKHA,04 JUN 1983,UKR,1,"DS, Daegu (KOR)",01 SEP 2011,0.2
14.94,Shanieka RICKETTS,02 FEB 1992,JAM,1,"Alexander Stadium, Birmingham (GBR)",05 AUG 2022,1.4
14.93,Francoise MBANGO ETONE,14 APR 1976,CMR,1,Bordeaux (FRA),04 JUL 2008,1.5
14.93,Shanieka RICKETTS,02 FEB 1992,JAM,1,"Letzigrund, Zürich (SUI)",29 AUG 2019,0.0
14.93,Liadagmis POVEA,06 FEB 1996,CUB,1,"Estadio Panamericano, La Habana (CUB)",22 MAY 2021,0.8
14.92,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,1,Ostrava (CZE),11 JUN 1998,1.4
14.92,Magdelín MARTÍNEZ,10 FEB 1976,ITA,1,Rovereto (ITA),08 SEP 2004,0.3
14.92,Yamilé ALDAMA,14 AUG 1972,SUD,3,"Stade Louis II, Monaco (MON)",19 SEP 2004,0.2
14.92,Marija ŠESTAK,17 APR 1979,SLO,1,Ljubljana (SLO),03 JUN 2007,1.3
14.92,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007,0.7
14.92,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Kazan (RUS),19 JUL 2008,0.2
14.92,Yargelis SAVIGNE,13 NOV 1984,CUB,1,La Habana (CUB),18 FEB 2011,0.0
14.92,Caterine IBARGUEN,12 FEB 1984,COL,1,Guadalajara (MEX),28 OCT 2011,0.1
14.92,Caterine IBARGUEN,12 FEB 1984,COL,1,Barranquilla (COL),01 AUG 2018,1.2
14.92,Shanieka RICKETTS,02 FEB 1992,JAM,2,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,0.2
14.92,Keturah ORJI,05 MAR 1996,USA,1,"CVEATC, Chula Vista, CA (USA)",25 APR 2021,1.1
14.91,Inessa KRAVETS,05 OCT 1966,UKR,2,Bratislava (SVK),01 JUN 1994,1.4
14.91,Anna BIRYUKOVA,27 SEP 1967,RUS,1,Nice (FRA),12 JUL 1995,1.1
14.91,Inna LASOVSKAYA,17 DEC 1969,RUS,1,"Olympiastadion, München (GER)",21 JUN 1997,1.1
14.91,Tatyana LEBEDEVA,21 JUL 1976,RUS,1q2,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,0.3
14.91,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Athina (GRE),11 JUN 2001,0.1
14.91,Kéne NDOYE,20 NOV 1978,SEN,1,Lille (FRA),15 JUN 2003,1.7
14.91,Trecia Kaye SMITH,05 NOV 1975,JAM,1,Fortaleza (BRA),18 MAY 2005,0.6
14.91,Yargelis SAVIGNE,13 NOV 1984,CUB,3,"Olympic Stadium, Athina (GRE)",03 JUL 2006,-1.3
14.91,Anna PYATYKH,04 APR 1981,RUS,1,Rieti (ITA),07 SEP 2008,0.3
14.91,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 2009,0.3
14.91,Yulimar ROJAS,21 OCT 1995,VEN,1,"Olympic Stadium, London (GBR)",07 AUG 2017,0.4
14.91,Shanieka RICKETTS,02 FEB 1992,JAM,2,"Stade Louis II, Monaco (MON)",10 AUG 2022,0.5
14.9,Inna LASOVSKAYA,17 DEC 1969,RUS,4,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1.2
14.9,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,1,Athina (GRE),17 JUN 1998,0.6
14.9,Tereza MARINOVA,25 SEP 1977,BUL,1,Kalamata (GRE),04 JUN 2000,0.6
14.9,Magdelín MARTÍNEZ,10 FEB 1976,ITA,3,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,-0.2
14.9,Yamilé ALDAMA,14 AUG 1972,SUD,1,Brazzaville (CGO),14 JUL 2004,0.0
14.9,Trecia Kaye SMITH,05 NOV 1975,JAM,1,Thessaloniki (GRE),19 JUL 2004,-0.2
14.9,Limei XIE,27 JUN 1986,CHN,1,Urumqi (CHN),20 SEP 2007,1.0
14.9,Francoise MBANGO ETONE,14 APR 1976,CMR,2,Rieti (ITA),07 SEP 2008,1.2
14.9,Caterine IBARGUEN,12 FEB 1984,COL,1,"National Stadium, Beijing (CHN)",24 AUG 2015,0.1
14.89,Anna BIRYUKOVA,27 SEP 1967,RUS,1,"Olympiastadion, Helsinki (FIN)",08 AUG 1994,1.1
14.89,Inna LASOVSKAYA,17 DEC 1969,RUS,1,Moskva (RUS),05 JUN 1995,-1.0
14.89,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Moskva (RUS),05 JUN 1999,0.0
14.89,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Bratislava (SVK),22 JUN 2000,0.4
14.89,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Weserstadion, Bremen (GER)",23 JUN 2001,-1.2
14.89,Magdelín MARTÍNEZ,10 FEB 1976,ITA,1,Milano (ITA),28 JUN 2003,1.6
14.89,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Olympiastadion, Berlin (GER)",10 AUG 2003,-2.7
14.89,Baya RAHOULI,27 JUL 1979,ALG,2q1,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1.0
14.89,Tatyana LEBEDEVA,21 JUL 1976,RUS,1.0,Oslo (NOR),29 JUL 2005,0.1
14.89,Chrysopigi DEVETZI,02 JAN 1976,GRE,1.0,"Stade Louis II, Monaco (MON)",10 SEP 2005,1.7
14.89,Yargelis SAVIGNE,13 NOV 1984,CUB,1.0,"Stade Louis II, Monaco (MON)",28 JUL 2009,-0.7
14.89,Olga RYPAKOVA,30 NOV 1984,KAZ,1.0,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1.0
14.89,Olga RYPAKOVA,30 NOV 1984,KAZ,2.0,"DS, Daegu (KOR)",01 SEP 2011,0.2
14.89,Yekaterina KONEVA,25 SEP 1988,RUS,2.0,"Stade Louis II, Monaco (MON)",18 JUL 2014,0.6
14.89,Caterine IBARGUEN,12 FEB 1984,COL,2.0,"Olympic Stadium, London (GBR)",07 AUG 2017,0.9
14.89,Caterine IBARGUEN,12 FEB 1984,COL,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,0.0
14.89,Shanieka RICKETTS,02 FEB 1992,JAM,2.0,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,1.7
14.88,Yolanda CHEN,26 JUL 1961,RUS,1.0,Moskva (RUS),18 JUN 1995,-0.2
14.88,Paraskevi TSIAMITA,10 MAR 1972,GRE,1.0,"La Cartuja, Sevilla (ESP)",24 AUG 1999,0.2
14.88,Francoise MBANGO ETONE,14 APR 1976,CMR,2.0,Oslo (NOR),27 JUN 2003,0.3
14.88,Anna PYATYKH,04 APR 1981,RUS,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1.2
14.88,Chrysopigi DEVETZI,02 JAN 1976,GRE,4.0,"Olympic Stadium, Athina (GRE)",03 JUL 2006,0.9
14.88,Tatyana LEBEDEVA,21 JUL 1976,RUS,1.0,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,0.1
14.88,Anna PYATYKH,04 APR 1981,RUS,2.0,Kazan (RUS),19 JUL 2008,1.1
14.88,Caterine IBARGUEN,12 FEB 1984,COL,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,0.9
14.88,Liadagmis POVEA,06 FEB 1996,CUB,1.0,"Estadio Panamericano, La Habana (CUB)",29 MAY 2021,1.1
14.87,Francoise MBANGO ETONE,14 APR 1976,CMR,1.0,Zürich (SUI),15 AUG 2003,0.6
14.87,Caterine IBARGUEN,12 FEB 1984,COL,1.0,Ponce (PUR),17 MAY 2014,1.5
14.87,Caterine IBARGUEN,12 FEB 1984,COL,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,1.5
14.87,Caterine IBARGUEN,12 FEB 1984,COL,1.0,"National Stadium, Kingston (JAM)",09 MAY 2015,0.3
14.87,Yekaterina KONEVA,25 SEP 1988,RUS,,"Olympic Stadium, Cheboksary (RUS)",20 JUN 2015,1.7
14.87,Caterine IBARGUEN,12 FEB 1984,COL,1.0,Paris (FRA),04 JUL 2015,0.3
14.87,Yulimar ROJAS,21 OCT 1995,VEN,1.0,Padova (ITA),16 JUL 2019,1.8
14.87,Ana PELETEIRO,02 DEC 1995,ESP,3.0,"National Stadium, Tokyo (JPN)",01 AUG 2021,0.5
14.87,Leyanis PÉREZ HERNÁNDEZ,10 JAN 2002,CUB,2.0,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1.4
14.86,Ashia HANSEN,05 DEC 1971,GBR,1.0,Manchester (GBR),31 JUL 2002,-0.4
