Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
7.12,Heike DRECHSLER,16 DEC 1964,GDR,1,Düsseldorf (GER),19 JUN 1988,0.8
7.12,Larisa BEREZHNAYA,28 FEB 1961,URS,2,Volgograd (URS),11 JUN 1989,0.8
7.12,Heike DRECHSLER,16 DEC 1964,GDR,1,Dresden (GER),18 AUG 1990,0.0
7.12,Jackie JOYNER-KERSEE,03 MAR 1962,USA,2,Rieti (ITA),09 SEP 1990,
7.12,Heike DRECHSLER,16 DEC 1964,GER,1,London (GBR),19 JUN 1991,0.8
7.12,Yelena SINCHUKOVA,23 JAN 1961,URS,q,Kiev (URS),10 JUL 1991,0.3
7.12,Inessa KRAVETS,05 OCT 1966,EUN,2,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992,-0.2
7.12,Heike DRECHSLER,16 DEC 1964,GER,2,Zürich (SUI),19 AUG 1992,0.5
7.12,Heike DRECHSLER,16 DEC 1964,GER,1,Torino (ITA),04 SEP 1992,0.5
7.12,Heike DRECHSLER,16 DEC 1964,GER,1,Villeneuve d'Ascq (FRA),08 JUL 1994,1.3
7.12,Heike DRECHSLER,16 DEC 1964,GER,1,St. Petersburg (RUS),28 JUL 1994,1.0
7.12,Chioma AJUNWA,25 DEC 1971,NGR,1,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996,0.9
7.12,Tatyana KOTOVA,11 DEC 1976,RUS,1,Torino (ITA),09 JUN 2001,0.5
7.12,Naide GOMES,20 NOV 1979,POR,1,"Stade Louis II, Monaco (MON)",29 JUL 2008,1.3
7.12,Brittney REESE,09 SEP 1986,USA,1,"Walnut, CA (USA)",21 APR 2012,-0.9
7.12,Brittney REESE,09 SEP 1986,USA,1,"Olympic Stadium, London (GBR)",08 AUG 2012,0.8
7.12,Tianna BARTOLETTA,30 AUG 1985,USA,1,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,-0.4
7.12,Malaika MIHAMBO,03 FEB 1994,GER,1,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1.0
7.11,Valy IONESCU,31 AUG 1960,ROU,1,Madrid (ESP),21 JUN 1984,1.6
7.11,Helga RADTKE,16 MAY 1962,GDR,2,Praha (TCH),17 AUG 1984,0.6
7.11,Galina CHISTYAKOVA,26 JUL 1962,URS,3,Praha (TCH),17 AUG 1984,-0.5
7.11,Galina CHISTYAKOVA,26 JUL 1962,URS,3,"Olympic Stadium, Jamsil, Seoul (KOR)",29 SEP 1988,1.3
7.11,Larisa BEREZHNAYA,28 FEB 1961,URS,2,Sevilla (ESP),30 MAY 1991,1.2
7.11,Larisa BEREZHNAYA,28 FEB 1961,URS,3,"National Stadium, Tokyo (JPN)",25 AUG 1991,0.0
7.11,Heike DRECHSLER,16 DEC 1964,GER,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,-0.3
7.11,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,Bruxelles (BEL),19 AUG 1994,-0.1
7.11,Fiona MAY,12 DEC 1969,ITA,2,"Népstadion, Budapest (HUN)",22 AUG 1998,0.8
7.11,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,Tula (RUS),15 JUL 2006,0.1
7.11,Irina MELESHINA,25 MAY 1982,RUS,2,Sochi (RUS),27 MAY 2007,1.1
7.11,Anna KLYASHTORNAYA,03 FEB 1986,RUS,1,Moskva (RUS),20 JUN 2012,1.3
7.1,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,Tokyo (JPN),21 SEP 1985,0.0
7.1,Galina CHISTYAKOVA,26 JUL 1962,URS,2,Tokyo (JPN),21 SEP 1985,-0.8
7.1,Heike DRECHSLER,16 DEC 1964,GDR,1,Neubrandenburg (GDR),07 JUN 1986,0.4
7.1,Galina CHISTYAKOVA,26 JUL 1962,URS,2,Leningrad (URS),08 JUN 1986,1.3
7.1,Valy IONESCU,31 AUG 1960,ROU,1,Pitesti (ROU),28 JUN 1986,0.5
7.1,Galina CHISTYAKOVA,26 JUL 1962,URS,1,"Estadio Olímpico, Barcelona (ESP)",10 SEP 1989,1.3
7.1,Inessa KRAVETS,05 OCT 1966,URS,1,São Paulo (BRA),20 MAY 1990,0.0
7.1,Larisa BEREZHNAYA,28 FEB 1961,URS,2,São Paulo (BRA),20 MAY 1990,0.0
7.1,Inessa KRAVETS,05 OCT 1966,URS,2,Bratislava (TCH),20 JUN 1990,0.6
7.1,Larisa BEREZHNAYA,28 FEB 1961,URS,2,Kiev (URS),11 JUL 1991,1.3
7.1,Heike DRECHSLER,16 DEC 1964,GER,1,Trapani (ITA),21 SEP 1991,
7.1,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1ce,"Estadio Olímpico, Barcelona (ESP)",02 AUG 1992,1.3
7.1,Heike DRECHSLER,16 DEC 1964,GER,1,Oslo (NOR),10 JUL 1993,-0.3
7.1,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,Köln (GER),21 AUG 1994,-0.1
7.1,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,"Meteor, Zhukovskiy (RUS)",24 JUN 2006,-0.3
7.1,Brittney REESE,09 SEP 1986,USA,1,"Olympiastadion, Berlin (GER)",23 AUG 2009,1.0
7.1,Chelsea HAYES,09 FEB 1988,USA,2,"Hayward Field, Eugene, OR (USA)",01 JUL 2012,1.6
7.1,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,Beograd (SRB),11 SEP 2016,0.3
7.09,Vilma BARDAUSKIENÉ,15 JUN 1953,URS,1q1,"Stadion Evžena Rošického, Praha (TCH)",29 AUG 1978,0.0
7.09,Valy IONESCU,31 AUG 1960,ROU,1,Bucureşti (ROU),09 JUN 1984,0.5
7.09,Heike DAUTE,16 DEC 1964,GDR,1,Berlin (GER),09 JUN 1984,1.2
7.09,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,Donetsk (URS),09 SEP 1984,0.1
7.09,Helga RADTKE,16 MAY 1962,GDR,1,Traun (AUT),15 AUG 1985,
7.09,Galina CHISTYAKOVA,26 JUL 1962,URS,2,"Neckarstadion, Stuttgart (GER)",27 AUG 1986,0.0
7.09,Yelena BELEVSKAYA,11 OCT 1963,URS,1,Minsk (BLR),04 JUN 1988,
7.09,Heike DRECHSLER,16 DEC 1964,GDR,1,Potsdam (GDR),09 SEP 1988,0.0
7.09,Mirela DULGHERU-RENDA,05 OCT 1966,ROU,1,Schwechat (AUT),01 JUL 1992,1.3
7.09,Inessa KRAVETS,05 OCT 1966,UKR,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,0.5
7.09,Heike DRECHSLER,16 DEC 1964,GER,1,Fukuoka (JPN),18 SEP 1993,0.8
7.09,Ludmila NINOVA,25 JUN 1960,AUT,1,Sevilla (ESP),05 JUN 1994,1.5
7.09,Inessa KRAVETS,05 OCT 1966,UKR,1,Zürich (SUI),17 AUG 1994,-0.8
7.09,Fiona MAY,12 DEC 1969,ITA,1,Rio de Janeiro (BRA),14 MAY 2000,0.0
7.09,Tatyana KOTOVA,11 DEC 1976,RUS,1,Tula (RUS),14 JUL 2001,0.8
7.09,Malaika MIHAMBO,03 FEB 1994,GER,1,"Alexander Stadium, Birmingham (GBR)",21 MAY 2022,0.0
7.08,Heike DAUTE,16 DEC 1964,GDR,1,Leipzig (GER),27 JUL 1983,1.0
7.08,Anișoara CUȘMIR-STANCIU,28 JUN 1962,ROU,2,Bucureşti (ROU),09 JUN 1984,1.6
7.08,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,Bucureşti (ROU),19 JUN 1988,0.4
7.08,Marieta ILCU,16 OCT 1962,ROU,1,Pitesti (ROU),25 JUN 1989,0.5
7.08,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,"Norwalk, CA (USA)",16 JUN 1990,-2.6
7.08,Heike DRECHSLER,16 DEC 1964,GDR,1,Oslo (NOR),14 JUL 1990,-0.3
7.08,Heike DRECHSLER,16 DEC 1964,GER,1,Berlin (GER),10 SEP 1991,1.1
