Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
10.72,Sha'Carri RICHARDSON,25 MAR 2000,USA,1f2,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1.6
10.72,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1,"Stade Charléty, Paris (FRA)",28 AUG 2021,1.3
10.72,Marie-Josée TA LOU,18 NOV 1988,CIV,3,"Stade Louis II, Monaco (MON)",10 AUG 2022,0.4
10.73,Christine ARRON,13 SEP 1973,FRA,1,"Népstadion, Budapest (HUN)",19 AUG 1998,2.0
10.73,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Olympiastadion, Berlin (GER)",17 AUG 2009,0.1
10.73,Elaine THOMPSON,28 JUN 1992,JAM,1,Kingston (JAM),21 JUN 2019,0.6
10.73,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2,Kingston (JAM),21 JUN 2019,0.6
10.73,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1sf3,"National Stadium, Tokyo (JPN)",31 JUL 2021,0.3
10.73,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,0.9
10.73,Shericka JACKSON,16 JUL 1994,JAM,2,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,0.8
10.73,Shericka JACKSON,16 JUL 1994,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,0.6
10.74,Merlene OTTEY,10 MAY 1960,JAM,1,"Arena Civica, Milano (ITA)",07 SEP 1996,1.3
10.74,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,Paris (FRA),04 JUL 2015,0.2
10.74,English GARDNER,22 APR 1992,USA,1,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1.0
10.74,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,0.2
10.74,Sha'Carri RICHARDSON,25 MAR 2000,USA,1h1,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1.1
10.74,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2,"National Stadium, Tokyo (JPN)",31 JUL 2021,-0.6
10.74,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,0.6
10.75,Marion JONES,12 OCT 1975,USA,1,"Stadio Olimpico, Roma (ITA)",14 JUL 1998,0.6
10.75,Kerron STEWART,16 APR 1984,JAM,1,"Stadio Olimpico, Roma (ITA)",10 JUL 2009,0.4
10.75,Kerron STEWART,16 APR 1984,JAM,2,"Olympiastadion, Berlin (GER)",17 AUG 2009,0.1
10.75,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Olympic Stadium, London (GBR)",04 AUG 2012,1.5
10.75,Sha'Carri RICHARDSON,25 MAR 2000,USA,1,"Austin, TX (USA)",08 JUN 2019,1.6
10.75,Marie-Josée TA LOU,18 NOV 1988,CIV,1,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,0.9
10.76,Evelyn ASHFORD,15 APR 1957,USA,1,Zürich (SUI),22 AUG 1984,1.7
10.76,Marion JONES,12 OCT 1975,USA,1,Bruxelles (BEL),22 AUG 1997,0.9
10.76,Marion JONES,12 OCT 1975,USA,1qf4,"La Cartuja, Sevilla (ESP)",21 AUG 1999,0.3
10.76,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011,1.1
10.76,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"National Stadium, Beijing (CHN)",24 AUG 2015,-0.3
10.76,Shericka JACKSON,16 JUL 1994,JAM,3,"National Stadium, Tokyo (JPN)",31 JUL 2021,-0.6
10.76,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1sf1,"National Stadium, Tokyo (JPN)",31 JUL 2021,0.0
10.76,Shericka JACKSON,16 JUL 1994,JAM,3,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,0.9
10.76,Sha'Carri RICHARDSON,25 MAR 2000,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,0.9
10.77,Irina PRIVALOVA,22 NOV 1968,RUS,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,0.9
10.77,Marion JONES,12 OCT 1975,USA,1f1,Zürich (SUI),12 AUG 1998,-0.9
10.77,Ivet LALOVA-COLLIO,18 MAY 1984,BUL,1,Plovdiv (BUL),19 JUN 2004,0.7
10.77,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1h1,"Olympic Stadium, London (GBR)",27 JUL 2013,0.7
10.77,Sha'Carri RICHARDSON,25 MAR 2000,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,-1.2
10.77,Shericka JACKSON,16 JUL 1994,JAM,1sf1,"National Stadium, Kingston (JAM)",25 JUN 2021,0.9
10.77,Shericka JACKSON,16 JUL 1994,JAM,1,"National Stadium, Kingston (JAM)",24 JUN 2022,0.9
10.78,Dawn SOWELL,27 MAR 1966,USA,1,"Provo, UT (USA)",03 JUN 1989,1.0
10.78,Merlene OTTEY,10 MAY 1960,JAM,1,Sevilla (ESP),30 MAY 1990,1.7
10.78,Merlene OTTEY,10 MAY 1960,JAM,1,Paris (FRA),03 SEP 1994,0.4
10.78,Marion JONES,12 OCT 1975,USA,1,"Crystal Palace, London (GBR)",05 AUG 2000,1.1
10.78,Torri EDWARDS,31 JAN 1977,USA,1sf2,"Eugene, OR (USA)",28 JUN 2008,1.8
10.78,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"National Stadium, Beijing (CHN)",17 AUG 2008,0.0
10.78,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,0.8
10.78,Carmelita JETER,24 NOV 1979,USA,1,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,0.4
10.78,Carmelita JETER,24 NOV 1979,USA,2,"Olympic Stadium, London (GBR)",04 AUG 2012,1.5
10.78,Murielle AHOURÉ,23 AUG 1987,CIV,1f1,"Montverde, FL (USA)",11 JUN 2016,1.6
10.78,Tianna BARTOLETTA,30 AUG 1985,USA,2,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1.0
10.78,Tori BOWIE,27 AUG 1990,USA,3,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1.0
10.78,Elaine THOMPSON,28 JUN 1992,JAM,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,0.8
10.78,Elaine THOMPSON,28 JUN 1992,JAM,1,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,-0.3
10.78,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Olympic Stadium, London (GBR)",21 JUL 2019,0.7
10.78,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1f1,"National Training Center, Clermont, FL (USA)",02 MAY 2021,1.8
10.78,Marie-Josée TA LOU,18 NOV 1988,CIV,1h4,"National Stadium, Tokyo (JPN)",30 JUL 2021,-0.3
10.78,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1f1,"Stadio Comunale, Bellinzona (SUI)",14 SEP 2021,0.5
10.78,Marie-Josée TA LOU,18 NOV 1988,CIV,3,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,0.6
10.78,Marie-Josée TA LOU,18 NOV 1988,CIV,1f1,"National Training Center, Clermont, FL (USA)",14 MAY 2023,0.9
10.78,Shericka JACKSON,16 JUL 1994,JAM,1f1,"National Stadium, Kingston (JAM)",03 JUN 2023,1.6
10.79,Evelyn ASHFORD,15 APR 1957,USA,1,"Colorado Springs, CO (USA)",03 JUL 1983,0.6
10.79,Merlene OTTEY,10 MAY 1960,JAM,1,Vigo (ESP),23 JUL 1991,1.7
10.79,Xuemei LI,05 JAN 1977,CHN,1,Shanghai (CHN),18 OCT 1997,0.0
10.79,Marion JONES,12 OCT 1975,USA,1,Osaka (JPN),09 MAY 1998,-0.6
10.79,Inger MILLER,12 JUN 1972,USA,2,"La Cartuja, Sevilla (ESP)",22 AUG 1999,-0.1
10.79,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1sf1,"Olympiastadion, Berlin (GER)",17 AUG 2009,-0.1
10.79,Blessing OKAGBARE,09 OCT 1988,NGR,1,"Olympic Stadium, London (GBR)",27 JUL 2013,1.1
10.79,English GARDNER,22 APR 1992,USA,1sf1,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1.5
10.79,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,Kingston (JAM),26 JUN 2015,0.4
10.79,Marie-Josée TA LOU,18 NOV 1988,CIV,1sf2,"National Stadium, Tokyo (JPN)",31 JUL 2021,-0.2
10.79,Shericka JACKSON,16 JUL 1994,JAM,2sf2,"National Stadium, Tokyo (JPN)",31 JUL 2021,-0.2
10.79,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,0.7
10.8,Merlene OTTEY,10 MAY 1960,JAM,1,Salamanca (ESP),13 JUL 1992,1.6
10.8,Marion JONES,12 OCT 1975,USA,1,Bruxelles (BEL),28 AUG 1998,-0.8
10.8,Marion JONES,12 OCT 1975,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1.1
10.8,Marion JONES,12 OCT 1975,USA,1,"Crystal Palace, London (GBR)",07 AUG 1999,1.4
10.8,Kerron STEWART,16 APR 1984,JAM,1,Kingston (JAM),27 JUN 2008,0.7
10.8,Tori BOWIE,27 AUG 1990,USA,1,"Stade Louis II, Monaco (MON)",18 JUL 2014,0.8
10.8,Blessing OKAGBARE,09 OCT 1988,NGR,2,Paris (FRA),04 JUL 2015,0.2
10.8,Tori BOWIE,27 AUG 1990,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,0.7
10.8,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1h1,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,-0.2
10.81,Marlies GÖHR,21 MAR 1958,GDR,1,Berlin (GER),08 JUN 1983,1.7
10.81,Evelyn ASHFORD,15 APR 1957,USA,2,"Indianapolis, IN (USA)",17 JUL 1988,1.2
10.81,Marion JONES,12 OCT 1975,USA,1,"Olympiastadion, Berlin (GER)",26 AUG 1997,0.8
10.81,Christine ARRON,13 SEP 1973,FRA,1sf1,"Népstadion, Budapest (HUN)",19 AUG 1998,1.3
10.81,Marion JONES,12 OCT 1975,USA,1,"Olympiastadion, Berlin (GER)",01 SEP 1998,0.2
10.81,Inger MILLER,12 JUN 1972,USA,1sf1,"La Cartuja, Sevilla (ESP)",22 AUG 1999,0.1
10.81,Carmelita JETER,24 NOV 1979,USA,1,"National Stadium, Kingston (JAM)",05 MAY 2012,1.0
10.81,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,3,"Olympic Stadium, London (GBR)",04 AUG 2012,1.5
10.81,Carmelita JETER,24 NOV 1979,USA,1,"Alexander Stadium, Birmingham (GBR)",26 AUG 2012,0.7
10.81,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1f1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1.7
10.81,Murielle AHOURÉ,23 AUG 1987,CIV,2f1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1.7
10.81,Tori BOWIE,27 AUG 1990,USA,1,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1.2
10.81,Dafne SCHIPPERS,15 JUN 1992,NED,2,"National Stadium, Beijing (CHN)",24 AUG 2015,-0.3
10.81,English GARDNER,22 APR 1992,USA,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1.5
10.81,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1sf3,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,-0.4
10.81,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,0.4
10.81,Julien ALFRED,10 JUN 2001,LCA,1h2,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",14 MAY 2022,1.7
10.81,Aleia HOBBS,24 FEB 1996,USA,1sf1,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,0.5
10.81,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,3,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,0.8
10.81,Aleia HOBBS,24 FEB 1996,USA,4,"Stade Louis II, Monaco (MON)",10 AUG 2022,0.4
10.81,Shericka JACKSON,16 JUL 1994,JAM,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,-0.8
10.82,Merlene OTTEY,10 MAY 1960,JAM,1,"Olympiastadion, Berlin (GER)",17 AUG 1990,1.4
10.82,Irina PRIVALOVA,22 NOV 1968,RUS,1,Moskva (RUS),22 JUN 1992,2.0
10.82,Gail DEVERS,19 NOV 1966,USA,1,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,-1.0
10.82,Gail DEVERS,19 NOV 1966,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1.5
10.82,Gail DEVERS,19 NOV 1966,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993,-0.3
10.82,Merlene OTTEY,10 MAY 1960,JAM,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993,-0.3
10.82,Gwen TORRENCE,12 JUN 1965,USA,2,Paris (FRA),03 SEP 1994,0.4
10.82,Gwen TORRENCE,12 JUN 1965,USA,1,"Atlanta, GA (USA)",15 JUN 1996,1.1
10.82,Marion JONES,12 OCT 1975,USA,1,"Bislett Stadion, Oslo (NOR)",09 JUL 1998,-0.5
10.82,Zhanna BLOCK,06 JUL 1972,UKR,1,"Commonwealth Stadium, Edmonton (CAN)",06 AUG 2001,-0.3
10.82,Sherone SIMPSON,12 AUG 1984,JAM,1,Kingston (JAM),24 JUN 2006,-0.7
10.82,Carmelita JETER,24 NOV 1979,USA,1,"Stade Louis II, Monaco (MON)",22 JUL 2010,0.4
10.82,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,2,Kingston (JAM),29 JUN 2012,0.6
10.82,Tori BOWIE,27 AUG 1990,USA,3f1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1.7
10.82,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1sf1,"National Stadium, Beijing (CHN)",24 AUG 2015,0.5
10.82,Michelle-Lee AHYE,10 APR 1992,TTO,1f2,Port-of-Spain (TTO),24 JUN 2017,0.9
10.82,Shericka JACKSON,16 JUL 1994,JAM,2,"National Stadium, Kingston (JAM)",25 JUN 2021,1.0
10.82,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1sf2,"National Stadium, Kingston (JAM)",25 JUN 2021,1.1
10.82,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,0.6
10.82,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1h2,"National Stadium, Tokyo (JPN)",30 JUL 2021,0.1
10.82,Melissa JEFFERSON,21 FEB 2001,USA,2sf1,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,0.5
10.82,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1sf2,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,-0.2
10.82,Twanisha TERRY,24 JAN 1999,USA,1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",30 JUL 2022,0.6
10.82,Shericka JACKSON,16 JUL 1994,JAM,1f1,"National Stadium, Kingston (JAM)",22 APR 2023,-0.1
10.82,Marie-Josée TA LOU,18 NOV 1988,CIV,1,"Stadion Śląski, Chorzów (POL)",04 JUN 2023,0.0
10.83,Marita KOCH,18 FEB 1957,GDR,2,Berlin (GER),08 JUN 1983,1.7
10.83,Sheila ECHOLS,02 OCT 1964,USA,1qf2,"Indianapolis, IN (USA)",16 JUL 1988,0.0
10.83,Juliet CUTHBERT,09 APR 1964,JAM,2,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,-1.0
10.83,Gwen TORRENCE,12 JUN 1965,USA,1,Bruxelles (BEL),19 AUG 1994,0.0
10.83,Gail DEVERS,19 NOV 1966,USA,2,"Arena Civica, Milano (ITA)",07 SEP 1996,1.3
10.83,Marion JONES,12 OCT 1975,USA,1,"Olympic Stadium, Athina (GRE)",03 AUG 1997,0.4
10.83,Merlene OTTEY,10 MAY 1960,JAM,2,Bruxelles (BEL),22 AUG 1997,0.9
10.83,Merlene OTTEY,10 MAY 1960,JAM,1,Tokyo (JPN),06 SEP 1997,-0.4
10.83,Irina PRIVALOVA,22 NOV 1968,RUS,2,"Népstadion, Budapest (HUN)",19 AUG 1998,2.0
10.83,Marion JONES,12 OCT 1975,USA,1,Moskva (RUS),05 SEP 1998,0.4
10.83,Katerina THANOU,01 FEB 1975,GRE,2sf1,"La Cartuja, Sevilla (ESP)",22 AUG 1999,0.1
10.83,Marion JONES,12 OCT 1975,USA,1sf2,"La Cartuja, Sevilla (ESP)",22 AUG 1999,-0.1
10.83,Marion JONES,12 OCT 1975,USA,1f1,Bruxelles (BEL),25 AUG 2000,-1.3
10.83,Carmelita JETER,24 NOV 1979,USA,1sf2,"Olympiastadion, Berlin (GER)",17 AUG 2009,-0.1
10.83,Carmelita JETER,24 NOV 1979,USA,1,Daegu (KOR),25 SEP 2009,-0.4
10.83,Carmelita JETER,24 NOV 1979,USA,2,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,0.8
10.83,Carmelita JETER,24 NOV 1979,USA,1h2,"Olympic Stadium, London (GBR)",03 AUG 2012,1.5
10.83,Carmelita JETER,24 NOV 1979,USA,1sf1,"Olympic Stadium, London (GBR)",04 AUG 2012,0.0
10.83,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Letzigrund, Zürich (SUI)",30 AUG 2012,-0.4
10.83,Dafne SCHIPPERS,15 JUN 1992,NED,1sf3,"National Stadium, Beijing (CHN)",24 AUG 2015,-0.2
10.83,Dafne SCHIPPERS,15 JUN 1992,NED,2,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,0.7
10.83,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,2f1,"Montverde, FL (USA)",11 JUN 2016,1.6
10.83,Tori BOWIE,27 AUG 1990,USA,2,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,0.5
10.83,Murielle AHOURÉ,23 AUG 1987,CIV,1f1,"Montverde, FL (USA)",10 JUN 2017,1.1
10.83,Dina ASHER-SMITH,04 DEC 1995,GBR,2,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,0.1
10.83,Teahna DANIELS,25 MAR 1997,USA,4,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,0.9
10.83,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,0.3
10.83,Aleia HOBBS,24 FEB 1996,USA,1,"Icahn Stadium, New York, NY (USA)",12 JUN 2022,1.3
10.83,Dina ASHER-SMITH,04 DEC 1995,GBR,4,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,0.8
10.83,Tamari DAVIS,15 FEB 2003,USA,2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",30 JUL 2022,0.6
10.83,Shericka JACKSON,16 JUL 1994,JAM,1,"Grand Bahama Sports Complex, Freeport (BAH)",20 AUG 2022,-0.1
10.83,Julien ALFRED,10 JUN 2001,LCA,1h1,"Hornet Stadium - Sac St., Sacramento, CA (USA)",27 MAY 2023,0.7
10.84,Marlies GÖHR,21 MAR 1958,GDR,2,Zürich (SUI),22 AUG 1984,1.7
10.84,Merlene OTTEY,10 MAY 1960,JAM,1f1,Lausanne (SUI),10 JUL 1991,0.0
10.84,Merlene OTTEY,10 MAY 1960,JAM,1,Berlin (GER),10 SEP 1991,0.2
10.84,Irina PRIVALOVA,22 NOV 1968,EUN,3,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,-1.0
10.84,Gwen TORRENCE,12 JUN 1965,USA,1sf1,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1.4
10.84,Gail DEVERS,19 NOV 1966,USA,1,Bruxelles (BEL),23 AUG 1996,-0.5
10.84,Marion JONES,12 OCT 1975,USA,1,Linz (AUT),05 JUL 1998,0.3
10.84,Katerina THANOU,01 FEB 1975,GRE,3,"La Cartuja, Sevilla (ESP)",22 AUG 1999,-0.1
10.84,Marion JONES,12 OCT 1975,USA,1,Osaka (JPN),13 MAY 2000,-0.7
10.84,Chandra STURRUP,12 SEP 1971,BAH,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1.9
10.84,Kerron STEWART,16 APR 1984,JAM,2sf1,"Olympiastadion, Berlin (GER)",17 AUG 2009,-0.1
10.84,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,1f1,"Clermont, FL (USA)",05 JUN 2010,1.8
10.84,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,Kingston (JAM),24 JUN 2011,0.3
10.84,English GARDNER,22 APR 1992,USA,1f2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1.5
10.84,Elaine THOMPSON,28 JUN 1992,JAM,2f2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1.5
10.84,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,1f2,Port-of-Spain (TTO),27 JUN 2015,1.4
10.84,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,2f1,"Montverde, FL (USA)",10 JUN 2017,1.1
10.84,Elaine THOMPSON,28 JUN 1992,JAM,1sf2,"Olympic Stadium, London (GBR)",06 AUG 2017,-0.2
10.84,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1.1
10.84,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,3,"National Stadium, Kingston (JAM)",25 JUN 2021,1.0
10.84,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2sf2,"National Stadium, Kingston (JAM)",25 JUN 2021,1.1
10.84,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1h5,"National Stadium, Tokyo (JPN)",30 JUL 2021,1.3
