Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
21.82,Marita KOCH,18 FEB 1957,GDR,1,Karl Marx Stadt (GDR),18 JUN 1983,1.3
21.82,Shericka JACKSON,16 JUL 1994,JAM,2,"National Stadium, Kingston (JAM)",27 JUN 2021,0.8
21.82,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1sf3,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,-0.1
21.83,Evelyn ASHFORD,15 APR 1957,USA,1,"Olympic Stadium, Montréal (CAN)",24 AUG 1979,-0.2
21.83,Merlene OTTEY,10 MAY 1960,JAM,1,Köln (GER),08 SEP 1991,0.5
21.84,Evelyn ASHFORD,15 APR 1957,USA,1,Bruxelles (BEL),28 AUG 1981,-1.1
21.84,Heike DRECHSLER,16 DEC 1964,GDR,1,Rostock (GER),26 JUN 1988,1.0
21.84,Marion JONES,12 OCT 1975,USA,1,Roodeport (RSA),19 MAR 1999,-1.1
21.84,Christine MBOMA,22 MAY 2003,NAM,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",21 AUG 2021,1.1
21.84,Christine MBOMA,22 MAY 2003,NAM,1,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,0.4
21.84,Shericka JACKSON,16 JUL 1994,JAM,1,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,0.2
21.85,Bärbel WÖCKEL,21 MAR 1955,GDR,2,Potsdam (GDR),21 JUL 1984,0.3
21.85,Florence GRIFFITH-JOYNER,21 DEC 1959,USA,1,"Indianapolis, IN (USA)",23 JUL 1988,1.3
21.85,Gwen TORRENCE,12 JUN 1965,USA,1,"Durham, NC (USA)",12 AUG 1994,-0.8
21.85,Elaine THOMPSON,28 JUN 1992,JAM,1,"Letzigrund, Zürich (SUI)",01 SEP 2016,0.2
21.86,Gwen TORRENCE,12 JUN 1965,USA,1,Bruxelles (BEL),25 AUG 1995,1.0
21.86,Dafne SCHIPPERS,15 JUN 1992,NED,2,"Letzigrund, Zürich (SUI)",01 SEP 2016,0.2
21.87,Marita KOCH,18 FEB 1957,GDR,1,Zürich (SUI),22 AUG 1984,0.0
21.87,Irina PRIVALOVA,22 NOV 1968,RUS,2,"Stade Louis II, Monaco (MON)",25 JUL 1995,0.0
21.87,Gabrielle THOMAS,07 DEC 1996,USA,3,"National Stadium, Tokyo (JPN)",03 AUG 2021,0.8
21.87,Christine MBOMA,22 MAY 2003,NAM,1,"National Stadium, Gaborone (BOT)",30 APR 2022,0.6
21.88,Evelyn ASHFORD,15 APR 1957,USA,1,"Indianapolis, IN (USA)",19 JUN 1983,0.9
21.88,Merlene OTTEY,10 MAY 1960,JAM,1,Sestriere (ITA),08 AUG 1990,1.6
21.88,Merlene OTTEY,10 MAY 1960,JAM,1,Athina (GRE),07 SEP 1990,1.0
21.88,Irina PRIVALOVA,22 NOV 1968,RUS,1,Rieti (ITA),05 SEP 1993,2.0
21.88,Allyson FELIX,18 NOV 1985,USA,1,Stockholm (SWE),31 JUL 2009,1.3
21.88,Allyson FELIX,18 NOV 1985,USA,1,"Olympic Stadium, London (GBR)",08 AUG 2012,-0.2
21.88,Dafne SCHIPPERS,15 JUN 1992,NED,2,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,-0.1
21.88,Shaunae MILLER,15 APR 1994,BAH,1,"Letzigrund, Zürich (SUI)",24 AUG 2017,0.1
21.88,Dina ASHER-SMITH,04 DEC 1995,GBR,1,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019,0.9
21.89,Dina ASHER-SMITH,04 DEC 1995,GBR,1,"Olympiastadion, Berlin (GER)",11 AUG 2018,0.2
21.89,Jenna PRANDINI,20 NOV 1992,USA,2,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1.3
21.9,Marita KOCH,18 FEB 1957,GDR,1,Dresden (GER),03 AUG 1985,1.9
21.9,Marita KOCH,18 FEB 1957,GDR,1,"Bruce Stadium, Canberra (AUS)",04 OCT 1985,-0.7
21.91,Marita KOCH,18 FEB 1957,GDR,1,Ciudad de México (MEX),12 SEP 1979,1.9
21.91,Marion JONES,12 OCT 1975,USA,1,Helsinki (FIN),10 JUN 1999,-0.4
21.91,Shaunae MILLER,15 APR 1994,BAH,2,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1.5
21.91,Shericka JACKSON,16 JUL 1994,JAM,1,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1.3
21.91,Julien ALFRED,10 JUN 2001,LCA,1f1,"Percy Beard Track, Gainesville, FL (USA)",14 APR 2023,1.8
21.92,Gwen TORRENCE,12 JUN 1965,USA,1,Bruxelles (BEL),03 SEP 1993,0.9
21.92,Marion JONES,12 OCT 1975,USA,1,"Stade Louis II, Monaco (MON)",16 AUG 1997,0.4
21.92,Tamara CLARK,09 JAN 1999,USA,2,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,-0.3
21.93,Merlene OTTEY,10 MAY 1960,JAM,1,"Indianapolis, IN (USA)",16 JUN 1985,0.9
21.93,Pam MARSHALL,16 AUG 1960,USA,2,"Indianapolis, IN (USA)",23 JUL 1988,1.3
21.93,Irina PRIVALOVA,22 NOV 1968,RUS,1,København (DEN),25 AUG 1992,1.8
21.93,Merlene OTTEY,10 MAY 1960,JAM,2,Bruxelles (BEL),25 AUG 1995,1.0
21.93,Marion JONES,12 OCT 1975,USA,1,Köln (GER),24 AUG 1997,0.1
21.93,Allyson FELIX,18 NOV 1985,USA,2,"National Stadium, Beijing (CHN)",21 AUG 2008,0.6
21.93,Dafne SCHIPPERS,15 JUN 1992,NED,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,0.7
21.94,Heike DRECHSLER,16 DEC 1964,GDR,1,Düsseldorf (GER),20 JUN 1988,-1.3
21.94,Merlene OTTEY,10 MAY 1960,JAM,1,Berlin (GER),04 JUL 1990,1.1
21.94,Merlene OTTEY,10 MAY 1960,JAM,1qf4,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,-0.9
21.94,Gwen TORRENCE,12 JUN 1965,USA,1,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,0.9
21.94,Marion JONES,12 OCT 1975,USA,1,"Sacramento, CA (USA)",23 JUL 2000,0.5
21.94,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,Kingston (JAM),29 JUN 2008,1.1
21.94,Gabrielle THOMAS,07 DEC 1996,USA,1sf2,"Hayward Field, Eugene, OR (USA)",25 JUN 2021,1.8
21.94,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,4,"National Stadium, Tokyo (JPN)",03 AUG 2021,0.8
21.95,Heike DRECHSLER,16 DEC 1964,GDR,3,"Olympic Stadium, Jamsil, Seoul (KOR)",29 SEP 1988,1.3
21.95,Katrin KRABBE,22 NOV 1969,GDR,1,"Poljud Stadion, Split (CRO)",30 AUG 1990,0.3
21.95,Anavia BATTLE,28 MAR 1999,USA,3,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1.3
21.95,Shericka JACKSON,16 JUL 1994,JAM,2,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,0.4
21.95,Tamara CLARK,09 JAN 1999,USA,1sf2,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,1.4
21.96,Florence GRIFFITH-JOYNER,21 DEC 1959,USA,2,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,1.2
21.96,Florence GRIFFITH-JOYNER,21 DEC 1959,USA,1h1,"Indianapolis, IN (USA)",22 JUL 1988,0.6
21.96,Katrin KRABBE,22 NOV 1969,GER,1,Berlin (GER),10 SEP 1991,0.2
21.96,Dafne SCHIPPERS,15 JUN 1992,NED,1sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,0.1
21.96,Shericka JACKSON,16 JUL 1994,JAM,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,-0.3
21.96,Favour OFILI,31 DEC 2002,NGR,1f1,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2022,1.3
21.96,Dina ASHER-SMITH,04 DEC 1995,GBR,2sf2,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,1.4
21.97,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,1,Bratislava (TCH),06 JUN 1981,1.9
21.97,Evelyn ASHFORD,15 APR 1957,USA,1f2,"Letzigrund, Zürich (SUI)",13 AUG 1986,-1.4
21.97,Merlene OTTEY,10 MAY 1960,JAM,1,Villeneuve d'Ascq (FRA),29 JUN 1990,1.1
21.97,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,3,"National Stadium, Beijing (CHN)",28 AUG 2015,0.2
21.97,Christine MBOMA,22 MAY 2003,NAM,2sf2,"National Stadium, Tokyo (JPN)",02 AUG 2021,0.3
21.97,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,3sf2,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,1.4
21.98,Valerie BRISCO-HOOKS,06 JUL 1960,USA,1f2,"Letzigrund, Zürich (SUI)",21 AUG 1985,-1.1
21.98,Merlene OTTEY,10 MAY 1960,JAM,1,"Stade Louis II, Monaco (MON)",03 AUG 1991,0.6
21.98,Merlene OTTEY,10 MAY 1960,JAM,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,0.0
21.98,Gwen TORRENCE,12 JUN 1965,USA,1f1,Zürich (SUI),16 AUG 1995,-0.7
21.98,Gwen TORRENCE,12 JUN 1965,USA,1,"Olympiastadion, Berlin (GER)",01 SEP 1995,0.9
21.98,Marion JONES,12 OCT 1975,USA,1,Sydney (AUS),28 FEB 1998,-1.2
21.98,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1f1,Barcelona (ESP),19 JUL 2008,0.4
21.98,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,"Icahn Stadium, New York, NY (USA)",12 JUN 2010,1.4
21.98,Allyson FELIX,18 NOV 1985,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1.6
21.98,Elaine THOMPSON,28 JUN 1992,JAM,3,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1.5
21.98,Shaunae MILLER-UIBO,15 APR 1994,BAH,1f1,"National Training Center, Clermont, FL (USA)",25 JUL 2020,2.0
21.98,Gabrielle THOMAS,07 DEC 1996,USA,1h4,"Hayward Field, Eugene, OR (USA)",24 JUN 2021,0.7
21.98,Tamara CLARK,09 JAN 1999,USA,4,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1.3
21.98,Gabrielle THOMAS,07 DEC 1996,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1.3
21.98,Aminatou SEYNI,24 OCT 1996,NIG,1h3,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,1.1
21.98,Shericka JACKSON,16 JUL 1994,JAM,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,0.8
21.99,Chandra CHEESEBOROUGH,10 JAN 1959,USA,2,"Indianapolis, IN (USA)",19 JUN 1983,0.9
21.99,Silke MÖLLER,20 JUN 1964,GDR,1,Praha (TCH),28 JUN 1987,1.3
21.99,Heike DRECHSLER,16 DEC 1964,GDR,1,Karl Marx Stadt (GDR),12 JUN 1988,1.7
21.99,Merlene OTTEY,10 MAY 1960,JAM,4,"Olympic Stadium, Jamsil, Seoul (KOR)",29 SEP 1988,1.3
21.99,Irina PRIVALOVA,22 NOV 1968,RUS,1,Rieti (ITA),06 SEP 1992,1.3
21.99,Marie-José PÉREC,09 MAY 1968,FRA,1,Villeneuve d'Ascq (FRA),02 JUL 1993,1.1
21.99,Irina PRIVALOVA,22 NOV 1968,RUS,2,Villeneuve d'Ascq (FRA),02 JUL 1993,1.1
21.99,Marion JONES,12 OCT 1975,USA,1,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999,0.2
21.99,Kerron STEWART,16 APR 1984,JAM,2,Kingston (JAM),29 JUN 2008,1.1
21.99,Tori BOWIE,27 AUG 1990,USA,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1.9
21.99,Jenna PRANDINI,20 NOV 1992,USA,1sf1,"Hayward Field, Eugene, OR (USA)",25 JUN 2021,-0.3
21.99,Brittany BROWN,18 APR 1995,USA,1f1,"Vanderbilt Track, Nashville, TN (USA)",05 JUN 2022,0.5
22.0,Merlene OTTEY,10 MAY 1960,JAM,1,Bruxelles (BEL),28 AUG 1992,0.6
22.0,Gwen TORRENCE,12 JUN 1965,USA,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,0.0
22.0,Sherone SIMPSON,12 AUG 1984,JAM,1,Kingston (JAM),25 JUN 2006,1.3
22.0,Sherone SIMPSON,12 AUG 1984,JAM,1f1,Stockholm (SWE),25 JUL 2006,-0.3
22.0,Kerron STEWART,16 APR 1984,JAM,3,"National Stadium, Beijing (CHN)",21 AUG 2008,0.6
22.0,Elaine THOMPSON,28 JUN 1992,JAM,2,"Letzigrund, Zürich (SUI)",24 AUG 2017,0.1
22.0,Elaine THOMPSON,28 JUN 1992,JAM,1,Kingston (JAM),23 JUN 2019,-0.2
22.0,Sha'Carri RICHARDSON,25 MAR 2000,USA,1,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,1.3
22.01,Bärbel WÖCKEL,21 MAR 1955,GDR,1,Cottbus (GER),18 JUL 1980,0.6
22.01,Anelia NUNEVA,30 JUN 1962,BUL,1,Sofia (BUL),16 AUG 1987,-0.5
22.01,Juliet CUTHBERT,09 APR 1964,JAM,1qf1,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,0.0
22.01,Xuemei LI,05 JAN 1977,CHN,1,Shanghai (CHN),22 OCT 1997,0.0
22.01,Muna LEE,30 OCT 1981,USA,4,"National Stadium, Beijing (CHN)",21 AUG 2008,0.6
22.01,Candyce MCGRONE,24 MAR 1989,USA,4,"National Stadium, Beijing (CHN)",28 AUG 2015,0.2
22.01,Gabrielle THOMAS,07 DEC 1996,USA,3sf2,"National Stadium, Tokyo (JPN)",02 AUG 2021,0.3
22.01,Jenna PRANDINI,20 NOV 1992,USA,3,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,-0.3
22.02,Marita KOCH,18 FEB 1957,GDR,1,Leipzig (GER),03 JUN 1979,-1.4
22.02,Marita KOCH,18 FEB 1957,GDR,2,"Olympic Stadium, Montréal (CAN)",24 AUG 1979,-0.2
22.02,Marita KOCH,18 FEB 1957,GDR,1,Berlin (GER),31 JUL 1983,0.3
22.02,Marita KOCH,18 FEB 1957,GDR,1,Moskva (URS),18 AUG 1985,0.2
22.02,Gwen TORRENCE,12 JUN 1965,USA,3,"Indianapolis, IN (USA)",23 JUL 1988,1.3
22.02,Juliet CUTHBERT,09 APR 1964,JAM,2,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992,-0.6
22.02,Irina PRIVALOVA,22 NOV 1968,RUS,1f1,Zürich (SUI),19 AUG 1992,-0.6
22.02,Gwen TORRENCE,12 JUN 1965,USA,2,København (DEN),25 AUG 1992,1.8
22.02,Irina PRIVALOVA,22 NOV 1968,RUS,1,Stockholm (SWE),12 JUL 1994,0.5
22.02,Allyson FELIX,18 NOV 1985,USA,1,"Olympiastadion, Berlin (GER)",21 AUG 2009,-0.1
22.02,Allyson FELIX,18 NOV 1985,USA,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,0.1
22.02,Dafne SCHIPPERS,15 JUN 1992,NED,1,"FBK Stadium, Hengelo (NED)",22 MAY 2016,-0.3
22.02,Allyson FELIX,18 NOV 1985,USA,3,"Letzigrund, Zürich (SUI)",01 SEP 2016,0.2
22.02,Kyra JEFFERSON,23 SEP 1994,USA,1,"Eugene, OR (USA)",10 JUN 2017,1.1
22.02,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,3,"National Stadium, Kingston (JAM)",27 JUN 2021,0.8
22.02,Gabrielle THOMAS,07 DEC 1996,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",16 APR 2022,1.9
22.02,Abby STEINER,24 NOV 1999,USA,1sf3,"Hayward Field, Eugene, OR (USA)",09 JUN 2022,0.5
22.02,Dina ASHER-SMITH,04 DEC 1995,GBR,3,"Hayward Field, Eugene, OR (USA)",21 JUL 2022,0.6
22.02,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1,"Alexander Stadium, Birmingham (GBR)",06 AUG 2022,0.6
22.02,Shericka JACKSON,16 JUL 1994,JAM,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",08 AUG 2022,0.6
22.03,Bärbel WÖCKEL,21 MAR 1955,GDR,1,"Lenin Stadium, Moskva (URS)",30 JUL 1980,1.5
22.03,Marita KOCH,18 FEB 1957,GDR,1,Erfurt (GER),23 JUN 1985,1.1
22.03,Silke MÖLLER,20 JUN 1964,GDR,1,Karl Marx Stadt (GDR),21 JUN 1987,1.9
22.03,Gwen TORRENCE,12 JUN 1965,USA,1,"New Orleans, LA (USA)",28 JUN 1992,0.8
22.03,Merlene OTTEY,10 MAY 1960,JAM,1,Torino (ITA),04 SEP 1992,0.2
22.03,Allyson FELIX,18 NOV 1985,USA,2,"Icahn Stadium, New York, NY (USA)",12 JUN 2010,1.4
22.03,Dafne SCHIPPERS,15 JUN 1992,NED,1,"Letzigrund, Zürich (SUI)",15 AUG 2014,-0.5
22.03,Shaunae MILLER-UIBO,15 APR 1994,BAH,1f1,"National Training Center, Clermont, FL (USA)",04 APR 2021,1.5
22.04,Bärbel WÖCKEL,21 MAR 1955,GDR,1,"Olympic Stadium, Athina (GRE)",09 SEP 1982,0.9
22.04,Florence GRIFFITH-JOYNER,21 DEC 1959,USA,2,"Memorial Coliseum, Los Angeles, CA (USA)",09 AUG 1984,-0.1
22.04,Dawn SOWELL,27 MAR 1966,USA,1,"Provo, UT (USA)",02 JUN 1989,0.7
22.04,Gwen TORRENCE,12 JUN 1965,USA,2,Stockholm (SWE),12 JUL 1994,0.5
22.04,Gwen TORRENCE,12 JUN 1965,USA,1,"New York, NY (USA)",21 MAY 1995,0.6
22.04,Blessing OKAGBARE,09 OCT 1988,NGR,1f1,"Abilene, TX (USA)",24 MAR 2018,0.5
22.04,Dina ASHER-SMITH,04 DEC 1995,GBR,3,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,0.4
22.04,Christine MBOMA,22 MAY 2003,NAM,1,"Sports Park Mladost, Zagreb (CRO)",14 SEP 2021,0.3
22.04,Favour OFILI,31 DEC 2002,NGR,1,"Ole Miss T&F Complex, Oxford, MS (USA)",14 MAY 2022,0.2
22.04,Aminatou SEYNI,24 OCT 1996,NIG,2sf1,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,2.0
22.05,Marita KOCH,18 FEB 1957,GDR,1,Karl Marx Stadt (GDR),11 AUG 1979,0.1
22.05,Merlene OTTEY,10 MAY 1960,JAM,1,Berlin (GER),23 JUN 1991,1.8
22.05,Irina PRIVALOVA,22 NOV 1968,RUS,1h1,Moskva (RUS),19 JUL 1992,1.7
22.05,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,"Olympic Stadium, Athina (GRE)",25 AUG 2004,0.8
22.05,Shaunae MILLER,15 APR 1994,BAH,1,Kingston (JAM),11 JUN 2016,0.8
22.05,Dafne SCHIPPERS,15 JUN 1992,NED,1,"Olympic Stadium, London (GBR)",11 AUG 2017,0.8
22.05,Shericka JACKSON,16 JUL 1994,JAM,1,"Stade Charléty, Paris (FRA)",30 JUN 2018,1.1
22.05,Blessing OKAGBARE,09 OCT 1988,NGR,1,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1.9
22.05,Abby STEINER,24 NOV 1999,USA,1f1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",22 APR 2022,0.5
22.05,Favour OFILI,31 DEC 2002,NGR,2,"Hayward Field, Eugene, OR (USA)",11 JUN 2022,1.3
22.05,Tamara CLARK,09 JAN 1999,USA,1sf2,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1.0
22.05,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,2,"National Stadium, Kingston (JAM)",26 JUN 2022,0.0
22.05,Mujinga KAMBUNDJI,17 JUN 1992,SUI,3sf1,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,2.0
22.05,Gabrielle THOMAS,07 DEC 1996,USA,1,"Stade Charléty, Paris (FRA)",09 JUN 2023,-0.4
22.06,Marita KOCH,18 FEB 1957,GDR,1,Erfurt (GER),28 MAY 1978,1.2
22.06,Evelyn ASHFORD,15 APR 1957,USA,1,Bruxelles (BEL),05 SEP 1986,0.3
22.06,Pam MARSHALL,16 AUG 1960,USA,1f1,"Letzigrund, Zürich (SUI)",19 AUG 1987,-1.8
22.06,Merlene OTTEY,10 MAY 1960,JAM,3,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,1.2
22.06,Evette DE KLERK,21 AUG 1965,RSA,1,Pietersburg (RSA),08 APR 1989,0.7
22.06,Irina PRIVALOVA,22 NOV 1968,RUS,2,Torino (ITA),04 SEP 1992,0.2
22.06,Merlene OTTEY,10 MAY 1960,JAM,2,"Stade Louis II, Monaco (MON)",16 AUG 1997,0.4
22.06,Shaunae MILLER-UIBO,15 APR 1994,BAH,1,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,-0.4
