Mark,Competitor,DOB,Nat,Pos,Venue,Date
42:38.24,Hongyu LIU,11 JAN 1975,CHN,2,Nanjing (CHN),24 OCT 1995
42:39.2h,Ileana SALVADOR,16 JAN 1962,ITA,1,Roma (ITA),17 JUN 1989
42:39.2h,Jemima MONTAG,15 FEB 1998,AUS,1,"AIS Athletics Track, Canberra (AUS)",22 JAN 2022
42:40.33,Beatriz PASCUAL,09 MAY 1982,ESP,1,Avilés (ESP),17 JUL 2010
42:40.37,Haixia FENG,23 FEB 1975,CHN,3,Nanjing (CHN),24 OCT 1995
42:40.9h,Antonella PALMISANO,06 AUG 1991,ITA,1,Roma (ITA),28 APR 2019
42:42.81,Reykhan KAGRAMANOVA,01 JUN 1997,RUS,1,"Olympic Stadium, Cheboksary (RUS)",02 AUG 2022
42:43.0h,Svetlana VASILYEVA,24 JUL 1992,RUS,1,Sochi (RUS),27 FEB 2011
42:43.23,Yelena SAYKO,24 DEC 1967,RUS,2,St. Petersburg (RUS),26 JUL 1994
42:45.0h,Elisabetta PERRONE,09 JUL 1968,ITA,1,Catania (ITA),30 MAY 1999
42:45.4h,Sari ESSAYAH,21 FEB 1967,FIN,3,St. Petersburg (RUS),26 JUL 1994
42:46.70,Yingzi CUI,26 JAN 1971,CHN,1,Jinan (CHN),15 MAR 1992
42:46.70,Yueling CHEN,01 APR 1968,CHN,2,Jinan (CHN),15 MAR 1992
42:47.25,Anežka DRAHOTOVÁ,22 JUL 1995,CZE,1,"Hayward Field, Eugene, OR (USA)",23 JUL 2014
42:47.4h,Katarzyna RADTKE,31 AUG 1969,POL,4,Fana (NOR),08 MAY 1993
42:47.6h,Chunxiu LI,13 AUG 1969,CHN,3,Jinan (CHN),15 MAR 1992
42:48.51,Beate ANDERS,04 FEB 1968,GDR,3,"Seattle, WA (USA)",24 JUL 1990
42:49.7h,Hongmiao GAO,17 MAR 1974,CHN,4,Jinan (CHN),15 MAR 1992
42:50.00,Ping GUAN,01 FEB 1966,CHN,5,Jinan (CHN),15 MAR 1992
42:51.82,Kumiko OKADA,17 OCT 1991,JPN,1,"Municipal Stadium, Sasebo (JPN)",08 DEC 2019
42:53.90,Lihong TAN,13 FEB 1973,CHN,6,Jinan (CHN),15 MAR 1992
42:54.16,Norica CÎMPEAN,22 MAR 1972,ROU,1,Bucureşti (ROU),14 JUN 1996
42:55.35,Elisa RIGAUDO,17 JUN 1980,ITA,,Rieti (ITA),13 JUN 2015
42:55.38,Yingzi CUI,26 JAN 1971,CHN,1,Tangshan (CHN),27 SEP 1991
42:55.49,Annarita SIDOTI,25 JUL 1969,ITA,1,"Olympic Stadium, Athina (GRE)",07 AUG 1997
42:55.85,Despina ZAPOUNIDOU,05 OCT 1985,GRE,1,Drama (GRE),23 APR 2016
42:56.09,Hongmiao GAO,17 MAR 1974,CHN,2,Tangshan (CHN),27 SEP 1991
42:56.74,Viktória MADARÁSZ,12 MAY 1985,HUN,1,Budapest (HUN),03 SEP 2017
42:56.9h,Rossella GIORDANO,01 DEC 1972,ITA,1,Castelnovo Monti (ITA),31 MAR 1996
42:56.97,Kimberly GARCÍA LEÓN,19 OCT 1993,PER,2,Trujillo (PER),25 AUG 2018
42:57.92,Kerry SAXBY,02 JUN 1961,AUS,1,Sydney (AUS),07 JAN 1990
42:58.1h,Madelein SVENSSON,20 JUL 1969,SWE,1,Örnsköldsvik (SWE),04 JUL 1992
42:58.1h,Sari ESSAYAH,21 FEB 1967,FIN,1,Brunflo (SWE),04 JUL 1993
42:59.48,Yelena LASHMANOVA,09 APR 1992,RUS,1,Tallinn (EST),21 JUL 2011
43:01.0h,Wang YAN,02 MAY 1971,CHN,1,Shenzhen (CHN),21 FEB 1993
43:01.6h,Anne-Marie JUDKINS,01 MAR 1964,NZL,2,Örnsköldsvik (SWE),04 JUL 1992
43:01.60,Mayumi KAWASAKI,10 MAY 1980,JPN,1,Niigata (JPN),25 SEP 2010
43:02.04,María VASCO,26 DEC 1975,ESP,1,Valencia (ESP),21 JUL 2001
43:02.4h,Ileana SALVADOR,16 JAN 1962,ITA,1,Santhià (ITA),18 APR 1992
43:02.97,Jemima MONTAG,15 FEB 1998,AUS,1,"SOPAC, Sydney (AUS)",30 MAR 2022
43:05.6h,Madelein SVENSSON,20 JUL 1969,SWE,2,Brunflo (SWE),04 JUL 1993
43:05.7h,Jemima MONTAG,15 FEB 1998,AUS,1,"AIS Athletics Track, Canberra (AUS)",15 JAN 2022
43:07.62,Mayumi KAWASAKI,10 MAY 1980,JPN,1,Niigata (JPN),05 OCT 2009
43:08.0h,Ileana SALVADOR,16 JAN 1962,ITA,1,Torino (ITA),04 APR 1993
43:08.17,Ana CABECINHA,29 APR 1984,POR,1,Seixal (POR),19 JUL 2008
43:08.4h,Nadezhda RYASHKINA,22 JAN 1967,URS,1,Fana (NOR),28 APR 1989
43:08.91,Elvira CHEPAREVA,10 JAN 2000,ANA,2,"Olympic Stadium, Cheboksary (RUS)",02 AUG 2022
43:09.40,Yiaoling FAN,14 MAY 1971,CHN,7,Jinan (CHN),15 MAR 1992
43:10.4h,Qinghua ZHANG,06 MAR 1973,CHN,8,Jinan (CHN),15 MAR 1992
43:10.95,Júlia TAKÁCS,29 JUN 1989,ESP,1,São Paulo (BRA),01 AUG 2014
43:11.34,Vera SOKOLOVA,23 JUN 1987,RUS,1,Kaunas (LTU),24 JUL 2005
43:11.40,Xiaolan ZHOU,01 JUL 1972,CHN,9,Jinan (CHN),15 MAR 1992
43:13.5h,Tamara KOVALENKO,05 JUN 1964,URS,1,Bryansk (URS),09 SEP 1989
43:14.45,Beatriz PASCUAL,09 MAY 1982,ESP,1,Santa Cruz de Tenerife (ESP),26 JUL 2008
43:15.1h,Yan GU,17 MAR 1974,CHN,10,Jinan (CHN),15 MAR 1992
43:15.43,Kumi OTOSHI,29 JUL 1985,JPN,1,Naruto (JPN),24 SEP 2011
43:15.60,Bingjie JIN,03 JUN 1971,CHN,1,Anshan (CHN),04 SEP 1989
43:16.76,Laura GARCÍA-CARO,16 APR 1995,ESP,1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",24 JUN 2022
43:18.00,Hong LI,01 JUN 1979,CHN,1,Nanjing (CHN),28 APR 1996
43:18.72,Ana CABECINHA,29 APR 1984,POR,1,Vagos (POR),10 JUN 2017
43:18.97,Beatriz PASCUAL,09 MAY 1982,ESP,1,Pamplona (ESP),25 AUG 2012
43:18.99,Viktória MADARÁSZ,12 MAY 1985,HUN,1,Debrecen (HUN),05 SEP 2015
43:19.12,Ana CABECINHA,29 APR 1984,POR,1,Leiria (POR),25 JUL 2015
43:19.3h,Inês HENRIQUES,01 MAY 1980,POR,1,Leiria (POR),07 JUL 2018
43:20.38,Valentina TRAPLETTI,12 JUL 1985,ITA,1f1,"Campo Sportivo Putti, Bergamo (ITA)",18 APR 2021
43:20.65,Katie HAYWARD,23 JUL 2000,AUS,1,Sydney (AUS),05 APR 2019
43:21.1h,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Kristiansand (NOR),18 AUG 2000
43:21.9h,Kerry SAXBY-JUNNA,02 JUN 1961,AUS,1,Canberra (AUS),03 DEC 1995
43:21.90,Mayumi KAWASAKI,10 MAY 1980,JPN,1,Okayama (JPN),26 SEP 2009
43:22.20,Sun YAN,04 MAY 1973,CHN,11,Jinan (CHN),15 MAR 1992
43:22.86,Kimberly GARCÍA LEÓN,19 OCT 1993,PER,1,"Estadio Atlético de la VIDENA, Lima (PER)",13 NOV 2021
43:24.00,Masumi FUCHISE,02 SEP 1986,JPN,2,Naruto (JPN),24 SEP 2011
43:24.22,Kumi OTOSHI,29 JUL 1985,JPN,2,Niigata (JPN),25 SEP 2010
43:24.72,Tatyana MINEYEVA,10 AUG 1990,RUS,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",09 JUL 2008
43:26.12,Kerry SAXBY,02 JUN 1961,AUS,1.0,Canberra (AUS),26 JAN 1989
43:26.18,María Graciela MENDOZA,23 MAR 1963,MEX,1.0,Hull (GBR),08 OCT 1989
43:27.20,Anisiya KORNIKOVA-KIRDYAPKINA,23 OCT 1989,RUS,1.0,"FBK Stadium, Hengelo (NED)",19 JUL 2007
43:27.53,Quanming WU,16 NOV 2001,CHN,1.0,"Campo Mauro Ferrari, Prato (ITA)",16 APR 2023
43:27.6h,Elisabetta PERRONE,09 JUL 1968,ITA,1.0,Fana (NOR),07 MAY 1994
43:29.3h,Kerry SAXBY,02 JUN 1961,AUS,1.0,Melbourne (AUS),26 OCT 1989
43:29.51,Ana CABECINHA,29 APR 1984,POR,1.0,Leiria (POR),17 JUL 2010
43:29.57,Ana CABECINHA,29 APR 1984,POR,1.0,Maia (POR),25 JUN 2016
43:30.15,Hong LIU,12 MAY 1987,CHN,1.0,Mondovi (ITA),12 JUN 2011
43:30.20,Olga KARDOPOLTSEVA,11 SEP 1966,BLR,2.0,"Olympic Stadium, Athina (GRE)",07 AUG 1997
43:30.22,Encarna GRANADOS,30 JAN 1972,ESP,1.0,Barcelona (ESP),02 SEP 2000
43:31.21,Ana CABECINHA,29 APR 1984,POR,1.0,San Fernando (ESP),04 JUN 2010
43:31.21,Raquel GONZÁLEZ,16 NOV 1989,ESP,2.0,Alcobendas (ESP),26 JUL 2014
43:31.29,Inês HENRIQUES,01 MAY 1980,POR,1.0,Leiria (POR),27 JUL 2013
43:32.05,Rimma MAKAROVA,18 JUL 1963,RUS,1.0,St. Petersburg (RUS),29 JUL 1995
43:32.21,Elisa RIGAUDO,17 JUN 1980,ITA,2.0,Mondovi (ITA),12 JUN 2011
43:33.72,Laura GARCÍA-CARO,16 APR 1995,ESP,1.0,La Nucia (ESP),21 MAY 2022
43:33.75,María José POVES,16 MAR 1978,ESP,2.0,Alcobendas (ESP),27 JUL 2013
43:34.93,María VASCO,26 DEC 1975,ESP,2.0,Santa Cruz de Tenerife (ESP),26 JUL 2008
43:35.2h,Lyudmila YEFIMKINA,22 AUG 1981,RUS,1.0,Moskva (RUS),20 MAY 2000
43:35.50,Júlia TAKÁCS,29 JUN 1989,ESP,2.0,San Fernando (ESP),04 JUN 2010
43:35.74,Jemima MONTAG,15 FEB 1998,AUS,1.0,"AIS Athletics Track, Canberra (AUS)",06 JAN 2023
43:36.41,Yelena NIKOLAYEVA,01 FEB 1966,URS,1.0,Kiev (URS),30 JUL 1988
43:36.5h,Yelena NIKOLAYEVA,01 FEB 1966,URS,1.0,Fana (NOR),07 MAY 1988
43:36.88,Klavdiya AFANASYEVA,15 JAN 1996,RUS,1.0,Eskilstuna (SWE),16 JUL 2015
43:37.91,Ana CABECINHA,29 APR 1984,POR,1.0,Lisboa (POR),07 JUL 2012
43:37.95,Raquel GONZÁLEZ,16 NOV 1989,ESP,1.0,Getafe (ESP),21 JUL 2018
43:38.64,Inês HENRIQUES,01 MAY 1980,POR,2.0,Leiria (POR),17 JUL 2010
43:38.83,. PRIYANKA,10 MAR 1996,IND,2.0,"Alexander Stadium, Birmingham (GBR)",06 AUG 2022
43:39.10,Lijuan XU,1972,CHN,12.0,Jinan (CHN),15 MAR 1992
43:39.27,Alina YUSHCHANKA,29 JUL 1990,BLR,1.0,"RTSOP, Minsk (BLR)",29 JUL 2022
43:39.42,Beatriz PASCUAL,09 MAY 1982,ESP,3.0,Alcobendas (ESP),27 JUL 2013
43:40.45,Nadezhda SERGEYEVA,12 MAR 1994,ANA,3.0,"Olympic Stadium, Cheboksary (RUS)",02 AUG 2022
43:40.68,Inês HENRIQUES,01 MAY 1980,POR,2.0,Leiria (POR),25 JUL 2015
43:41.0h,Yelena LASHMANOVA,09 APR 1992,RUS,2.0,Sochi (RUS),27 FEB 2011
43:41.1h,Yevdokiya KOROTKOVA,28 FEB 1979,RUS,1.0,Buy (RUS),21 SEP 2008
43:41.30,Erica SENA,03 MAY 1985,BRA,2.0,São Paulo (BRA),01 AUG 2014
43:41.50,Kimberly GARCÍA LEÓN,19 OCT 1993,PER,2.0,La Nucia (ESP),21 MAY 2022
43:41.51,Lorena ARENAS,17 SEP 1993,COL,1.0,Canberra (AUS),28 JAN 2019
43:41.70,Claudia IOVAN,25 FEB 1978,ROU,1.0,Bucureşti (ROU),24 MAY 1997
43:42.04,María PÉREZ,29 APR 1996,ESP,1.0,"Polideportivo Juan de la Cierva, Getafe (ESP)",26 JUN 2021
43:42.80,Se JUAN,,CHN,13.0,Jinan (CHN),15 MAR 1992
43:42.84,Klavdiya AFANASYEVA,15 JAN 1996,RUS,4.0,"Olympic Stadium, Cheboksary (RUS)",02 AUG 2022
43:44.96,Elisa RIGAUDO,17 JUN 1980,ITA,1.0,Milano (ITA),26 JUL 2013
43:45.16,Elmira ALEMBEKOVA,30 JUN 1990,RUS,2.0,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",09 JUL 2008
43:45.2h,Tatyana KOROTKOVA,24 APR 1980,RUS,2.0,Buy (RUS),21 SEP 2008
43:45.2h,Jemima MONTAG,15 FEB 1998,AUS,1.0,"George Knott Track, Collingwood, Melbourne (AUS)",10 JAN 2021
43:46.01,Jemima MONTAG,15 FEB 1998,AUS,1.0,"AIS Athletics Track, Canberra (AUS)",02 FEB 2023
43:46.05,Katie HAYWARD,23 JUL 2000,AUS,1.0,"SOPAC, Sydney (AUS)",15 APR 2021
43:46.06,Inês HENRIQUES,01 MAY 1980,POR,2.0,Vagos (POR),10 JUN 2017
43:46.50,Olena SOBCHUK,23 NOV 1995,UKR,1.0,"Avangard Stadium, Lutsk (UKR)",25 JUN 2022
43:46.70,Liying TANG,1963,CHN,1.0,Jinan (CHN),15 FEB 1992
43:47.84,Ana CABECINHA,29 APR 1984,POR,1.0,Lisboa (POR),26 JUL 2014
43:48.08,Beki SMITH,25 NOV 1986,AUS,1.0,"SOPAC, Sydney (AUS)",01 APR 2016
43:48.8h,Alina YUSHCHANKA,29 JUL 1990,BLR,1.0,"RTSOP, Minsk (BLR)",31 MAY 2022
43:49.24,Valentina TSYBULSKAYA,19 FEB 1968,BLR,3.0,"Olympic Stadium, Athina (GRE)",07 AUG 1997
43:49.70,Larisa RAMAZANOVA-KHMELNITSKAYA,23 SEP 1971,BLR,1.0,Gomel (BLR),23 JUN 1998
43:50.25,Laura GARCÍA-CARO,16 APR 1995,ESP,2.0,Getafe (ESP),21 JUL 2018
43:50.84,Jemima MONTAG,15 FEB 1998,AUS,1.0,Townsville (AUS),25 JUN 2019
43:50.86,Emily Wamusyi NGII,13 AUG 1986,KEN,3.0,"Alexander Stadium, Birmingham (GBR)",06 AUG 2022
43:51.0h,Svetlana TOLSTAYA,09 AUG 1971,KAZ,1.0,Almaty (KAZ),17 SEP 1997
43:51.47,Jemima MONTAG,15 FEB 1998,AUS,2.0,Sydney (AUS),05 APR 2019
43:51.8h,Ana CABECINHA,29 APR 1984,POR,2.0,Leiria (POR),07 JUL 2018
43:51.97,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1.0,"Uniondale, NY (USA)",21 JUL 1998
43:51.98,Antigoni NTRISMPIOTI,21 MAR 1984,GRE,2.0,"AIS Athletics Track, Canberra (AUS)",06 JAN 2023
43:52.08,María PÉREZ,29 APR 1996,ESP,1.0,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",01 SEP 2019
43:52.1h,Yueling CHEN,01 APR 1968,CHN,1.0,Zhengzhou (CHN),25 OCT 1987
43:52.39,Rossella GIORDANO,01 DEC 1972,ITA,1.0,Rieti (ITA),29 MAR 2009
43:52.70,Ping ZHU,,CHN,15.0,Jinan (CHN),15 MAR 1992
43:52.73,Vera SANTOS,03 DEC 1981,POR,3.0,Leiria (POR),17 JUL 2010
43:52.80,Inês HENRIQUES,01 MAY 1980,POR,1.0,Vagos (POR),15 MAR 2016
43:53.04,Ana CABECINHA,29 APR 1984,POR,1.0,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",25 JUN 2022
43:53.45,Antigoni NTRISMPIOTI,21 MAR 1984,GRE,2.0,"AIS Athletics Track, Canberra (AUS)",02 FEB 2023
43:53.51,Mayumi KAWASAKI,10 MAY 1980,JPN,1.0,Oita (JPN),06 OCT 2008
43:53.65,Ana CABECINHA,29 APR 1984,POR,2.0,Leiria (POR),27 JUL 2013
43:54.05,Ana CABECINHA,29 APR 1984,POR,1.0,"Estádio José Vieira de Carvalho, Maia (POR)",26 JUN 2021
43:55.05,Kumiko OKADA,17 OCT 1991,JPN,1.0,Gifu (JPN),26 SEP 2015
43:55.22,Kumiko OKADA,17 OCT 1991,JPN,1.0,Osaka (JPN),22 SEP 2018
43:55.51,Ana CABECINHA,29 APR 1984,POR,1.0,Vila Real de Santo António (POR),11 JAN 2015
43:55.70,Júlia TAKÁCS,29 JUN 1989,ESP,3.0,Gijón (ESP),23 JUL 2016
43:56.80,Chen YAN,30 JAN 1974,CHN,16.0,Jinan (CHN),15 MAR 1992
43:56.86,Hongyu LIU,11 JAN 1975,CHN,4.0,"Olympic Stadium, Athina (GRE)",07 AUG 1997
43:56.95,Eleonora Anna GIORGI,14 SEP 1989,ITA,1.0,Trieste (ITA),30 JUN 2017
43:57.13,Beatriz PASCUAL,09 MAY 1982,ESP,3.0,Alcobendas (ESP),26 JUL 2014
43:57.44,Kimberly GARCÍA LEÓN,19 OCT 1993,PER,3.0,São Paulo (BRA),01 AUG 2014
43:58.10,Xiong YAN,01 APR 1967,CHN,2.0,Xiangtan (CHN),28 FEB 1989
43:58.94,Tatyana RAGOZINA,03 SEP 1964,UKR,,Kyiv (UKR),02 APR 1992
43:59.08,Inês HENRIQUES,01 MAY 1980,POR,1.0,Lisboa (POR),30 JUL 2011
43:59.46,Jemima MONTAG,15 FEB 1998,AUS,2.0,Canberra (AUS),28 JAN 2019
43:59.73,Erica ALFRIDI,22 FEB 1968,ITA,5.0,"Olympic Stadium, Athina (GRE)",07 AUG 1997
43:59.73,Inês HENRIQUES,01 MAY 1980,POR,1.0,Seixal (POR),25 JUL 2009
